atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
141125,Robert,CAM,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,CAP,0.167,neutro,0.0,0.0,0.0,20.8,desfavoravel,1.8,0.05,-40.5,0.9,0.844,1.563,2.1,0.6,0.239,
106907,Rafael Lacerda,CHA,Técnico,7,8.35,0.13,5.14,9,5.12,True,False,VIT,0.181,neutro,5.009,5.14,1.0,29.7,desfavoravel,4.27,0.25,-50.0,1.117,0.713,1.0,1.2,0.45,0.171,
144889,Victor Gabriel,PAL,Meia,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.639,valor_bom,0.0,0.0,0.0,54.4,neutro,2.19,0.425,24.5,0.834,0.533,1.433,1.12,0.675,0.581,
145703,Kaio Nóbrega,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,False,SAN,0.639,valor_bom,0.0,0.0,0.0,64.9,neutro,2.32,0.725,11.9,1.018,0.487,1.185,0.675,1.0,0.504,
147736,Pepê Fermino,SAN,Meia,6,1.0,0.0,0.0,0,0.0,False,True,FLA,0.639,valor_bom,0.0,0.0,0.0,31.9,neutro,1.93,0.1,-11.9,1.185,0.675,1.018,0.487,0.95,0.235,
146663,Kauan Lima,PAL,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.167,neutro,0.0,0.0,0.0,48.2,neutro,2.12,0.15,24.5,0.834,0.533,1.433,1.12,0.675,0.581,
151003,Eduardo,PAL,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.566,valor_bom,0.0,0.0,0.0,53.9,neutro,2.19,0.425,24.5,0.834,0.533,1.433,1.12,0.675,0.581,
150995,Sayago,FLA,Meia,6,2.0,0.0,0.0,0,0.0,False,False,SAN,-0.934,armadilha_leve,0.0,0.0,0.0,64.9,neutro,2.32,0.725,11.9,1.018,0.487,1.185,0.675,1.0,0.504,
141536,Yuri Alves,RBB,Meia,6,1.55,0.0,1.05,4,0.0,False,True,MIR,1.121,valor_bom,1.059,1.05,0.5,53.2,neutro,2.33,0.6,28.2,0.982,1.394,1.188,0.8,0.225,0.543,
147544,Gabriel Menegon,GRE,Goleiro,6,1.81,0.0,0.0,1,0.0,False,False,REM,2.607,valor_oculto,3.661,0.0,0.125,53.5,neutro,3.85,0.825,-23.8,1.12,1.032,0.875,1.191,0.25,0.299,
