atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
148126,Weimar Palacios,RBB,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,FLA,0.173,neutro,0.0,0.0,0.0,27.0,desfavoravel,1.94,0.0,-35.9,0.975,1.255,0.917,0.736,0.35,0.125,0.571
145703,Kaio Nóbrega,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,True,RBB,0.489,neutro,0.0,0.0,0.0,55.1,neutro,2.39,0.2,35.9,0.917,0.736,0.975,1.255,0.9,0.686,0.571
150995,Sayago,FLA,Meia,6,2.0,0.0,0.0,0,0.0,False,True,RBB,-0.873,armadilha_leve,0.0,0.0,0.0,55.1,neutro,2.39,0.2,35.9,0.917,0.736,0.975,1.255,0.9,0.686,0.571
141536,Yuri Alves,RBB,Meia,6,1.55,0.0,1.05,4,0.0,False,False,FLA,1.016,valor_bom,1.106,1.05,0.5,18.5,desfavoravel,1.98,0.1,-35.9,0.975,1.255,0.917,0.736,0.35,0.125,0.571
147736,Pepê Fermino,SAN,Meia,6,1.0,0.0,0.0,0,0.0,False,False,REM,0.489,neutro,0.0,0.0,0.0,65.7,neutro,2.56,0.75,0.2,1.333,0.533,0.871,1.08,0.925,0.381,0.492
141125,Robert,CAM,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,CHA,0.204,neutro,0.0,0.0,0.0,82.4,favoravel,2.82,0.85,54.0,1.189,0.671,1.486,0.9,0.675,0.689,
147544,Gabriel Menegon,GRE,Goleiro,6,1.81,0.0,0.0,1,0.0,False,True,PAL,2.636,valor_oculto,3.555,0.0,0.125,37.2,neutro,3.91,0.05,-0.4,1.08,1.137,1.034,1.286,0.15,0.23,0.497
145413,Rafael Coutinho,PAL,Meia,6,1.0,0.0,0.0,0,0.0,False,False,GRE,0.489,neutro,0.0,0.0,0.0,54.9,neutro,2.39,0.6,0.4,1.034,1.286,1.08,1.137,0.675,0.508,0.497
144255,João Alencar,SAN,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,REM,0.173,neutro,0.0,0.0,0.0,71.5,favoravel_visitante,2.65,0.775,0.2,1.333,0.533,0.871,1.08,0.925,0.381,0.492
107203,Max,CHA,Meia,5,4.39,0.0,1.85,2,0.0,False,False,CAM,-0.243,neutro,2.139,1.85,0.25,43.4,neutro,3.33,0.65,-54.0,1.486,0.9,1.189,0.671,0.45,0.108,
130279,Lukas Zuccarello,VAS,Meia,6,2.32,0.0,1.3,1,0.0,False,True,CFC,0.187,neutro,1.153,1.3,0.125,51.1,neutro,2.84,0.4,2.6,1.076,1.268,1.459,1.279,0.5,0.638,
51413,Walter,MIR,Goleiro,7,5.06,0.0,2.69,20,0.0,False,True,BOT,-0.19,neutro,2.833,2.44,1.0,52.8,neutro,3.23,0.275,11.7,1.045,0.9,0.79,1.13,0.525,0.466,0.553
144889,Victor Gabriel,PAL,Meia,6,1.0,0.0,0.0,0,0.0,False,False,GRE,0.489,neutro,0.0,0.0,0.0,54.9,neutro,2.39,0.6,0.4,1.034,1.286,1.08,1.137,0.675,0.508,0.497
151003,Eduardo,PAL,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,GRE,0.521,valor_bom,0.0,0.0,0.0,56.6,neutro,2.41,0.6,0.4,1.034,1.286,1.08,1.137,0.675,0.508,0.497
94214,Léo Duarte,CAM,Zagueiro,6,5.0,0.0,0.0,0,0.0,False,True,CHA,-3.42,armadilha_forte,0.0,0.0,0.0,82.7,neutro,2.83,0.85,54.0,1.189,0.671,1.486,0.9,0.675,0.689,
108946,Victor Sá,SAO,Atacante,6,5.51,-0.57,3.06,5,4.5,True,True,INT,-0.635,armadilha_leve,2.743,2.06,0.625,49.5,neutro,3.11,0.4,30.8,0.839,0.867,1.26,1.234,0.5,0.495,0.426
106907,Rafael Lacerda,CHA,Técnico,7,8.22,-0.35,5.14,8,3.67,True,False,CAM,0.61,valor_bom,5.088,5.14,1.0,43.9,neutro,3.71,0.65,-54.0,1.486,0.9,1.189,0.671,0.45,0.108,
37715,Thiago Silva,FLU,Zagueiro,7,6.83,0.0,3.1,3,0.0,False,False,COR,0.391,neutro,3.809,2.1,0.375,65.1,neutro,4.49,0.95,-12.1,1.317,1.389,0.771,1.676,0.6,0.257,0.389
151120,Jorge Rivaldo,CAP,Atacante,6,3.52,0.0,0.17,3,0.0,False,True,BAH,-1.64,armadilha_forte,0.831,0.17,0.375,58.4,neutro,2.55,0.4,15.4,1.449,2.09,1.671,1.309,0.45,0.443,0.5
102310,Matheus Felipe,REM,Zagueiro,3,3.85,-0.29,2.03,3,0.7,True,True,SAN,0.303,neutro,2.463,1.03,0.375,36.2,neutro,3.06,0.1,-0.2,0.871,1.08,1.333,0.533,0.05,0.329,0.492
105901,Edson Fernando,REM,Meia,6,1.76,0.0,-1.05,2,0.0,False,True,SAN,0.254,neutro,0.697,0.0,0.25,35.9,neutro,2.24,0.7,-0.2,0.871,1.08,1.333,0.533,0.05,0.329,0.492
