atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria
141991,Tico,REM,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.757,valor_bom,0.0,0.0,0.0,48.2,neutro,0.0,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
147788,Arthur Izaque,BOT,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,REM,0.757,valor_bom,0.0,0.0,0.0,75.8,favoravel,0.0,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
107093,Luciano Juba,BAH,Lateral,7,11.9,1.11,7.44,12,10.5,True,False,SAO,0.917,valor_bom,6.647,3.52,1.0,37.6,desfavoravel,5.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
148109,Filipe Lima,REM,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.757,valor_bom,0.0,0.0,0.0,48.2,neutro,0.0,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
108131,Garcez,CHA,Atacante,7,3.34,-0.14,1.2,5,0.9,True,True,RBB,0.072,neutro,1.703,1.2,0.625,30.2,neutro,0.64,0.3,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
101715,Alerrandro,INT,Atacante,7,6.52,0.78,2.64,12,5.5,True,True,FLU,0.205,neutro,3.503,1.56,1.0,49.7,neutro,3.48,0.525,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
148103,Rafael Soares,REM,Meia,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.8,valor_bom,0.0,0.0,0.0,48.1,neutro,0.0,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
141126,Pedro Cobra,CAM,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,CRU,0.666,valor_bom,0.0,0.0,0.0,33.5,desfavoravel,0.0,0.325,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
130438,Diego,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,FLU,0.666,valor_bom,0.0,0.0,0.0,36.9,neutro,0.0,0.1,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
82407,Chico Kim,MIR,Meia,6,4.0,0.0,0.0,0,0.0,False,True,COR,-2.192,armadilha_forte,0.0,0.0,0.0,34.2,neutro,0.0,0.05,-11.1,0.923,1.067,0.578,0.945,0.25,0.537
122413,Pablo Baianinho,VIT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.8,valor_bom,0.0,0.0,0.0,46.6,neutro,0.0,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
146410,Marquinhos,BOT,Meia,6,0.85,0.0,0.0,1,0.0,False,True,REM,2.15,valor_oculto,0.957,0.0,0.125,75.8,favoravel,0.18,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
147546,Roger,GRE,Meia,6,1.5,0.0,1.2,2,0.0,False,False,CAP,1.332,valor_bom,1.101,1.2,0.25,30.1,desfavoravel,0.17,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
127969,Matheus Reis,FLU,Atacante,5,1.0,0.0,0.0,0,0.0,False,False,INT,0.757,valor_bom,0.0,0.0,0.0,58.2,neutro,0.0,0.65,20.6,1.064,1.04,1.083,0.929,0.725,0.147
141165,Enzo Vagner,CFC,Atacante,6,1.04,0.0,0.5,1,0.0,False,False,VIT,1.416,valor_bom,0.689,0.5,0.125,35.4,desfavoravel,0.06,0.05,-19.8,1.04,1.0,0.8,0.988,0.475,0.312
148124,Vinicius,CHA,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,True,RBB,-0.581,armadilha_leve,0.0,0.0,0.0,46.0,neutro,0.0,0.8,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
148206,Nadson,SAN,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,PAL,0.757,valor_bom,0.0,0.0,0.0,34.0,desfavoravel,0.0,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
108162,Nardoni,GRE,Meia,2,6.66,-0.5,2.25,10,0.5,True,False,CAP,-0.033,neutro,3.102,1.75,1.0,30.1,desfavoravel,1.87,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
97911,Lucas Silva,VIT,Atacante,6,2.96,-0.67,-0.5,2,-1.0,True,True,CFC,-0.928,armadilha_leve,0.47,0.0,0.25,46.2,neutro,0.11,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
116065,Cuiabano,VAS,Lateral,7,11.94,-1.13,7.45,9,0.5,True,False,FLA,0.757,valor_bom,6.512,4.56,1.0,26.4,desfavoravel,3.44,0.025,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
143173,Leonel Pérez,GRE,Meia,2,3.39,-1.03,0.96,5,-1.9,True,False,CAP,-0.586,armadilha_leve,1.031,0.96,0.625,30.1,desfavoravel,0.39,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
131964,Jhoan Hernández,BOT,Lateral,6,3.69,0.0,0.0,1,0.0,False,True,REM,-0.739,armadilha_leve,1.536,0.0,0.125,71.6,neutro,0.27,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
148152,Ararat,CFC,Meia,6,4.0,0.0,0.0,0,0.0,False,False,VIT,-2.192,armadilha_forte,0.0,0.0,0.0,35.8,desfavoravel,0.0,0.05,-19.8,1.04,1.0,0.8,0.988,0.475,0.312
110144,Spinelli,VAS,Atacante,2,5.47,-0.34,2.27,8,1.3,True,False,FLA,-0.739,armadilha_leve,2.144,1.27,1.0,28.9,desfavoravel,1.24,0.1,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
93371,Rodrigo Rodrigues,CFC,Atacante,5,4.0,0.0,0.0,0,0.0,False,False,VIT,-2.164,armadilha_forte,0.0,0.0,0.0,35.4,desfavoravel,0.0,0.05,-19.8,1.04,1.0,0.8,0.988,0.475,0.312
99815,Arias,PAL,Meia,7,15.03,0.3,7.19,9,5.5,True,True,SAN,0.606,valor_bom,5.767,5.52,1.0,70.6,favoravel,8.14,0.9,83.3,0.678,0.52,1.156,0.99,0.9,0.613
124386,Kainã,CHA,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,RBB,0.666,valor_bom,0.0,0.0,0.0,46.2,neutro,0.0,0.8,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
148215,Djhordney,SAO,Meia,6,0.64,0.0,-1.6,1,0.0,False,True,BAH,2.34,valor_oculto,0.779,0.0,0.125,55.2,neutro,0.11,0.45,16.6,1.071,1.418,1.129,1.2,0.5,0.446
104666,Moisés,SAN,Atacante,6,5.47,0.04,3.25,9,1.2,True,False,PAL,-0.188,neutro,2.67,0.92,1.0,34.0,desfavoravel,1.82,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
146430,Justino,BOT,Zagueiro,6,2.74,0.0,1.34,3,0.0,False,True,REM,0.905,valor_bom,1.958,1.34,0.375,72.1,favoravel,1.06,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
141595,Gabriel Mec,GRE,Atacante,7,3.25,1.98,1.73,10,11.0,True,False,CAP,-0.307,neutro,1.278,0.93,1.0,30.1,desfavoravel,0.77,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
145563,João Ananias,SAN,Zagueiro,6,2.69,1.69,4.5,1,4.5,True,False,PAL,1.488,valor_bom,2.447,4.5,0.125,33.3,desfavoravel,0.2,0.1,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
130393,Luiz Gustavo,BAH,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,SAO,0.674,valor_bom,0.0,0.0,0.0,38.6,desfavoravel,0.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
131763,Yuri Leles,RBB,Meia,6,2.0,0.0,0.0,0,0.0,False,False,CHA,-0.524,armadilha_leve,0.0,0.0,0.0,74.9,neutro,0.0,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
97899,Matheus Bahia,INT,Lateral,2,5.48,-1.11,2.08,5,0.0,True,True,FLU,-0.508,armadilha_leve,2.897,0.88,0.625,35.9,neutro,1.3,0.1,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
126189,Tomás Pérez,CAM,Meia,7,3.59,-0.23,1.28,7,-0.8,True,False,CRU,-0.098,neutro,1.585,1.28,0.875,41.6,neutro,1.15,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
133671,Gustavo Reis,RBB,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,CHA,0.666,valor_bom,0.0,0.0,0.0,62.1,neutro,0.0,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
139200,Pedro Kauã,INT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,FLU,0.674,valor_bom,0.0,0.0,0.0,36.9,neutro,0.0,0.1,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
147545,Jefinho,GRE,Meia,6,1.46,0.0,1.5,1,0.0,False,False,CAP,1.41,valor_bom,1.123,1.5,0.125,30.1,desfavoravel,0.08,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
109987,Medina,BOT,Meia,2,8.99,2.95,4.25,6,17.0,True,True,REM,0.36,neutro,4.203,3.42,0.75,75.8,favoravel,4.78,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
104036,Labyad,COR,Meia,6,4.59,0.0,1.07,4,0.0,False,False,MIR,-0.734,armadilha_leve,1.591,1.07,0.5,55.0,neutro,0.88,0.85,11.1,0.578,0.945,0.923,1.067,0.525,0.279
105048,Jajá,REM,Atacante,7,5.69,-0.2,4.32,10,4.8,True,False,BOT,0.362,neutro,3.297,3.02,1.0,48.2,neutro,3.18,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
143465,Keven Samuel,FLU,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,INT,0.757,valor_bom,0.0,0.0,0.0,58.2,neutro,0.0,0.65,20.6,1.064,1.04,1.083,0.929,0.725,0.147
142275,Luiz Felipe,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.8,valor_bom,0.0,0.0,0.0,71.5,favoravel,0.0,0.725,70.0,1.1,1.2,0.722,0.821,0.9,0.625
92747,Eduardo Domínguez,CAM,Técnico,7,10.41,-0.15,5.24,9,2.96,True,False,CRU,-1.631,armadilha_forte,5.21,5.24,1.0,41.6,neutro,4.33,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
141400,Huguinho,BOT,Meia,6,3.0,0.0,0.0,0,0.0,False,True,REM,-1.463,armadilha_leve,0.0,0.0,0.0,75.8,neutro,0.0,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
93368,Lucas Veríssimo,SAN,Zagueiro,7,9.8,0.21,5.18,6,4.0,True,False,PAL,0.392,neutro,4.458,3.68,0.75,33.3,desfavoravel,2.23,0.1,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
101807,Oliva,SAN,Meia,7,7.49,0.44,4.2,7,4.0,True,False,PAL,0.867,valor_bom,4.182,3.49,0.875,34.3,desfavoravel,2.51,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
71898,Gabriel Pires,MIR,Meia,6,5.77,0.0,3.63,6,0.0,False,True,COR,1.326,valor_bom,3.937,2.8,0.75,34.2,neutro,2.02,0.05,-11.1,0.923,1.067,0.578,0.945,0.25,0.537
142261,Jeferson,GRE,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,CAP,0.757,valor_bom,0.0,0.0,0.0,30.1,desfavoravel,0.0,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
147875,Daniel Silva,FLA,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.674,valor_bom,0.0,0.0,0.0,61.2,favoravel,0.0,0.35,70.0,1.1,1.2,0.722,0.821,0.9,0.625
93834,Keiller,CFC,Goleiro,6,4.0,0.0,0.0,0,0.0,False,False,VIT,-1.843,armadilha_forte,0.0,0.0,0.0,53.2,neutro,0.0,0.725,-19.8,1.04,1.0,0.8,0.988,0.475,0.312
124424,Rodrigo Castillo,FLU,Atacante,2,8.79,-0.4,4.88,9,8.1,True,False,INT,0.766,valor_bom,4.841,1.66,1.0,58.2,neutro,5.63,0.65,20.6,1.064,1.04,1.083,0.929,0.725,0.147
41929,Renato Gaúcho,VAS,Técnico,7,9.84,-0.55,5.08,9,3.19,True,False,FLA,-1.196,armadilha_leve,5.125,5.08,1.0,29.5,desfavoravel,3.02,0.1,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
116137,João Moreira,SAO,Lateral,6,4.0,0.0,0.0,0,0.0,False,True,BAH,-2.675,armadilha_forte,0.0,0.0,0.0,46.0,neutro,0.0,0.35,16.6,1.071,1.418,1.129,1.2,0.5,0.446
81720,Lingard,COR,Atacante,6,3.95,-0.43,0.66,5,1.5,True,False,MIR,-0.566,armadilha_leve,1.495,0.66,0.625,54.1,neutro,1.01,0.85,11.1,0.578,0.945,0.923,1.067,0.525,0.279
100804,Tchamba,REM,Zagueiro,7,4.35,0.67,1.86,9,1.3,True,False,BOT,-0.021,neutro,2.122,1.53,1.0,25.8,desfavoravel,1.09,0.025,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
132553,Jemmes,FLU,Zagueiro,7,6.51,-0.15,3.3,11,1.2,True,False,INT,0.522,valor_bom,3.56,2.48,1.0,64.6,neutro,4.6,0.925,20.6,1.064,1.04,1.083,0.929,0.725,0.147
133690,Bruno Lopes,VAS,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,FLA,0.757,valor_bom,0.0,0.0,0.0,28.9,desfavoravel,0.0,0.1,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
147268,Anderson Pato,VIT,Atacante,6,3.12,0.0,1.38,4,0.0,False,True,CFC,-0.567,armadilha_leve,0.935,1.38,0.5,46.2,neutro,0.43,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
124219,Millán,FLU,Zagueiro,6,6.0,0.0,0.0,0,0.0,False,False,INT,-3.202,armadilha_forte,0.0,0.0,0.0,64.6,neutro,0.0,0.925,20.6,1.064,1.04,1.083,0.929,0.725,0.147
142260,Bernardo Zortea,GRE,Meia,6,1.11,0.0,0.5,2,0.0,False,False,CAP,1.726,valor_oculto,0.961,0.5,0.25,30.1,desfavoravel,0.14,0.3,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
79437,Roger Machado,SAO,Técnico,7,11.06,0.83,5.05,9,8.29,True,True,BAH,-0.728,armadilha_leve,5.706,5.05,1.0,54.7,neutro,6.24,0.45,16.6,1.071,1.418,1.129,1.2,0.5,0.446
88963,Leonardo Jardim,FLA,Técnico,7,14.44,0.63,7.76,9,11.48,True,True,VAS,0.658,valor_bom,7.141,7.76,1.0,70.4,favoravel,10.05,0.725,70.0,1.1,1.2,0.722,0.821,0.9,0.625
129661,Wendel,BAH,Meia,6,1.0,0.0,0.0,0,0.0,False,False,SAO,0.8,valor_bom,0.0,0.0,0.0,43.4,neutro,0.0,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
140726,David Martins,BAH,Meia,6,0.72,0.0,-0.15,2,0.0,False,False,SAO,2.244,valor_oculto,0.831,0.0,0.25,43.4,neutro,0.18,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
121823,Kauê,COR,Goleiro,6,6.41,3.64,9.2,2,13.6,True,False,MIR,1.865,valor_oculto,5.211,6.7,0.25,58.8,neutro,1.53,0.8,11.1,0.578,0.945,0.923,1.067,0.525,0.279
148125,Ryan Augusto,RBB,Lateral,6,3.78,0.0,3.7,5,0.0,False,False,CHA,0.229,neutro,2.486,3.1,0.625,61.0,neutro,1.9,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
145659,Nicolas,SAO,Lateral,6,2.79,0.0,5.0,1,0.0,False,True,BAH,0.703,valor_bom,2.091,2.0,0.125,46.0,neutro,0.24,0.35,16.6,1.071,1.418,1.129,1.2,0.5,0.446
84268,Georgemy,MIR,Goleiro,6,3.0,0.0,0.0,0,0.0,False,True,COR,-1.232,armadilha_leve,0.0,0.0,0.0,57.9,neutro,0.0,0.8,-11.1,0.923,1.067,0.578,0.945,0.25,0.537
115537,Marcos Victor,BAH,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,False,SAO,-1.471,armadilha_leve,0.0,0.0,0.0,38.6,desfavoravel,0.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
95131,Gabriel Taliari,REM,Atacante,6,10.88,0.0,7.3,6,0.0,False,False,BOT,1.227,valor_bom,5.87,3.3,0.75,48.2,neutro,4.24,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
141594,Pedro Gabriel,GRE,Lateral,7,5.54,0.71,4.54,5,6.8,True,False,CAP,0.494,neutro,3.843,2.74,0.625,31.9,desfavoravel,1.53,0.15,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
110605,Vinícius Balieiro,CHA,Meia,6,4.44,0.0,2.0,2,0.0,False,True,RBB,-0.313,neutro,1.882,2.0,0.25,30.4,neutro,0.29,0.3,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
141752,Caio Valle,BOT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,REM,0.8,valor_bom,0.0,0.0,0.0,75.8,favoravel,0.0,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
130232,Caio Roque,BOT,Lateral,6,5.72,0.0,4.0,3,0.0,False,True,REM,0.087,neutro,3.569,2.33,0.375,71.6,favoravel,1.92,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
141184,Walace Falcão,VAS,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,FLA,0.674,valor_bom,0.0,0.0,0.0,27.5,desfavoravel,0.0,0.025,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
142257,Luis Eduardo,GRE,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,False,CAP,-0.581,armadilha_leve,0.0,0.0,0.0,32.9,desfavoravel,0.0,0.15,-76.2,0.347,0.65,0.78,1.213,0.475,0.459
122922,Wanderson Aranha,PAL,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,SAN,0.666,valor_bom,0.0,0.0,0.0,58.7,neutro,0.0,0.25,83.3,0.678,0.52,1.156,0.99,0.9,0.613
107256,Zé Vitor,VIT,Meia,7,3.62,-0.44,1.74,5,0.2,True,True,CFC,0.137,neutro,1.809,1.74,0.625,46.6,neutro,1.05,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
107871,Wermeson,CHA,Meia,6,2.0,0.0,0.0,0,0.0,False,True,RBB,-0.524,armadilha_leve,0.0,0.0,0.0,30.4,neutro,0.0,0.3,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
143153,Tarzia,VIT,Atacante,6,1.88,-0.1,0.43,7,0.0,True,True,CFC,0.203,neutro,0.581,0.43,0.875,46.2,neutro,0.47,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
147192,Claudinho,CAP,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.906,valor_bom,0.0,0.0,0.0,72.7,favoravel,0.0,0.9,76.2,0.78,1.213,0.347,0.65,0.5,0.495
143252,Gean,VIT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.906,valor_bom,0.0,0.0,0.0,44.4,neutro,0.0,0.175,19.8,0.8,0.988,1.04,1.0,0.4,0.442
42411,Cuca,SAN,Técnico,7,10.03,-0.14,5.65,6,4.28,True,False,PAL,-0.575,armadilha_leve,5.38,5.65,0.75,34.6,desfavoravel,2.79,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
102877,Gabriel Poveda,REM,Atacante,7,3.22,-0.17,0.48,5,1.0,True,False,BOT,-0.97,armadilha_leve,0.623,0.48,0.625,48.2,neutro,0.38,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
123005,Sidney,BAH,Meia,6,1.0,0.0,0.0,0,0.0,False,False,SAO,0.8,valor_bom,0.0,0.0,0.0,43.4,neutro,0.0,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
147560,Caio Suassuna,BAH,Atacante,6,2.0,0.0,0.0,0,0.0,False,False,SAO,-0.535,armadilha_leve,0.0,0.0,0.0,42.8,neutro,0.0,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
149715,Rafael Gonzaga,SAN,Lateral,6,2.79,0.0,2.4,1,0.0,False,False,PAL,0.386,neutro,1.802,2.4,0.125,32.3,desfavoravel,0.15,0.1,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
103347,Matheus Alexandre,REM,Lateral,2,5.52,0.0,3.35,2,0.0,False,False,BOT,0.015,neutro,3.396,1.85,0.25,24.7,desfavoravel,0.42,0.025,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
101820,Mayk,REM,Lateral,7,6.29,-0.4,3.44,5,2.0,True,False,BOT,-0.395,neutro,3.42,2.84,0.625,24.7,desfavoravel,1.06,0.025,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
121811,Da Silva,CHA,Meia,6,3.0,0.0,0.0,0,0.0,False,True,RBB,-1.463,armadilha_leve,0.0,0.0,0.0,30.4,neutro,0.0,0.3,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
127273,Artur Jorge,CRU,Técnico,7,12.67,-0.38,7.21,5,7.21,True,True,CAM,1.012,valor_bom,6.739,7.21,0.625,63.7,favoravel,5.37,0.375,42.8,1.376,0.619,1.114,1.095,0.85,0.477
97905,Matheus Aurélio,CHA,Goleiro,6,2.0,0.0,0.0,0,0.0,False,True,RBB,-0.444,neutro,0.0,0.0,0.0,46.2,neutro,0.0,0.8,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
94034,Kevin Ramírez,CHA,Atacante,6,3.0,0.0,0.85,2,0.0,False,True,RBB,-0.677,armadilha_leve,0.74,0.85,0.25,30.2,neutro,0.11,0.3,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
130282,Anthony,BOT,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,REM,-1.471,armadilha_leve,0.0,0.0,0.0,72.1,neutro,0.0,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
130209,Renê,VIT,Atacante,7,7.65,2.11,4.6,5,12.5,True,True,CFC,1.036,valor_bom,4.722,3.0,0.625,46.2,neutro,2.73,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
124264,Kauan Jesus,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,FLU,0.666,valor_bom,0.0,0.0,0.0,36.9,neutro,0.0,0.1,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
141405,Avellar,VAS,Lateral,6,1.49,0.0,1.5,1,0.0,False,False,FLA,1.917,valor_oculto,1.702,1.5,0.125,26.4,desfavoravel,0.11,0.025,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
149994,Jhuan Nunes,RBB,Atacante,6,1.83,0.0,2.3,1,0.0,False,False,CHA,0.582,valor_bom,0.889,2.3,0.125,73.3,favoravel_visitante,0.16,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
123016,David Braga,REM,Meia,5,4.64,0.0,3.13,3,0.0,False,False,BOT,-0.065,neutro,2.201,3.13,0.375,48.1,neutro,0.79,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
148717,Tetê,SAO,Atacante,6,0.66,0.0,-0.53,3,0.0,False,True,BAH,1.743,valor_oculto,0.374,0.0,0.375,54.7,neutro,0.15,0.45,16.6,1.071,1.418,1.129,1.2,0.5,0.446
149993,Iago Machado,COR,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,MIR,0.674,valor_bom,0.0,0.0,0.0,58.5,neutro,0.0,0.8,11.1,0.578,0.945,0.923,1.067,0.525,0.279
149991,David,CFC,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,VIT,0.757,valor_bom,0.0,0.0,0.0,35.4,desfavoravel,0.0,0.05,-19.8,1.04,1.0,0.8,0.988,0.475,0.312
141795,Kauan Coutinho,VIT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.674,valor_bom,0.0,0.0,0.0,45.2,neutro,0.0,0.175,19.8,0.8,0.988,1.04,1.0,0.4,0.442
149990,Franclim Carvalho,BOT,Técnico,7,13.48,-0.42,6.56,3,6.04,True,True,REM,-0.694,armadilha_leve,6.476,6.56,0.375,74.6,neutro,3.62,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
147089,Cauã Soares,CAM,Atacante,6,1.59,0.0,1.7,1,0.0,False,False,CRU,0.795,valor_bom,0.823,1.7,0.125,41.1,neutro,0.08,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
130233,Iuri,BAH,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,SAO,0.666,valor_bom,0.0,0.0,0.0,38.6,desfavoravel,0.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
130309,Rodrigo Falcão,SAN,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,PAL,0.666,valor_bom,0.0,0.0,0.0,33.3,desfavoravel,0.0,0.1,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
109573,Martinelli,FLU,Meia,5,5.25,0.0,1.97,11,0.0,False,False,INT,-0.722,armadilha_leve,1.92,1.52,1.0,59.3,neutro,2.28,0.65,20.6,1.064,1.04,1.083,0.929,0.725,0.147
150757,Samuel Pierri,SAN,Meia,6,2.0,0.0,0.0,0,0.0,False,False,PAL,-0.524,armadilha_leve,0.0,0.0,0.0,34.3,desfavoravel,0.0,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
107771,Fábio Matias,CHA,Técnico,7,7.77,-0.21,3.19,3,3.48,True,True,RBB,-1.42,armadilha_leve,4.178,3.19,0.375,30.8,neutro,0.97,0.3,-5.6,0.436,1.252,1.56,0.867,0.075,0.277
143253,Wendell,VIT,Meia,6,2.0,0.0,0.0,0,0.0,False,True,CFC,-0.524,armadilha_leve,0.0,0.0,0.0,46.6,neutro,0.0,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
150197,Osorio,SAO,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.674,valor_bom,0.0,0.0,0.0,46.8,neutro,0.0,0.35,16.6,1.071,1.418,1.129,1.2,0.5,0.446
132750,João Pedro,SAN,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,PAL,0.666,valor_bom,0.0,0.0,0.0,33.3,desfavoravel,0.0,0.1,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
101254,Alef Manga,REM,Atacante,6,8.09,0.45,4.55,13,3.0,True,False,BOT,0.796,valor_bom,4.644,2.17,1.0,48.2,neutro,4.48,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
85465,Alex Santana,COR,Meia,6,4.0,0.0,0.0,0,0.0,False,False,MIR,-2.192,armadilha_forte,0.0,0.0,0.0,55.0,neutro,0.0,0.85,11.1,0.578,0.945,0.923,1.067,0.525,0.279
146701,Benjamin Arhin,INT,Meia,6,2.0,0.0,0.0,0,0.0,False,True,FLU,-0.524,armadilha_leve,0.0,0.0,0.0,50.2,neutro,0.0,0.525,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
130399,Igor Felisberto,SAO,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.906,valor_bom,0.0,0.0,0.0,46.0,neutro,0.0,0.35,16.6,1.071,1.418,1.129,1.2,0.5,0.446
