atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria
104502,Christian,CRU,Meia,7,8.92,-1.3,6.12,13,0.9,True,True,CAM,1.726,valor_oculto,5.376,3.81,1.0,64.5,favoravel,6.94,0.375,42.8,1.376,0.619,1.114,1.095,0.85,0.477
95550,Pedro Henrique,VIT,Atacante,6,3.0,0.0,0.0,0,0.0,False,True,CFC,-1.452,armadilha_leve,0.0,0.0,0.0,46.2,neutro,0.0,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
68685,Alan Patrick,INT,Meia,7,8.11,-1.22,4.94,11,2.5,True,True,FLU,1.133,valor_bom,4.615,3.58,1.0,50.2,neutro,4.63,0.525,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
143255,Kauan Vitor,VIT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.906,valor_bom,0.0,0.0,0.0,44.4,neutro,0.0,0.175,19.8,0.8,0.988,1.04,1.0,0.4,0.442
97810,Erick,VIT,Atacante,2,8.06,0.11,3.91,11,2.5,True,True,CFC,0.429,neutro,4.284,2.27,1.0,46.2,neutro,3.96,0.375,19.8,0.8,0.988,1.04,1.0,0.4,0.442
141873,Jacaré,COR,Lateral,6,2.0,0.0,0.0,0,0.0,False,False,MIR,-0.679,armadilha_leve,0.0,0.0,0.0,57.8,neutro,0.0,0.8,11.1,0.578,0.945,0.923,1.067,0.525,0.279
37457,Léo Condé,REM,Técnico,7,7.58,-0.04,4.19,9,3.28,True,False,BOT,-0.496,neutro,4.359,4.19,1.0,47.9,neutro,4.18,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
106593,Villalba,CRU,Zagueiro,6,6.84,0.0,2.31,8,0.0,False,True,CAM,-0.106,neutro,3.113,1.56,1.0,69.1,neutro,4.3,0.675,42.8,1.376,0.619,1.114,1.095,0.85,0.477
87008,Léo Jardim,VAS,Goleiro,7,6.39,0.67,2.13,13,4.2,True,False,FLA,-0.228,neutro,2.924,2.13,1.0,27.4,desfavoravel,1.6,0.025,-70.0,0.722,0.821,1.1,1.2,0.4,0.256
92171,Arthur Cabral,BOT,Atacante,7,8.99,-0.55,5.21,9,0.5,True,True,REM,0.884,valor_bom,5.016,1.99,1.0,75.8,favoravel,7.6,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
69012,Santos,CAP,Goleiro,7,7.79,-0.44,3.4,11,-0.7,True,True,GRE,0.049,neutro,3.743,2.04,1.0,73.8,favoravel,5.52,0.9,76.2,0.78,1.213,0.347,0.65,0.5,0.495
104758,Enzo Díaz,SAO,Lateral,2,9.03,0.0,4.49,9,0.0,False,True,BAH,0.032,neutro,4.945,3.6,1.0,46.0,neutro,4.55,0.35,16.6,1.071,1.418,1.129,1.2,0.5,0.446
105949,Rochet,INT,Goleiro,5,7.26,0.0,3.68,10,0.0,False,True,FLU,0.379,neutro,3.917,2.18,1.0,36.9,neutro,2.89,0.1,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
100898,Vitinho,BOT,Lateral,2,9.96,-0.97,5.61,11,3.0,True,True,REM,0.344,neutro,5.545,4.43,1.0,71.6,favoravel,7.94,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
103056,Gabriel Brazão,SAN,Goleiro,6,5.14,0.0,2.78,11,0.0,False,False,PAL,0.224,neutro,2.863,1.42,1.0,33.3,desfavoravel,1.91,0.1,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
101727,Matheuzinho,COR,Lateral,7,9.42,0.0,3.91,9,0.0,False,False,MIR,-0.454,neutro,4.638,2.91,1.0,57.8,neutro,5.36,0.8,11.1,0.578,0.945,0.923,1.067,0.525,0.279
37656,Fábio,FLU,Goleiro,7,9.33,-0.24,4.32,13,1.6,True,False,INT,0.1,neutro,4.28,3.17,1.0,65.1,neutro,5.57,0.925,20.6,1.064,1.04,1.083,0.929,0.725,0.147
96591,Renan Lodi,CAM,Lateral,7,9.77,0.0,4.65,12,0.0,False,False,CRU,-0.215,neutro,4.973,3.48,1.0,32.5,desfavoravel,3.23,0.325,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
68928,Rafael,SAO,Goleiro,7,8.67,0.61,4.14,13,6.3,True,True,BAH,0.178,neutro,4.168,2.6,1.0,47.0,neutro,3.92,0.35,16.6,1.071,1.418,1.129,1.2,0.5,0.446
63007,Neymar,SAN,Meia,7,19.84,0.0,8.82,6,0.0,False,False,PAL,0.2,neutro,6.161,5.49,0.75,34.3,desfavoravel,3.17,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
72294,Everson,CAM,Goleiro,7,9.1,-0.1,4.43,13,-0.1,True,False,CRU,0.224,neutro,4.348,2.89,1.0,33.5,desfavoravel,2.91,0.325,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
80196,Yago Pikachu,REM,Meia,7,5.39,0.48,1.96,12,4.2,True,False,BOT,0.262,neutro,2.843,1.54,1.0,48.1,neutro,2.73,0.95,-43.8,0.6,0.904,1.3,0.8,0.175,0.568
99274,Alexander Barboza,BOT,Zagueiro,7,10.18,-0.65,4.91,9,1.7,True,True,REM,0.267,neutro,4.442,2.8,1.0,72.1,favoravel,6.41,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
68996,Willian José,BAH,Atacante,7,9.29,1.17,2.98,11,8.2,True,False,SAO,-0.541,armadilha_leve,3.745,0.34,1.0,42.8,neutro,3.21,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
90768,Fabrício Bruno,CRU,Zagueiro,7,7.21,0.0,2.46,12,0.0,False,True,CAM,-0.326,neutro,3.043,1.71,1.0,69.1,neutro,4.21,0.675,42.8,1.376,0.619,1.114,1.095,0.85,0.477
85425,João Paulo,BAH,Goleiro,6,6.19,0.0,1.7,1,0.0,False,False,SAO,0.776,valor_bom,3.935,1.7,0.125,38.6,desfavoravel,0.38,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
42234,Cássio,CRU,Goleiro,5,6.89,0.0,1.32,5,0.0,False,True,CAM,-0.245,neutro,3.101,1.32,0.625,69.6,neutro,2.7,0.675,42.8,1.376,0.619,1.114,1.095,0.85,0.477
91101,Ronaldo,BAH,Goleiro,5,7.57,0.0,5.03,7,0.0,False,False,SAO,0.901,valor_bom,4.595,2.89,0.875,38.6,desfavoravel,3.1,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
61987,Alex Sandro,FLA,Lateral,7,10.06,0.48,4.4,9,7.3,True,True,VAS,-0.402,neutro,4.897,2.73,1.0,60.6,neutro,5.94,0.35,70.0,1.1,1.2,0.722,0.821,0.9,0.625
80313,Gilberto,BAH,Lateral,6,5.98,-0.47,2.28,5,1.2,True,False,SAO,-0.714,armadilha_leve,2.974,1.28,0.625,37.6,desfavoravel,1.4,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
113397,Cristian Olivera,BAH,Atacante,7,7.87,-0.5,5.0,12,1.3,True,False,SAO,1.162,valor_bom,4.919,3.92,1.0,42.8,neutro,4.21,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
109401,Erick Pulga,BAH,Atacante,7,8.08,0.84,3.62,12,7.2,True,False,SAO,0.22,neutro,4.091,3.2,1.0,42.8,neutro,3.5,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
98517,Jean Lucas,BAH,Meia,7,9.66,-1.44,5.74,12,2.2,True,False,SAO,1.187,valor_bom,5.111,4.07,1.0,43.4,neutro,4.44,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
98022,Erick,BAH,Meia,6,5.63,-0.08,3.09,10,1.5,True,False,SAO,0.973,valor_bom,3.569,2.59,1.0,43.4,neutro,3.1,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
123717,Zé Guilherme,BAH,Lateral,6,3.0,0.0,0.0,0,0.0,False,False,SAO,-1.803,armadilha_forte,0.0,0.0,0.0,37.6,desfavoravel,0.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
105436,Carrascal,FLA,Meia,3,9.54,0.0,4.19,9,0.0,False,True,VAS,0.157,neutro,4.179,3.08,1.0,71.5,favoravel,5.98,0.725,70.0,1.1,1.2,0.722,0.821,0.9,0.625
97868,Iago,BAH,Lateral,6,5.57,0.0,5.0,1,0.0,False,False,SAO,0.192,neutro,3.584,2.0,0.125,37.6,desfavoravel,0.34,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
106822,Rodrigo Nestor,BAH,Meia,6,4.2,0.0,0.77,6,0.0,False,False,SAO,-0.731,armadilha_leve,1.388,0.77,0.75,43.4,neutro,0.9,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
98484,Kanu,BAH,Zagueiro,6,4.67,0.0,3.4,1,0.0,False,False,SAO,0.245,neutro,2.525,0.4,0.125,38.6,desfavoravel,0.24,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
105373,Gabriel Xavier,BAH,Zagueiro,6,6.36,-0.74,3.7,6,-0.3,True,False,SAO,0.877,valor_bom,3.824,2.2,0.75,38.6,desfavoravel,2.21,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
91772,David Duarte,BAH,Zagueiro,7,5.91,0.0,3.63,6,0.0,False,False,SAO,1.039,valor_bom,3.794,2.13,0.75,38.6,desfavoravel,2.2,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
106323,Caio Alexandre,BAH,Meia,7,4.4,0.44,1.24,10,3.0,True,False,SAO,-0.712,armadilha_leve,1.512,1.24,1.0,43.4,neutro,1.31,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
101314,Ademir,BAH,Atacante,6,5.41,-0.23,1.73,12,-0.3,True,False,SAO,-1.023,armadilha_leve,1.845,1.73,1.0,42.8,neutro,1.58,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
136955,Sanabria,BAH,Atacante,6,6.25,0.0,3.08,6,0.0,False,False,SAO,0.907,valor_bom,4.062,0.91,0.75,42.8,neutro,2.61,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
104783,Acevedo,BAH,Meia,7,7.5,0.38,4.68,11,7.4,True,False,SAO,1.186,valor_bom,4.464,4.68,1.0,43.4,neutro,3.87,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
105990,Santiago Mingo,BAH,Zagueiro,7,4.47,0.07,2.02,12,1.2,True,False,SAO,-0.028,neutro,2.178,1.02,1.0,38.6,desfavoravel,1.68,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
111829,Kayky,INT,Atacante,6,3.98,0.0,1.52,5,0.0,False,True,FLU,-0.238,neutro,1.826,1.52,0.625,49.7,neutro,1.13,0.525,-20.6,1.083,0.929,1.064,1.04,0.45,0.419
107173,Michel Araújo,BAH,Meia,6,2.93,0.12,0.64,9,2.6,True,False,SAO,-0.438,neutro,0.845,0.64,1.0,43.4,neutro,0.73,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
129663,Ruan Pablo,BAH,Atacante,5,2.0,0.0,0.0,0,0.0,False,False,SAO,-0.535,armadilha_leve,0.0,0.0,0.0,42.8,neutro,0.0,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
122994,Victor Nascimento,BAH,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,SAO,0.666,valor_bom,0.0,0.0,0.0,38.6,desfavoravel,0.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
145379,Kauê Furquim,BAH,Atacante,6,2.0,0.0,0.0,0,0.0,False,False,SAO,-0.535,armadilha_leve,0.0,0.0,0.0,42.8,neutro,0.0,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
123360,Cauly,SAO,Meia,2,6.58,0.51,2.77,9,3.8,True,True,BAH,0.373,neutro,3.427,2.21,1.0,55.2,neutro,3.78,0.45,16.6,1.071,1.418,1.129,1.2,0.5,0.446
141419,Fredi Lippert,BAH,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,False,SAO,-0.581,armadilha_leve,0.0,0.0,0.0,38.6,desfavoravel,0.0,0.225,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
96353,Joaquín Correa,BOT,Atacante,6,6.44,-1.24,2.08,4,0.2,True,True,REM,0.646,valor_bom,3.892,0.83,0.5,75.8,favoravel,2.95,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
77485,Carrillo,COR,Meia,3,4.64,-0.52,1.43,9,0.5,True,False,MIR,-0.72,armadilha_leve,1.629,1.43,1.0,55.0,neutro,1.79,0.85,11.1,0.578,0.945,0.923,1.067,0.525,0.279
97341,Rogério Ceni,BAH,Técnico,7,10.82,-0.02,5.72,12,4.57,True,False,SAO,0.589,valor_bom,6.01,5.72,1.0,43.4,neutro,5.22,0.15,-16.6,1.129,1.2,1.071,1.418,0.45,0.291
68806,Neto,BOT,Goleiro,7,7.4,-0.89,3.1,5,0.6,True,True,REM,0.213,neutro,3.786,2.1,0.625,72.6,favoravel,3.44,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
72493,Alex Telles,BOT,Lateral,7,9.27,-1.09,4.35,10,-0.6,True,True,REM,-0.173,neutro,4.842,2.35,1.0,71.6,neutro,6.93,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
98280,Bastos,BOT,Zagueiro,6,4.55,0.0,1.0,4,0.0,False,True,REM,-0.332,neutro,1.944,1.0,0.5,72.1,neutro,1.4,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
124481,Mateo Ponte,BOT,Lateral,2,5.87,0.45,3.02,5,5.7,True,True,REM,-0.341,neutro,3.258,1.42,0.625,71.6,neutro,2.92,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
107231,Danilo,BOT,Meia,7,17.71,1.88,10.16,10,19.9,True,True,REM,2.081,valor_oculto,7.496,5.66,1.0,75.8,favoravel,11.36,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
111831,Matheus Martins,BOT,Atacante,7,8.1,-1.66,5.41,11,7.0,True,True,REM,1.324,valor_bom,5.152,2.5,1.0,75.8,favoravel,7.81,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
126013,Ythallo,BOT,Zagueiro,6,3.5,0.0,0.2,1,0.0,False,True,REM,0.345,neutro,1.969,0.2,0.125,72.1,favoravel,0.35,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
129930,Cristhian Loor,BOT,Goleiro,6,2.0,0.0,0.0,0,0.0,False,True,REM,-0.444,neutro,0.0,0.0,0.0,72.6,neutro,0.0,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
108274,David Ricardo,BOT,Zagueiro,6,7.0,0.0,0.0,0,0.0,False,True,REM,-3.615,armadilha_forte,0.0,0.0,0.0,72.1,neutro,0.0,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
105214,Santi Rodríguez,BOT,Meia,6,6.07,0.0,2.08,6,0.0,False,True,REM,0.424,neutro,3.273,2.08,0.75,75.8,favoravel,3.72,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
124757,Nathan Fernandes,BOT,Atacante,6,5.61,0.0,3.17,3,0.0,False,True,REM,-0.611,armadilha_leve,2.332,1.5,0.375,75.8,neutro,1.33,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
69140,Allan,BOT,Meia,2,4.85,0.15,2.2,9,2.7,True,True,REM,-0.373,neutro,2.036,2.2,1.0,75.8,neutro,3.09,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
104693,Newton,BOT,Meia,6,4.7,0.0,2.42,5,0.0,False,True,REM,-0.249,neutro,2.071,2.42,0.625,75.8,neutro,1.96,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
98672,Savarino,FLU,Meia,7,11.21,0.92,6.08,11,13.1,True,False,INT,0.932,valor_bom,5.275,3.81,1.0,59.3,neutro,6.26,0.65,20.6,1.064,1.04,1.083,0.929,0.725,0.147
104191,Raul,BOT,Goleiro,6,4.55,0.0,3.15,6,0.0,False,True,REM,0.673,valor_bom,3.051,3.15,0.75,72.6,favoravel,3.32,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
107183,Léo Linck,BOT,Goleiro,6,6.0,0.0,0.0,0,0.0,False,True,REM,-2.765,armadilha_forte,0.0,0.0,0.0,72.6,neutro,0.0,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
103179,Chris Ramos,BOT,Atacante,6,7.09,0.0,1.6,1,0.0,False,True,REM,0.956,valor_bom,4.442,1.6,0.125,75.8,favoravel,0.84,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
146375,Kadir,BOT,Atacante,6,4.58,0.12,1.58,4,2.5,True,True,REM,-0.554,armadilha_leve,1.871,1.58,0.5,75.8,neutro,1.42,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
91158,Kaio,BOT,Zagueiro,5,7.0,0.0,0.0,0,0.0,False,True,REM,-3.615,armadilha_forte,0.0,0.0,0.0,72.1,neutro,0.0,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
107170,Jeffinho,BOT,Atacante,6,5.0,0.0,0.0,0,0.0,False,True,REM,-2.745,armadilha_forte,0.0,0.0,0.0,75.8,neutro,0.0,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
95799,Artur,SAO,Atacante,7,9.21,0.24,5.03,9,6.9,True,True,BAH,0.715,valor_bom,4.921,3.59,1.0,54.7,neutro,5.38,0.45,16.6,1.071,1.418,1.129,1.2,0.5,0.446
142877,Villalba,BOT,Atacante,6,5.05,0.0,2.78,5,0.0,False,True,REM,-0.35,neutro,2.311,1.18,0.625,75.8,neutro,2.19,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
70360,Eduardo Sasha,RBB,Atacante,7,5.39,0.21,1.99,9,3.0,True,False,CHA,-0.847,armadilha_leve,2.003,1.99,1.0,73.3,neutro,2.94,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
87225,Pedro Henrique,RBB,Zagueiro,6,6.46,-0.39,3.24,9,1.6,True,False,CHA,0.54,valor_bom,3.558,2.24,1.0,61.7,neutro,4.39,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
143072,Gabriel Abdias,BOT,Lateral,5,3.0,0.0,0.0,0,0.0,False,True,REM,-1.803,armadilha_forte,0.0,0.0,0.0,71.6,neutro,0.0,0.675,43.8,1.3,0.8,0.6,0.904,0.75,0.604
142890,Montoro,BOT,Meia,7,8.14,-0.29,3.87,9,2.0,True,True,REM,0.429,neutro,4.01,2.2,1.0,75.8,favoravel,6.08,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
93882,Cleiton,RBB,Goleiro,6,6.19,0.0,2.56,7,0.0,False,False,CHA,0.323,neutro,3.442,1.13,0.875,62.1,neutro,3.74,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
78605,Gabriel,RBB,Meia,7,5.06,-0.69,2.86,11,1.5,True,False,CHA,-0.031,neutro,2.436,2.41,1.0,74.9,neutro,3.65,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
104588,Fabrício,RBB,Goleiro,5,2.0,0.0,0.0,0,0.0,False,False,CHA,-0.444,neutro,0.0,0.0,0.0,62.1,neutro,0.0,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
142484,Barrera,BOT,Meia,6,4.55,0.0,1.71,8,0.0,False,True,REM,-0.494,neutro,1.781,1.71,1.0,75.8,neutro,2.7,0.825,43.8,1.3,0.8,0.6,0.904,0.75,0.604
39850,Vagner Mancini,RBB,Técnico,7,8.23,-0.31,5.35,13,3.41,True,False,CHA,0.803,valor_bom,5.045,5.35,1.0,73.8,favoravel_visitante,7.45,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
94067,Matheus Fernandes,RBB,Meia,7,4.32,-0.86,2.54,11,-0.3,True,False,CHA,0.182,neutro,2.25,2.09,1.0,74.9,favoravel_visitante,3.37,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
94968,Juninho Capixaba,RBB,Lateral,3,12.94,-0.11,7.35,12,1.8,True,False,CHA,0.555,valor_bom,6.593,4.52,1.0,61.0,neutro,8.04,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
105213,Sant Anna,RBB,Lateral,6,9.23,0.0,9.0,3,0.0,False,False,CHA,1.577,valor_oculto,6.423,4.33,0.375,61.0,neutro,2.94,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
103295,Eric Ramires,RBB,Meia,6,2.75,0.0,0.45,6,0.0,False,False,CHA,-0.327,neutro,0.808,0.45,0.75,74.9,neutro,0.91,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
100695,Fernando,RBB,Atacante,6,2.51,0.0,0.6,3,0.0,False,False,CHA,-0.321,neutro,0.682,0.6,0.375,73.3,neutro,0.37,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
108133,Isidro Pitta,RBB,Atacante,7,5.45,-2.05,3.87,12,2.0,True,False,CHA,0.302,neutro,3.129,0.79,1.0,73.3,favoravel_visitante,4.59,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
106434,Eduardo Santos,RBB,Zagueiro,6,4.6,0.0,1.4,3,0.0,False,False,CHA,-0.143,neutro,2.139,1.4,0.375,61.7,neutro,0.99,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
100848,Luan Cândido,VIT,Lateral,7,5.65,-1.17,3.82,5,1.5,True,True,CFC,0.125,neutro,3.566,2.62,0.625,44.4,neutro,1.98,0.175,19.8,0.8,0.988,1.04,1.0,0.4,0.442
110715,Andrés Hurtado,RBB,Lateral,7,5.74,0.49,3.54,11,3.7,True,False,CHA,-0.018,neutro,3.484,2.18,1.0,61.0,neutro,4.25,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
107236,Vanderlan,RBB,Lateral,5,5.0,0.0,0.0,0,0.0,False,False,CHA,-3.387,armadilha_forte,0.0,0.0,0.0,61.0,neutro,0.0,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
111760,Fabinho,RBB,Meia,6,2.04,0.0,-0.08,5,0.0,False,False,CHA,0.155,neutro,0.631,0.0,0.625,74.9,favoravel_visitante,0.59,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
112886,Lucas Barbosa,RBB,Atacante,7,9.83,0.72,6.12,12,7.0,True,False,CHA,1.229,valor_bom,5.591,4.37,1.0,73.3,favoravel_visitante,8.2,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
122394,Gustavinho,RBB,Meia,6,6.0,-0.19,3.04,10,0.0,True,False,CHA,0.763,valor_bom,3.541,2.54,1.0,74.9,favoravel_visitante,5.3,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
113157,Nathan Mendes,VIT,Lateral,7,7.09,0.0,5.03,9,0.0,False,True,CFC,0.127,neutro,4.266,3.14,1.0,44.4,neutro,3.79,0.175,19.8,0.8,0.988,1.04,1.0,0.4,0.442
107744,Praxedes,RBB,Meia,6,4.0,0.0,0.0,0,0.0,False,False,CHA,-2.192,armadilha_forte,0.0,0.0,0.0,74.9,neutro,0.0,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
111246,Alix Vinicius,RBB,Zagueiro,7,4.91,0.0,2.43,10,0.0,False,False,CHA,0.005,neutro,2.424,1.23,1.0,61.7,neutro,2.99,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
110750,Gustavo Marques,RBB,Zagueiro,7,7.47,0.5,4.65,11,4.1,True,False,CHA,1.014,valor_bom,4.341,3.56,1.0,61.7,neutro,5.36,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
122755,Lucas Cunha,RBB,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,False,CHA,-1.471,armadilha_leve,0.0,0.0,0.0,61.7,neutro,0.0,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
124239,Henry Mosquera,RBB,Atacante,7,5.68,-0.59,3.98,11,2.2,True,False,CHA,0.217,neutro,3.154,3.07,1.0,73.3,favoravel_visitante,4.62,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
132274,Ignacio Sosa,RBB,Meia,6,3.75,0.0,1.42,10,2.5,True,False,CHA,-0.179,neutro,1.612,1.42,1.0,74.9,neutro,2.41,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
122897,Guzmán Rodríguez,RBB,Zagueiro,5,6.0,0.0,0.0,0,0.0,False,False,CHA,-3.202,armadilha_forte,0.0,0.0,0.0,61.7,neutro,0.0,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
140906,Davi Gomes,RBB,Atacante,5,5.19,0.0,4.25,2,0.0,False,False,CHA,-0.263,neutro,2.464,4.25,0.25,73.3,neutro,0.9,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
39656,Alan Franco,CAM,Meia,7,4.81,-0.08,2.24,12,0.0,True,False,CRU,-0.295,neutro,2.085,1.82,1.0,41.6,neutro,1.73,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
87999,Gustavo Scarpa,CAM,Meia,6,7.06,-0.46,3.09,10,4.1,True,False,CRU,0.335,neutro,3.569,2.09,1.0,41.6,neutro,2.97,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
78248,Gustavo Henrique,COR,Zagueiro,3,9.28,0.21,3.95,10,6.1,True,False,MIR,-0.034,neutro,3.935,2.75,1.0,58.5,neutro,4.6,0.8,11.1,0.578,0.945,0.923,1.067,0.525,0.279
88312,Junior Alonso,CAM,Zagueiro,6,6.04,0.0,3.32,6,0.0,False,False,CRU,0.834,valor_bom,3.661,2.82,0.75,33.5,desfavoravel,1.84,0.325,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
68920,Dudu,CAM,Atacante,6,6.58,-0.57,2.78,12,1.3,True,False,CRU,0.268,neutro,3.587,1.45,1.0,41.1,neutro,2.95,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
132580,Vinicinho,RBB,Atacante,6,4.27,-0.73,2.48,8,1.0,True,False,CHA,0.025,neutro,2.249,2.48,1.0,73.3,favoravel_visitante,3.3,1.0,5.6,1.56,0.867,0.436,1.252,0.5,
138021,Palacios,RBB,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,False,CHA,-1.471,armadilha_leve,0.0,0.0,0.0,61.7,neutro,0.0,0.625,5.6,1.56,0.867,0.436,1.252,0.5,
100842,Ruan,CAM,Zagueiro,7,5.3,0.23,3.05,12,2.0,True,False,CRU,0.22,neutro,2.796,2.05,1.0,33.5,desfavoravel,1.87,0.325,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
72460,Bernard,CAM,Meia,6,4.07,0.26,1.62,10,2.2,True,False,CRU,-0.265,neutro,1.723,1.12,1.0,41.6,neutro,1.43,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
91607,Rony,SAN,Atacante,6,5.64,-0.29,2.2,9,1.7,True,False,PAL,-0.854,armadilha_leve,2.114,2.2,1.0,34.0,desfavoravel,1.44,0.225,-83.3,1.156,0.99,0.678,0.52,0.45,0.269
98909,Cuello,CAM,Atacante,7,9.99,0.47,6.4,13,8.7,True,False,CRU,1.391,valor_bom,5.79,4.78,1.0,41.1,neutro,4.76,0.525,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
72605,Vitor Hugo,CAM,Zagueiro,6,6.83,-0.34,2.92,4,2.7,True,False,CRU,0.419,neutro,3.584,2.17,0.5,33.5,desfavoravel,1.2,0.325,-42.8,1.114,1.095,1.376,0.619,0.25,0.28
