atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
147544,Gabriel Menegon,GRE,Goleiro,6,1.81,0.0,0.0,1,0.0,False,True,VAS,2.524,valor_oculto,3.592,0.0,0.125,70.8,favoravel,3.73,0.75,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
150995,Sayago,FLA,Meia,6,2.0,0.0,0.0,0,0.0,False,True,COR,-1.001,armadilha_leve,0.0,0.0,0.0,60.4,neutro,1.36,0.225,36.1,1.224,0.743,0.963,1.348,0.85,0.651,
144898,Vitinho,CAP,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,CFC,0.439,neutro,0.0,0.0,0.0,40.4,neutro,1.01,0.825,-2.6,1.368,1.671,1.376,1.04,0.5,0.363,
150959,Davizinho,SAN,Lateral,7,2.01,0.0,1.62,4,0.0,False,True,CRU,0.94,valor_bom,1.767,0.87,0.5,49.4,neutro,2.2,0.35,1.5,1.081,0.658,1.505,0.984,0.8,0.362,0.485
148126,Weimar Palacios,RBB,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.189,neutro,0.0,0.0,0.0,50.2,neutro,1.18,0.375,-5.5,0.806,1.429,0.405,1.0,0.275,0.332,
131766,Filipinho,RBB,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.609,valor_bom,0.0,0.0,0.0,48.3,neutro,1.15,0.9,-5.5,0.806,1.429,0.405,1.0,0.275,0.332,
145703,Kaio Nóbrega,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,True,COR,0.56,valor_bom,0.0,0.0,0.0,60.4,favoravel,1.36,0.225,36.1,1.224,0.743,0.963,1.348,0.85,0.651,
130279,Lukas Zuccarello,VAS,Meia,6,2.32,0.0,1.3,1,0.0,False,False,GRE,0.078,neutro,1.078,1.3,0.125,33.0,desfavoravel,1.57,0.6,-52.8,0.741,1.125,0.926,1.061,0.3,0.303,
144255,João Alencar,SAN,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CRU,0.189,neutro,0.0,0.0,0.0,47.9,neutro,1.14,0.35,1.5,1.081,0.658,1.505,0.984,0.8,0.362,0.485
147877,Cauan Farias,VIT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,MIR,0.189,neutro,0.0,0.0,0.0,34.7,desfavoravel,0.92,0.7,-38.4,0.624,0.843,0.897,1.3,0.45,0.213,
51413,Walter,MIR,Goleiro,7,5.06,0.0,2.69,20,0.0,False,True,VIT,-0.056,neutro,2.905,2.44,1.0,67.4,neutro,3.52,0.9,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
141382,Gustavo Santana,SAO,Atacante,6,3.6,-0.97,3.6,4,1.3,True,False,PAL,-0.428,neutro,1.832,1.6,0.5,28.8,desfavoravel,1.93,0.15,-51.9,0.968,0.893,0.809,1.238,0.625,0.191,0.48
150952,Arthur Monteiro,CAP,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,CFC,0.439,neutro,0.0,0.0,0.0,40.4,neutro,1.01,0.825,-2.6,1.368,1.671,1.376,1.04,0.5,0.363,
141125,Robert,CAM,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,FLU,0.168,neutro,0.0,0.0,0.0,60.5,favoravel,1.36,0.25,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
141536,Yuri Alves,RBB,Meia,6,1.55,0.0,1.05,4,0.0,False,False,BOT,1.056,valor_bom,1.05,1.05,0.5,49.4,neutro,1.79,0.9,-5.5,0.806,1.429,0.405,1.0,0.275,0.332,
147736,Pepê Fermino,SAN,Meia,5,1.0,0.0,0.0,0,0.0,False,True,CRU,0.56,valor_bom,0.0,0.0,0.0,56.5,neutro,1.29,0.725,1.5,1.081,0.658,1.505,0.984,0.8,0.362,0.485
151003,Eduardo,PAL,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.609,valor_bom,0.0,0.0,0.0,47.5,neutro,1.14,0.325,51.9,0.809,1.238,0.968,0.893,0.525,0.548,0.48
146663,Kauan Lima,PAL,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.168,neutro,0.0,0.0,0.0,64.6,favoravel,1.43,0.8,51.9,0.809,1.238,0.968,0.893,0.525,0.548,0.48
107203,Max,CHA,Meia,5,4.39,0.0,1.85,2,0.0,False,True,INT,-0.308,neutro,2.163,1.85,0.25,56.4,neutro,2.91,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
114208,Alejo Véliz,BAH,Atacante,7,8.1,0.69,6.31,7,10.7,True,True,REM,1.617,valor_oculto,5.485,2.17,0.875,83.4,favoravel,5.23,0.95,30.7,1.43,1.137,1.04,1.088,0.875,0.645,
37715,Thiago Silva,FLU,Zagueiro,6,6.83,0.0,3.1,3,0.0,False,False,CAM,0.336,neutro,3.727,2.1,0.375,40.7,neutro,3.88,0.2,-33.4,1.3,1.137,1.094,0.833,0.825,0.284,
94214,Léo Duarte,CAM,Zagueiro,5,5.0,0.0,0.0,0,0.0,False,True,FLU,-3.379,armadilha_forte,0.0,0.0,0.0,60.5,neutro,1.36,0.25,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
145413,Rafael Coutinho,PAL,Meia,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.56,valor_bom,0.0,0.0,0.0,47.5,neutro,1.14,0.325,51.9,0.809,1.238,0.968,0.893,0.525,0.548,0.48
98617,Maripán,INT,Zagueiro,7,4.25,0.0,2.5,7,0.0,False,False,CHA,0.293,neutro,2.635,1.64,0.875,38.3,neutro,2.77,0.55,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
151120,Jorge Rivaldo,CAP,Atacante,6,3.52,0.0,0.17,3,0.0,False,False,CFC,-1.83,armadilha_forte,0.735,0.17,0.375,54.6,neutro,1.7,0.65,-2.6,1.368,1.671,1.376,1.04,0.5,0.363,
130307,Wallace,GRE,Zagueiro,7,4.82,-0.67,3.06,5,1.2,True,True,VAS,0.248,neutro,2.871,1.86,0.625,70.7,favoravel,3.97,0.75,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
108946,Victor Sá,SAO,Atacante,6,6.08,0.0,2.7,4,0.0,False,False,PAL,0.776,valor_bom,4.075,1.45,0.5,28.8,desfavoravel,3.27,0.15,-51.9,0.968,0.893,0.809,1.238,0.625,0.191,0.48
106907,Rafael Lacerda,CHA,Técnico,7,8.57,0.08,5.35,7,5.77,True,True,INT,0.05,neutro,5.111,5.35,0.875,55.7,neutro,3.25,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
97101,Gabriel Rojas,CRU,Lateral,2,5.91,-0.81,3.02,6,-0.5,True,False,SAN,-0.498,neutro,3.316,2.52,0.75,58.7,neutro,3.09,0.6,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
130443,Luciano,CHA,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,INT,0.189,neutro,0.0,0.0,0.0,60.3,neutro,1.36,0.55,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
103626,Ocampo,CFC,Atacante,5,4.51,0.0,1.1,3,0.0,False,True,CAP,-0.782,armadilha_leve,2.133,1.1,0.375,53.4,neutro,2.5,0.325,2.6,1.376,1.04,1.368,1.671,0.625,0.324,
101995,Brítez,VIT,Zagueiro,6,5.71,0.79,3.18,6,6.5,True,False,MIR,-0.134,neutro,2.936,2.18,0.75,34.7,desfavoravel,3.59,0.7,-38.4,0.624,0.843,0.897,1.3,0.45,0.213,
124369,Léo Aragão,CRU,Goleiro,6,2.0,0.0,0.0,0,0.0,False,False,SAN,-0.868,armadilha_leve,0.0,0.0,0.0,56.9,neutro,1.3,0.6,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
102310,Matheus Felipe,REM,Zagueiro,6,4.14,0.0,2.7,2,0.0,False,False,BAH,0.493,neutro,2.742,1.2,0.25,29.0,desfavoravel,2.52,0.45,-30.7,1.04,1.088,1.43,1.137,0.125,0.139,
99267,Pochettino,VIT,Meia,6,4.62,-0.78,2.2,7,-0.3,True,False,MIR,-0.388,neutro,2.222,2.2,0.875,47.2,neutro,2.35,0.95,-38.4,0.624,0.843,0.897,1.3,0.45,0.213,
106199,Gabriel Pec,CRU,Atacante,5,7.94,0.0,4.1,1,0.0,False,False,SAN,0.621,valor_bom,4.689,4.1,0.125,59.0,neutro,4.22,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
112985,Peralta,CRU,Meia,5,4.0,0.0,0.0,0,0.0,False,False,SAN,-2.967,armadilha_forte,0.0,0.0,0.0,60.4,neutro,1.36,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
123445,Dantas,CAP,Zagueiro,6,5.1,-1.28,2.92,4,-0.9,True,False,CFC,0.019,neutro,2.809,1.67,0.5,39.1,neutro,2.65,0.825,-2.6,1.368,1.671,1.376,1.04,0.5,0.363,
151294,Juan Ferreira,CHA,Meia,6,1.0,0.0,0.0,0,0.0,False,True,INT,0.56,valor_bom,0.0,0.0,0.0,56.4,neutro,1.29,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
120681,Marco Moreno,BAH,Zagueiro,6,4.0,0.0,0.0,0,0.0,False,True,REM,-2.787,armadilha_forte,0.0,0.0,0.0,69.9,neutro,1.52,0.55,30.7,1.43,1.137,1.04,1.088,0.875,0.645,
105901,Edson Fernando,REM,Meia,3,1.76,-0.86,-1.05,2,-1.8,True,False,BAH,0.179,neutro,0.63,0.0,0.25,33.7,desfavoravel,1.3,0.375,-30.7,1.04,1.088,1.43,1.137,0.125,0.139,
128177,Pedro Emanuel,VAS,Técnico,7,9.57,-0.73,5.01,6,3.27,True,False,GRE,-1.142,armadilha_leve,5.132,5.01,0.75,32.9,desfavoravel,3.84,0.6,-52.8,0.741,1.125,0.926,1.061,0.3,0.303,
141763,Fabiano Souza,VIT,Lateral,6,3.85,0.0,0.23,3,0.0,False,False,MIR,-1.393,armadilha_leve,1.402,0.23,0.375,35.9,desfavoravel,3.46,0.7,-38.4,0.624,0.843,0.897,1.3,0.45,0.213,
109114,Matheus Nascimento,GRE,Atacante,6,4.0,0.0,0.0,0,0.0,False,True,VAS,-3.243,armadilha_forte,0.0,0.0,0.0,63.4,neutro,1.41,0.9,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
99034,Elias,MIR,Lateral,6,3.41,0.0,1.8,1,0.0,False,True,VIT,-0.494,neutro,1.836,1.8,0.125,69.4,neutro,2.64,0.9,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
117061,Gabriel Knesowitsch,MIR,Zagueiro,7,1.46,-0.14,-0.28,5,0.0,True,True,VIT,0.614,valor_bom,0.893,0.0,0.625,67.4,favoravel,1.58,0.9,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
103967,Bruno Santos,MIR,Atacante,7,5.04,1.62,2.87,7,10.6,True,True,VIT,-0.427,neutro,2.684,1.73,0.875,65.9,neutro,2.26,1.0,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
122121,Túlio Eduardo,CHA,Atacante,7,6.02,-1.59,4.54,5,-1.9,True,True,INT,1.622,valor_oculto,4.677,1.34,0.625,55.0,neutro,3.84,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
103562,Guido Herrera,BAH,Goleiro,6,6.0,0.0,0.0,0,0.0,False,True,REM,-3.032,armadilha_forte,0.0,0.0,0.0,69.9,neutro,1.52,0.55,30.7,1.43,1.137,1.04,1.088,0.875,0.645,
101352,Bruno Matias,CHA,Meia,2,2.99,-1.3,2.19,7,-0.3,True,True,INT,0.058,neutro,1.582,2.19,0.875,56.4,neutro,2.13,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
113558,Bruninho,RBB,Meia,6,4.0,0.0,0.0,0,0.0,False,False,BOT,-2.967,armadilha_forte,0.0,0.0,0.0,49.4,neutro,1.17,0.9,-5.5,0.806,1.429,0.405,1.0,0.275,0.332,
98333,Gabriel Batista,BOT,Goleiro,7,5.41,2.55,4.43,3,11.5,True,True,RBB,1.018,valor_bom,4.261,2.76,0.375,45.7,neutro,3.63,0.55,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
91130,Fernandinho,MIR,Atacante,2,3.68,-0.41,2.1,6,-0.6,True,True,VIT,0.183,neutro,2.34,2.1,0.75,65.9,favoravel,2.67,1.0,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
118806,Buta,SAO,Lateral,5,5.94,0.0,4.0,1,0.0,False,False,PAL,-0.187,neutro,3.589,4.0,0.125,38.9,desfavoravel,3.22,0.125,-51.9,0.968,0.893,0.809,1.238,0.625,0.191,0.48
122321,Lorran,FLA,Meia,6,8.0,0.0,5.93,3,0.0,False,True,COR,0.997,valor_bom,4.568,4.26,0.375,60.4,favoravel,4.0,0.225,36.1,1.224,0.743,0.963,1.348,0.85,0.651,
151405,Victor Hugo,BOT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,RBB,0.56,valor_bom,0.0,0.0,0.0,29.3,neutro,0.82,0.225,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
91204,Warleson,BOT,Goleiro,6,6.12,0.0,5.67,3,0.0,False,True,RBB,1.053,valor_bom,4.599,4.0,0.375,45.7,neutro,3.83,0.55,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
151404,Lucas Emanuel,BOT,Atacante,6,1.45,0.0,1.4,1,0.0,False,True,RBB,1.098,valor_bom,0.998,1.4,0.125,29.0,neutro,1.45,0.225,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
126996,Paulinho,VAS,Lateral,6,4.0,0.0,0.0,0,0.0,False,False,GRE,-3.2,armadilha_forte,0.0,0.0,0.0,28.7,desfavoravel,0.81,0.125,-52.8,0.741,1.125,0.926,1.061,0.3,0.303,
146833,Cléber Lucas,BOT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,RBB,0.168,neutro,0.0,0.0,0.0,45.7,neutro,1.11,0.55,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
151406,Herick,BOT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,RBB,0.189,neutro,0.0,0.0,0.0,45.8,neutro,1.11,0.55,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
97450,Gustavo Mosquito,MIR,Atacante,2,5.87,1.72,3.2,5,10.2,True,True,VIT,-0.836,armadilha_leve,2.782,1.6,0.625,65.9,neutro,3.31,1.0,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
146624,Heittor,PAL,Atacante,6,1.15,0.0,0.53,3,0.0,False,True,SAO,1.426,valor_bom,0.834,0.53,0.375,47.5,neutro,1.65,0.325,51.9,0.809,1.238,0.968,0.893,0.525,0.548,0.48
91626,Paulinho,BOT,Lateral,5,4.4,0.0,-0.3,1,0.0,False,True,RBB,0.235,neutro,3.111,0.0,0.125,47.3,neutro,3.06,0.55,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
141339,Paulo Roberto,CFC,Atacante,6,5.18,-0.58,4.65,6,1.5,True,True,CAP,0.484,neutro,3.433,1.15,0.75,53.4,neutro,3.09,0.325,2.6,1.376,1.04,1.368,1.671,0.625,0.324,
131762,Isac,SAO,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,PAL,0.189,neutro,0.0,0.0,0.0,37.7,desfavoravel,0.97,0.125,-51.9,0.968,0.893,0.809,1.238,0.625,0.191,0.48
150842,Gabriel Vinicius,INT,Meia,6,1.0,0.0,0.0,0,0.0,False,False,CHA,0.56,valor_bom,0.0,0.0,0.0,55.1,neutro,1.27,1.0,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
107093,Luciano Juba,BAH,Lateral,7,11.86,1.46,7.1,22,11.2,True,True,REM,0.997,valor_bom,6.612,3.74,1.0,71.9,favoravel,5.47,0.55,30.7,1.43,1.137,1.04,1.088,0.875,0.645,
151436,Miguel Bilong,PAL,Atacante,6,2.0,0.0,0.0,0,0.0,False,True,SAO,-1.095,armadilha_leve,0.0,0.0,0.0,47.5,neutro,1.14,0.325,51.9,0.809,1.238,0.968,0.893,0.525,0.548,0.48
146964,Filipe Sirio,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,CHA,0.168,neutro,0.0,0.0,0.0,38.1,neutro,0.98,0.55,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
124483,Lucas Monzón,BOT,Zagueiro,6,4.19,0.64,2.1,3,4.7,True,True,RBB,0.256,neutro,2.575,1.1,0.375,45.8,neutro,2.64,0.55,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
150841,Fabricio Prado,INT,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,CHA,0.609,valor_bom,0.0,0.0,0.0,54.2,neutro,1.25,1.0,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
144424,Vitor Lamounier,CRU,Goleiro,6,2.0,0.0,0.0,0,0.0,False,False,SAN,-0.868,armadilha_leve,0.0,0.0,0.0,56.9,neutro,1.3,0.6,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
151440,Gutte,CAM,Meia,6,1.0,0.0,0.0,0,0.0,False,True,FLU,0.56,valor_bom,0.0,0.0,0.0,57.8,neutro,1.31,0.575,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
151412,Kássio,CHA,Atacante,6,1.49,0.0,1.5,1,0.0,False,True,INT,1.045,valor_bom,1.009,1.5,0.125,55.0,neutro,1.89,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
106950,Fernando,CHA,Lateral,6,4.35,-0.36,2.85,6,-0.2,True,True,INT,0.43,neutro,3.243,2.35,0.75,62.1,neutro,3.71,0.55,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
147468,Wellington,CHA,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,INT,0.168,neutro,0.0,0.0,0.0,60.3,neutro,1.36,0.55,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
144976,Domingos Andrade,BOT,Meia,6,5.04,0.0,1.5,1,0.0,False,True,RBB,-0.752,armadilha_leve,2.159,1.5,0.125,29.3,neutro,2.18,0.225,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
109461,Calebe,INT,Meia,6,4.65,0.0,0.83,3,0.0,False,False,CHA,-0.908,armadilha_leve,1.856,0.83,0.375,55.1,neutro,2.27,1.0,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
109097,Jovane Cabral,GRE,Atacante,5,7.61,0.0,3.47,3,0.0,False,True,VAS,0.404,neutro,4.41,1.8,0.375,63.4,favoravel,4.22,0.9,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
122670,Diego Caito,GRE,Lateral,7,5.84,-0.23,4.04,5,2.8,True,True,VAS,0.041,neutro,3.731,2.84,0.625,72.8,favoravel,4.12,0.75,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
117314,Thiago Borbas,CAM,Atacante,5,5.75,0.0,4.3,3,0.0,False,True,FLU,-0.461,neutro,3.006,1.63,0.375,56.8,neutro,3.05,0.575,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
95541,Gustavo Cazonatti,MIR,Meia,6,3.42,-0.5,2.33,6,0.0,True,True,VIT,0.614,valor_bom,2.279,2.33,0.75,66.3,favoravel,2.3,1.0,38.4,0.897,1.3,0.624,0.843,0.475,0.532,
114801,Danilo Pereira,BOT,Atacante,7,5.78,0.23,3.58,5,4.0,True,True,RBB,-0.585,armadilha_leve,2.928,2.58,0.625,29.0,neutro,2.57,0.225,5.5,0.405,1.0,0.806,1.429,0.2,0.383,
141160,Zé Lucas,CRU,Meia,6,5.23,-1.46,2.62,5,0.0,True,False,SAN,-0.56,armadilha_leve,2.387,2.62,0.625,60.4,neutro,2.67,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
147878,Alejandro,VIT,Meia,6,2.0,0.0,0.0,0,0.0,False,False,MIR,-1.001,armadilha_leve,0.0,0.0,0.0,47.2,neutro,1.13,0.95,-38.4,0.624,0.843,0.897,1.3,0.45,0.213,
151292,Felipe Morais,CRU,Meia,6,4.28,0.0,4.7,3,0.0,False,False,SAN,0.792,valor_bom,2.912,3.03,0.375,60.4,neutro,3.05,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
127871,Vargas,CAP,Atacante,6,7.22,-1.17,3.86,5,-0.3,True,False,CFC,0.607,valor_bom,4.416,1.26,0.625,54.6,neutro,3.69,0.65,-2.6,1.368,1.671,1.376,1.04,0.5,0.363,
114323,Colidio,VAS,Atacante,7,8.76,-1.03,5.93,4,2.5,True,False,GRE,0.875,valor_bom,5.152,3.93,0.5,32.5,desfavoravel,3.95,0.6,-52.8,0.741,1.125,0.926,1.061,0.3,0.303,
142764,Franco Rossi,CHA,Atacante,6,3.91,0.0,2.4,4,0.0,False,True,INT,0.171,neutro,2.481,2.4,0.5,55.0,neutro,2.68,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
141344,Vitor Tissi,CFC,Meia,6,1.26,-0.19,0.9,6,0.5,True,True,CAP,1.433,valor_bom,0.986,0.9,0.75,54.8,neutro,1.82,0.325,2.6,1.376,1.04,1.368,1.671,0.625,0.324,
106313,Domingos Duarte,SAO,Zagueiro,7,8.38,1.06,6.12,4,9.7,True,False,PAL,0.922,valor_bom,4.681,5.37,0.5,37.7,desfavoravel,3.73,0.125,-51.9,0.968,0.893,0.809,1.238,0.625,0.191,0.48
100596,Krovinovic,GRE,Meia,7,4.67,-0.41,1.98,4,0.8,True,True,VAS,-0.515,armadilha_leve,2.154,1.98,0.5,64.7,neutro,2.64,0.9,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
117909,Wesley,CRU,Atacante,7,7.7,-0.76,2.68,4,0.5,True,False,SAN,-0.098,neutro,4.069,0.68,0.5,59.0,neutro,3.62,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
73476,Marcão,FLU,Técnico,7,12.95,0.62,7.87,4,9.7,True,False,CAM,0.453,neutro,7.0,7.87,0.5,51.3,neutro,4.69,0.7,-33.4,1.3,1.137,1.094,0.833,0.825,0.284,
130121,João Costa,CRU,Atacante,6,3.28,-0.86,1.08,5,-0.3,True,False,SAN,-1.247,armadilha_leve,0.998,1.08,0.625,59.0,neutro,1.9,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
147201,João Kempes,INT,Meia,6,2.0,0.0,0.0,0,0.0,False,False,CHA,-1.001,armadilha_leve,0.0,0.0,0.0,55.1,neutro,1.27,1.0,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
86864,Marlon,REM,Lateral,7,6.24,0.16,4.25,4,5.2,True,False,BAH,-0.132,neutro,3.775,4.25,0.5,30.1,desfavoravel,4.45,0.45,-30.7,1.04,1.088,1.43,1.137,0.125,0.139,
130444,Rodrigo,CHA,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,INT,0.609,valor_bom,0.0,0.0,0.0,55.0,neutro,1.26,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
151492,Marquinhos,RBB,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.439,neutro,0.0,0.0,0.0,51.7,neutro,1.21,0.375,-5.5,0.806,1.429,0.405,1.0,0.275,0.332,
86777,Danilo Barbosa,GRE,Meia,6,4.61,-0.1,0.73,3,2.0,True,True,VAS,-0.917,armadilha_leve,1.829,0.73,0.375,64.7,neutro,2.49,0.9,52.8,0.926,1.061,0.741,1.125,0.35,0.404,
123795,Lucho Rodríguez,CRU,Atacante,6,7.16,-0.88,2.8,3,0.0,True,False,SAN,0.385,neutro,4.228,1.13,0.375,59.0,neutro,3.79,0.775,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
87747,Yago Felipe,CHA,Meia,7,8.98,-0.57,6.87,4,3.1,True,True,INT,1.181,valor_bom,4.995,5.62,0.5,56.4,neutro,4.11,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
104649,Heitor,CHA,Lateral,2,8.3,1.1,7.05,4,9.2,True,True,INT,1.384,valor_bom,5.863,5.05,0.5,62.1,neutro,4.65,0.55,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
102255,Santiago Sosa,VAS,Meia,7,8.81,0.29,4.93,4,6.9,True,False,GRE,0.365,neutro,4.348,4.93,0.5,33.0,desfavoravel,3.48,0.6,-52.8,0.741,1.125,0.926,1.061,0.3,0.303,
77510,Fred,CAM,Meia,7,7.61,-0.33,1.05,2,2.2,True,True,FLU,-0.35,neutro,3.455,1.05,0.25,57.8,neutro,3.38,0.575,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
124961,Castaño,CAM,Meia,7,5.24,-0.43,0.77,3,1.5,True,True,FLU,-1.312,armadilha_leve,1.84,0.77,0.375,57.8,neutro,2.39,0.575,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
106843,Borrero,CHA,Meia,6,4.04,0.0,1.5,2,0.0,False,True,INT,-0.145,neutro,2.093,1.5,0.25,56.4,neutro,2.55,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
140908,Bruno Bertinato,PAL,Goleiro,6,3.0,0.0,0.0,0,0.0,False,True,SAO,-1.603,armadilha_forte,0.0,0.0,0.0,64.6,neutro,1.43,0.8,51.9,0.809,1.238,0.968,0.893,0.525,0.548,0.48
151632,Lemos,CAM,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,FLU,0.189,neutro,0.0,0.0,0.0,60.5,favoravel,1.36,0.25,33.4,1.094,0.833,1.3,1.137,0.55,0.413,
151289,Kelvin,CRU,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,SAN,0.189,neutro,0.0,0.0,0.0,56.9,neutro,1.3,0.6,-1.5,1.505,0.984,1.081,0.658,0.75,0.346,0.485
101237,Eliasson,INT,Atacante,6,3.48,-0.53,0.17,3,0.0,True,False,CHA,-1.792,armadilha_forte,0.735,0.17,0.375,54.2,neutro,1.7,1.0,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
146814,Josmar,FLA,Atacante,6,2.0,0.0,0.0,0,0.0,False,True,COR,-1.095,armadilha_leve,0.0,0.0,0.0,60.8,neutro,1.36,0.225,36.1,1.224,0.743,0.963,1.348,0.85,0.651,
85035,Sanabria,INT,Atacante,7,4.49,-0.7,-0.3,2,-0.3,True,False,CHA,-1.003,armadilha_leve,1.957,0.0,0.25,54.2,neutro,2.43,1.0,0.0,0.929,1.071,1.481,0.9,0.225,0.416,0.481
107300,Alex Bruno,VIT,Atacante,6,4.03,0.0,1.3,1,0.0,False,False,MIR,-0.06,neutro,2.385,1.3,0.125,46.1,neutro,2.59,0.95,-38.4,0.624,0.843,0.897,1.3,0.45,0.213,
145781,Bruno André,VAS,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,GRE,0.189,neutro,0.0,0.0,0.0,27.7,desfavoravel,0.8,0.125,-52.8,0.741,1.125,0.926,1.061,0.3,0.303,
151600,Miguel Carvalho,CHA,Meia,6,4.92,0.21,3.0,2,2.9,True,True,INT,-0.356,neutro,2.393,3.0,0.25,56.4,neutro,2.73,0.575,0.0,1.481,0.9,0.929,1.071,0.575,0.303,0.481
