atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100
95362,Cassierra,CAM,Atacante,6,5.23,-0.26,0.53,7,-0.3,True,False,SAN,-1.217,armadilha_leve,1.407,0.53,0.875,48.9
122554,Freitas,REM,Meia,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.863,valor_bom,0.0,0.0,0.0,57.2
105842,Edu,VIT,Zagueiro,5,4.13,0.0,1.5,1,0.0,False,True,SAO,-0.246,neutro,1.727,1.5,0.125,54.7
86859,José Welison,REM,Meia,6,3.29,0.0,1.05,7,0.0,False,True,VAS,-0.52,armadilha_leve,0.92,1.05,0.875,57.2
123689,Milans,COR,Lateral,6,8.25,0.0,5.55,2,0.0,False,True,PAL,1.008,valor_bom,5.681,4.05,0.25,26.0
89918,Everton Galdino,MIR,Atacante,6,2.85,0.0,0.63,4,0.0,False,True,BAH,-0.438,neutro,0.844,0.63,0.5,24.1
113125,Picco,REM,Meia,7,7.15,-0.81,4.42,9,3.3,True,True,VAS,1.177,valor_bom,4.35,3.86,1.0,57.2
97906,Riccieli,VIT,Zagueiro,6,4.85,0.0,3.5,2,0.0,False,True,SAO,0.387,neutro,2.699,2.0,0.25,54.7
68952,Marinho,VIT,Atacante,5,5.91,0.0,1.8,2,0.0,False,True,SAO,-0.832,armadilha_leve,2.099,1.8,0.25,36.1
140496,Tiaguinho,GRE,Meia,6,1.0,0.0,0.0,0,0.0,False,False,INT,0.863,valor_bom,0.0,0.0,0.0,45.3
110598,Marino Hinestroza,VAS,Atacante,6,6.52,-0.57,2.37,6,2.5,True,False,REM,0.522,valor_bom,3.737,2.37,0.75,65.8
107859,Fintelman,VIT,Goleiro,6,2.0,0.0,0.0,0,0.0,False,True,SAO,-0.388,neutro,0.0,0.0,0.0,54.9
146623,Luis Pacheco,PAL,Meia,6,2.54,0.0,0.0,1,0.0,False,False,COR,-0.142,neutro,0.716,0.0,0.125,65.4
87552,Vitor Bueno,REM,Meia,5,10.04,0.0,5.37,7,0.0,False,True,VAS,0.7,valor_bom,4.784,3.23,0.875,57.2
90370,Matheus Pereira,COR,Meia,6,3.76,-0.47,1.07,6,-0.3,True,True,PAL,-0.209,neutro,1.509,1.07,0.75,30.5
99789,Brenner,VAS,Atacante,5,7.6,0.0,3.4,6,0.0,False,False,REM,0.581,valor_bom,4.178,2.07,0.75,65.8
130906,Riquelme,CAP,Meia,6,0.71,0.0,-0.3,1,0.0,False,True,CHA,2.086,valor_oculto,0.683,0.0,0.125,68.5
145436,Belé,PAL,Atacante,6,3.0,0.0,0.0,0,0.0,False,False,COR,-1.361,armadilha_leve,0.0,0.0,0.0,65.0
107093,Luciano Juba,BAH,Lateral,7,10.13,-2.49,7.12,9,-0.4,True,False,MIR,1.09,valor_bom,6.458,3.23,1.0,71.6
147088,Cissé,CAM,Meia,6,1.42,-0.3,1.1,3,0.0,True,False,SAN,1.224,valor_bom,0.886,1.1,0.375,48.9
141628,Pablo Lúcio,FLA,Meia,6,2.0,0.0,0.0,0,0.0,False,False,FLU,-0.398,neutro,0.0,0.0,0.0,40.2
107075,Yuri Sena,VIT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.705,valor_bom,0.0,0.0,0.0,54.9
145404,Arthur,PAL,Lateral,7,3.11,1.08,2.62,6,5.6,True,False,COR,0.551,valor_bom,2.182,2.12,0.75,73.9
101729,Fabinho,CFC,Atacante,6,1.51,-0.13,-0.03,6,0.0,True,False,BOT,0.436,neutro,0.531,0.0,0.75,60.5
130608,Riquelme Fillipi,PAL,Atacante,6,0.71,0.0,-0.3,1,0.0,False,False,COR,1.764,valor_oculto,0.812,0.0,0.125,65.0
141551,Índio,CAM,Meia,6,1.0,0.0,0.0,0,0.0,False,False,SAN,0.863,valor_bom,0.0,0.0,0.0,48.9
104134,Fabri,VIT,Atacante,6,5.57,0.0,3.32,5,0.0,False,True,SAO,-0.193,neutro,2.615,2.32,0.625,36.1
142638,João Victor,INT,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.546,valor_bom,0.0,0.0,0.0,73.4
147202,João Bezerra,INT,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.546,valor_bom,0.0,0.0,0.0,73.4
147883,João Vitor,VAS,Atacante,6,1.18,0.0,0.67,3,0.0,False,False,REM,1.156,valor_bom,0.874,0.67,0.375,65.8
141406,Andrey Fernandes,VAS,Atacante,6,1.41,0.0,1.7,1,0.0,False,False,REM,1.035,valor_bom,1.034,1.7,0.125,65.8
118844,Kaio César,COR,Atacante,6,10.83,0.0,9.3,1,0.0,False,True,PAL,0.757,valor_bom,5.266,4.3,0.125,30.9
124270,Allex,INT,Meia,6,1.77,0.0,2.3,1,0.0,False,True,GRE,0.896,valor_bom,0.971,2.3,0.125,72.9
147788,Arthur Izaque,BOT,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.546,valor_bom,0.0,0.0,0.0,50.8
130698,Kadu,BOT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CFC,1.094,valor_bom,0.0,0.0,0.0,41.4
146632,Alisson,INT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,GRE,1.094,valor_bom,0.0,0.0,0.0,67.0
129666,JP,VAS,Meia,6,1.25,0.0,0.9,1,0.0,False,False,REM,1.376,valor_bom,0.816,0.9,0.125,66.3
94930,Lucas Paquetá,FLA,Meia,7,15.31,1.22,6.37,7,8.2,True,False,FLU,-0.012,neutro,5.25,4.94,0.875,40.2
141615,Pedro Ferreira,SAO,Meia,6,1.04,0.0,0.5,1,0.0,False,False,VIT,1.632,valor_oculto,0.771,0.5,0.125,32.8
145036,Fernando Pradella,SAN,Atacante,6,0.82,0.0,0.0,1,0.0,False,True,CAM,1.624,valor_oculto,0.845,0.0,0.125,43.7
147782,Arthur Novaes,BOT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.863,valor_bom,0.0,0.0,0.0,50.0
142086,Kauan Toledo,BOT,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.546,valor_bom,0.0,0.0,0.0,50.8
95550,Pedro Henrique,VIT,Atacante,6,3.0,0.0,0.0,0,0.0,False,True,SAO,-1.361,armadilha_leve,0.0,0.0,0.0,36.1
101715,Alerrandro,INT,Atacante,6,6.02,-1.28,2.69,9,0.2,True,True,GRE,-0.538,armadilha_leve,2.447,1.8,1.0,73.4
90608,Chico da Costa,CRU,Atacante,6,4.47,-0.25,1.76,5,0.8,True,True,RBB,-0.27,neutro,2.015,0.76,0.625,45.0
108131,Garcez,CHA,Atacante,5,4.29,0.0,2.4,2,0.0,False,False,CAP,0.02,neutro,2.219,2.4,0.25,23.4
141126,Pedro Cobra,CAM,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,SAN,0.705,valor_bom,0.0,0.0,0.0,52.7
148103,Rafael Soares,REM,Meia,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.863,valor_bom,0.0,0.0,0.0,57.2
123738,Herrera,RBB,Atacante,3,4.89,-0.36,2.8,8,0.7,True,False,CRU,-0.016,neutro,2.487,1.8,1.0,59.7
82407,Chico Kim,MIR,Meia,6,4.0,0.0,0.0,0,0.0,False,True,BAH,-1.988,armadilha_forte,0.0,0.0,0.0,23.3
141991,Tico,REM,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.546,valor_bom,0.0,0.0,0.0,57.0
112939,Catarozzi,REM,Meia,6,5.41,0.0,0.9,1,0.0,False,True,VAS,-0.894,armadilha_leve,1.733,0.9,0.125,57.2
122413,Pablo Baianinho,VIT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.863,valor_bom,0.0,0.0,0.0,35.6
148109,Filipe Lima,REM,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.546,valor_bom,0.0,0.0,0.0,57.0
97911,Lucas Silva,VIT,Atacante,6,3.63,0.0,0.0,1,0.0,False,True,SAO,0.109,neutro,1.933,0.0,0.125,36.1
148152,Ararat,CFC,Meia,6,4.0,0.0,0.0,0,0.0,False,False,BOT,-1.988,armadilha_forte,0.0,0.0,0.0,60.8
143463,Wesley Natã,FLU,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,FLA,0.546,valor_bom,0.0,0.0,0.0,61.5
116065,Cuiabano,VAS,Lateral,7,12.92,-1.4,9.15,6,3.2,True,False,REM,0.974,valor_bom,7.187,4.82,0.75,45.1
148124,Vinicius,CHA,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,False,CAP,-0.403,neutro,0.0,0.0,0.0,26.7
148215,Djhordney,SAO,Meia,6,0.64,0.0,-1.6,1,0.0,False,False,VIT,2.06,valor_oculto,0.538,0.0,0.125,32.8
147546,Roger,GRE,Meia,6,1.5,0.0,1.2,2,0.0,False,False,INT,1.121,valor_bom,0.884,1.2,0.25,45.3
99815,Arias,PAL,Meia,3,15.99,0.4,8.29,7,7.2,True,False,COR,0.826,valor_bom,6.146,6.15,0.875,65.4
110144,Spinelli,VAS,Atacante,6,5.93,-1.43,2.82,5,1.0,True,False,REM,-0.526,armadilha_leve,2.423,1.22,0.625,65.8
143173,Leonel Pérez,GRE,Meia,6,4.78,0.0,1.93,3,0.0,False,False,INT,-0.432,neutro,1.863,1.93,0.375,45.3
146410,Marquinhos,BOT,Meia,6,0.85,0.0,0.0,1,0.0,False,True,CFC,1.877,valor_oculto,0.716,0.0,0.125,50.0
146430,Justino,BOT,Zagueiro,6,2.74,-0.09,1.34,3,-1.0,False,True,CFC,0.671,valor_bom,1.642,1.34,0.375,41.1
108162,Nardoni,GRE,Meia,6,7.4,-0.2,2.63,7,2.2,True,False,INT,0.173,neutro,3.505,1.92,0.875,45.3
141165,Enzo Vagner,CFC,Atacante,6,1.04,0.0,0.5,1,0.0,False,False,BOT,1.365,valor_bom,0.901,0.5,0.125,60.5
131964,Jhoan Hernández,BOT,Lateral,6,4.0,0.0,0.0,0,0.0,False,True,CFC,-2.442,armadilha_forte,0.0,0.0,0.0,41.4
131763,Yuri Leles,RBB,Meia,6,2.0,0.0,0.0,0,0.0,False,False,CRU,-0.398,neutro,0.0,0.0,0.0,60.0
148206,Nadson,SAN,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.546,valor_bom,0.0,0.0,0.0,43.7
93371,Rodrigo Rodrigues,CFC,Atacante,5,4.0,0.0,0.0,0,0.0,False,False,BOT,-1.975,armadilha_forte,0.0,0.0,0.0,60.5
109987,Medina,BOT,Meia,2,6.17,0.0,0.27,3,0.0,False,True,CFC,0.315,neutro,3.179,0.27,0.375,50.0
124386,Kainã,CHA,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,CAP,0.705,valor_bom,0.0,0.0,0.0,28.2
130438,Diego,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.705,valor_bom,0.0,0.0,0.0,66.7
145563,João Ananias,SAN,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.891,valor_bom,0.0,0.0,0.0,56.5
130393,Luiz Gustavo,BAH,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,MIR,0.891,valor_bom,0.0,0.0,0.0,71.7
97899,Matheus Bahia,INT,Lateral,7,6.59,-0.18,2.6,4,4.1,True,True,GRE,-1.002,armadilha_leve,2.976,1.1,0.5,67.0
133671,Gustavo Reis,RBB,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,CRU,0.705,valor_bom,0.0,0.0,0.0,51.6
104666,Moisés,SAN,Atacante,7,5.27,-1.05,3.15,6,0.9,True,True,CAM,-0.087,neutro,2.592,0.98,0.75,43.7
105048,Jajá,REM,Atacante,7,4.74,-0.62,4.08,7,0.5,True,True,VAS,0.614,valor_bom,3.064,2.94,0.875,57.0
141595,Gabriel Mec,GRE,Atacante,6,1.48,0.19,0.87,7,1.0,True,False,INT,0.839,valor_bom,0.913,0.87,0.875,45.4
104036,Labyad,COR,Meia,6,5.24,-0.57,1.43,3,0.8,True,True,PAL,-0.818,armadilha_leve,1.726,1.43,0.375,30.5
142261,Jeferson,GRE,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,INT,0.546,valor_bom,0.0,0.0,0.0,45.4
147875,Daniel Silva,FLA,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,FLU,0.891,valor_bom,0.0,0.0,0.0,32.6
92747,Eduardo Domínguez,CAM,Técnico,7,11.61,-0.68,6.7,6,5.77,True,False,SAN,0.528,valor_bom,6.518,6.7,0.75,48.9
101807,Oliva,SAN,Meia,7,8.2,1.04,5.04,5,6.7,True,True,CAM,1.033,valor_bom,4.566,4.04,0.625,43.4
143465,Keven Samuel,FLU,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,FLA,0.546,valor_bom,0.0,0.0,0.0,61.5
126189,Tomás Pérez,CAM,Meia,7,4.5,-0.24,2.2,5,1.5,True,False,SAN,-0.155,neutro,1.977,2.2,0.625,48.9
132553,Jemmes,FLU,Zagueiro,7,6.82,0.0,3.78,8,0.0,False,True,FLA,0.754,valor_bom,3.894,2.65,1.0,55.3
139200,Pedro Kauã,INT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.891,valor_bom,0.0,0.0,0.0,67.0
100804,Tchamba,REM,Zagueiro,7,5.72,1.34,3.0,6,7.0,True,True,VAS,-0.039,neutro,2.714,2.5,0.75,41.9
124219,Millán,FLU,Zagueiro,6,6.0,0.0,0.0,0,0.0,False,True,FLA,-3.106,armadilha_forte,0.0,0.0,0.0,55.3
142275,Luiz Felipe,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,False,FLU,0.863,valor_bom,0.0,0.0,0.0,40.2
93834,Keiller,CFC,Goleiro,6,4.0,0.0,0.0,0,0.0,False,False,BOT,-1.764,armadilha_forte,0.0,0.0,0.0,37.6
116137,João Moreira,SAO,Lateral,6,4.0,0.0,0.0,0,0.0,False,False,VIT,-2.442,armadilha_forte,0.0,0.0,0.0,49.8
93368,Lucas Veríssimo,SAN,Zagueiro,7,10.31,-1.19,6.2,3,2.0,True,True,CAM,0.347,neutro,4.606,4.2,0.375,56.5
88963,Leonardo Jardim,FLA,Técnico,7,13.48,0.78,7.11,6,6.89,True,False,FLU,0.301,neutro,6.694,7.11,0.75,40.7
124424,Rodrigo Castillo,FLU,Atacante,6,6.99,-1.55,3.62,6,-1.1,True,True,FLA,0.874,valor_bom,4.272,0.95,0.75,61.5
141400,Huguinho,BOT,Meia,6,3.0,0.0,0.0,0,0.0,False,True,CFC,-1.293,armadilha_leve,0.0,0.0,0.0,50.0
41929,Renato Gaúcho,VAS,Técnico,7,10.25,0.05,5.49,6,4.3,True,False,REM,0.2,neutro,5.522,5.49,0.75,65.4
115537,Marcos Victor,BAH,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,False,MIR,-1.321,armadilha_leve,0.0,0.0,0.0,71.7
81720,Lingard,COR,Atacante,6,4.9,-1.32,-0.1,2,-2.2,True,True,PAL,-0.765,armadilha_leve,1.719,0.0,0.25,30.9
142260,Bernardo Zortea,GRE,Meia,6,1.11,0.2,0.5,2,1.0,True,False,INT,1.498,valor_bom,0.744,0.5,0.25,45.3
71898,Gabriel Pires,MIR,Meia,6,6.63,0.57,4.12,5,6.8,True,True,BAH,1.235,valor_bom,4.213,3.12,0.625,23.3
133690,Bruno Lopes,VAS,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,REM,0.546,valor_bom,0.0,0.0,0.0,65.8
37457,Léo Condé,REM,Técnico,7,8.03,0.57,4.46,6,6.27,True,True,VAS,0.147,neutro,4.56,4.46,0.75,56.8
141752,Caio Valle,BOT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,CFC,0.863,valor_bom,0.0,0.0,0.0,50.0
79437,Roger Machado,SAO,Técnico,7,11.26,0.53,5.43,6,6.73,True,False,VIT,0.266,neutro,5.974,5.43,0.75,33.7
129661,Wendel,BAH,Meia,6,1.0,0.0,0.0,0,0.0,False,False,MIR,0.863,valor_bom,0.0,0.0,0.0,71.2
84268,Georgemy,MIR,Goleiro,6,3.0,0.0,0.0,0,0.0,False,True,BAH,-1.163,armadilha_leve,0.0,0.0,0.0,30.5
147268,Anderson Pato,VIT,Atacante,6,3.12,-0.21,1.38,4,1.0,True,True,SAO,-0.382,neutro,1.094,1.38,0.5,36.1
121823,Kauê,COR,Goleiro,6,2.77,0.0,4.8,1,0.0,False,True,PAL,1.9,valor_oculto,3.089,4.8,0.125,26.9
130232,Caio Roque,BOT,Lateral,7,5.98,1.77,4.5,2,7.5,True,True,CFC,-0.212,neutro,3.431,2.0,0.25,41.4
140726,David Martins,BAH,Meia,6,0.72,0.0,-0.15,2,0.0,False,False,MIR,1.994,valor_oculto,0.614,0.0,0.25,71.2
148125,Ryan Augusto,RBB,Lateral,6,4.74,2.7,5.03,3,11.2,True,False,CRU,0.791,valor_bom,3.673,4.03,0.375,51.4
145659,Nicolas,SAO,Lateral,6,2.79,0.0,5.0,1,0.0,False,False,VIT,0.887,valor_bom,2.204,2.0,0.125,49.8
95131,Gabriel Taliari,REM,Atacante,7,10.32,0.71,7.77,4,6.7,True,True,VAS,1.361,valor_bom,5.764,3.77,0.5,57.0
142257,Luis Eduardo,GRE,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,False,INT,-0.403,neutro,0.0,0.0,0.0,53.5
102877,Gabriel Poveda,REM,Atacante,6,4.63,0.0,1.0,2,0.0,False,True,VAS,-0.423,neutro,1.939,1.0,0.25,57.0
141184,Walace Falcão,VAS,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,REM,0.891,valor_bom,0.0,0.0,0.0,44.8
143153,Tarzia,VIT,Atacante,7,2.89,0.58,1.08,4,3.4,True,True,SAO,-0.321,neutro,0.994,1.08,0.5,36.1
122922,Wanderson Aranha,PAL,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,COR,0.705,valor_bom,0.0,0.0,0.0,73.4
107871,Wermeson,CHA,Meia,6,2.0,0.0,0.0,0,0.0,False,False,CAP,-0.398,neutro,0.0,0.0,0.0,22.6
42411,Cuca,SAN,Técnico,7,10.09,-0.55,5.58,3,3.56,True,True,CAM,0.254,neutro,5.555,5.58,0.375,43.7
147192,Claudinho,CAP,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CHA,1.094,valor_bom,0.0,0.0,0.0,80.5
141594,Pedro Gabriel,GRE,Lateral,7,3.75,1.08,3.45,2,4.7,True,False,INT,-0.016,neutro,2.173,1.95,0.25,53.7
149715,Rafael Gonzaga,SAN,Lateral,6,2.0,0.0,0.0,0,0.0,False,True,CAM,-0.47,neutro,0.0,0.0,0.0,56.6
127273,Artur Jorge,CRU,Técnico,7,12.29,-0.37,6.73,2,3.68,True,True,RBB,0.361,neutro,6.452,6.73,0.25,44.5
123005,Sidney,BAH,Meia,6,1.0,0.0,0.0,0,0.0,False,False,MIR,0.863,valor_bom,0.0,0.0,0.0,71.2
147560,Caio Suassuna,BAH,Atacante,6,2.0,0.0,0.0,0,0.0,False,False,MIR,-0.569,armadilha_leve,0.0,0.0,0.0,70.6
110605,Vinícius Balieiro,CHA,Meia,6,3.61,0.0,0.0,1,0.0,False,False,CAP,0.024,neutro,1.633,0.0,0.125,22.6
143252,Gean,VIT,Lateral,2,1.0,0.0,0.0,0,0.0,False,True,SAO,1.094,valor_bom,0.0,0.0,0.0,54.8
130209,Renê,VIT,Atacante,2,5.9,0.51,2.95,2,3.7,True,True,SAO,-0.605,armadilha_leve,2.329,2.95,0.25,36.1
103347,Matheus Alexandre,REM,Lateral,6,6.25,2.25,6.5,1,6.5,True,True,VAS,-0.252,neutro,3.535,3.5,0.125,42.2
97905,Matheus Aurélio,CHA,Goleiro,6,2.0,0.0,0.0,0,0.0,False,False,CAP,-0.388,neutro,0.0,0.0,0.0,28.2
121811,Da Silva,CHA,Meia,6,3.0,0.0,0.0,0,0.0,False,False,CAP,-1.293,armadilha_leve,0.0,0.0,0.0,22.6
107256,Zé Vitor,VIT,Meia,6,4.28,-0.39,2.8,2,0.6,True,True,SAO,0.029,neutro,2.03,2.8,0.25,35.6
148717,Tetê,SAO,Atacante,6,0.91,0.0,0.0,1,0.0,False,False,VIT,1.491,valor_bom,0.845,0.0,0.125,33.2
130282,Anthony,BOT,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,CFC,-1.321,armadilha_leve,0.0,0.0,0.0,41.1
130309,Rodrigo Falcão,SAN,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.705,valor_bom,0.0,0.0,0.0,56.6
123016,David Braga,REM,Meia,7,3.83,0.25,2.2,2,2.2,True,True,VAS,0.177,neutro,1.91,2.2,0.25,57.2
109573,Martinelli,FLU,Meia,7,5.84,-0.92,2.36,10,0.6,True,True,FLA,0.494,neutro,3.209,1.86,1.0,61.8
149990,Franclim Carvalho,BOT,Técnico,7,11.74,0.0,0.0,0,0.0,False,True,CFC,-3.44,armadilha_forte,0.0,0.0,0.0,49.9
147089,Cauã Soares,CAM,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,SAN,0.546,valor_bom,0.0,0.0,0.0,48.9
124264,Kauan Jesus,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.705,valor_bom,0.0,0.0,0.0,66.7
101820,Mayk,REM,Lateral,7,7.71,1.69,5.9,2,8.0,True,True,VAS,1.311,valor_bom,5.751,4.4,0.25,42.2
94034,Kevin Ramírez,CHA,Atacante,6,3.19,0.0,1.2,1,0.0,False,False,CAP,-0.54,armadilha_leve,0.979,1.2,0.125,23.4
101254,Alef Manga,REM,Atacante,7,8.27,-0.18,5.28,10,1.5,True,True,VAS,1.219,valor_bom,5.05,2.18,1.0,57.0
141405,Avellar,VAS,Lateral,6,1.49,0.0,1.5,1,0.0,False,False,REM,2.109,valor_oculto,1.815,1.5,0.125,45.1
130847,Zé Breno,VIT,Meia,6,2.0,0.0,0.0,0,0.0,False,True,SAO,-0.398,neutro,0.0,0.0,0.0,35.6
147545,Jefinho,GRE,Meia,6,1.46,0.0,1.5,1,0.0,False,False,INT,1.17,valor_bom,0.883,1.5,0.125,45.3
149991,David,CFC,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.546,valor_bom,0.0,0.0,0.0,60.5
106593,Villalba,CRU,Zagueiro,6,7.21,-0.75,2.78,7,2.2,True,True,RBB,0.102,neutro,3.435,1.92,0.875,59.8
94154,Maycon,CAM,Meia,6,5.9,0.0,2.4,4,0.0,False,False,SAN,0.938,valor_bom,3.647,2.4,0.5,48.9
68685,Alan Patrick,INT,Meia,7,7.82,0.0,4.78,8,0.0,False,True,GRE,1.12,valor_bom,4.525,3.53,1.0,72.9
149993,Iago Machado,COR,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,PAL,0.891,valor_bom,0.0,0.0,0.0,25.4
149994,Jhuan Nunes,RBB,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,CRU,0.546,valor_bom,0.0,0.0,0.0,59.7
104502,Christian,CRU,Meia,7,10.05,0.32,5.95,10,12.4,True,True,RBB,1.15,valor_bom,5.204,3.95,1.0,44.2
97810,Erick,VIT,Atacante,7,8.5,0.17,4.3,8,3.7,True,True,SAO,0.649,valor_bom,4.531,2.05,1.0,36.1
92171,Arthur Cabral,BOT,Atacante,2,9.49,-0.46,5.43,6,4.6,True,True,CFC,0.877,valor_bom,5.048,1.93,0.75,50.8
104758,Enzo Díaz,SAO,Lateral,2,9.85,0.64,5.19,7,5.9,True,False,VIT,0.176,neutro,5.47,4.05,0.875,49.8
107771,Fábio Matias,CHA,Técnico,7,7.4,0.0,0.0,0,0.0,False,False,CAP,-2.437,armadilha_forte,0.0,0.0,0.0,24.0
103056,Gabriel Brazão,SAN,Goleiro,7,5.28,-1.69,2.74,9,-1.7,True,True,CAM,0.812,valor_bom,3.394,1.63,1.0,56.6
68928,Rafael,SAO,Goleiro,7,8.85,0.68,4.24,10,6.8,True,False,VIT,0.349,neutro,4.191,2.74,1.0,50.1
105949,Rochet,INT,Goleiro,7,7.3,0.71,3.39,9,8.1,True,True,GRE,0.384,neutro,3.738,2.28,1.0,66.7
42234,Cássio,CRU,Goleiro,5,6.89,0.0,1.32,5,0.0,False,True,RBB,-0.127,neutro,3.049,1.32,0.625,59.8
63007,Neymar,SAN,Meia,7,21.28,0.0,10.03,4,0.0,False,True,CAM,0.03,neutro,6.19,5.03,0.5,43.4
72294,Everson,CAM,Goleiro,7,10.29,-1.05,5.89,10,2.1,True,False,SAN,0.843,valor_bom,5.108,3.89,1.0,52.7
69012,Santos,CAP,Goleiro,7,8.58,0.18,3.94,8,1.9,True,True,CHA,0.277,neutro,4.035,2.69,1.0,79.8
100898,Vitinho,BOT,Lateral,7,10.1,-0.28,5.5,8,4.9,True,True,CFC,0.228,neutro,5.607,5.12,1.0,41.4
61987,Alex Sandro,FLA,Lateral,2,9.42,0.0,4.72,6,0.0,False,False,FLU,0.145,neutro,5.288,3.22,0.75,33.1
96591,Renan Lodi,CAM,Lateral,7,10.59,-0.73,5.35,10,3.4,True,False,SAN,-0.036,neutro,5.512,3.95,1.0,52.6
87008,Léo Jardim,VAS,Goleiro,7,6.87,0.43,2.29,10,5.8,True,False,REM,-0.065,neutro,3.108,2.29,1.0,45.5
99274,Alexander Barboza,BOT,Zagueiro,7,11.6,-0.19,6.02,6,7.3,True,True,CFC,0.289,neutro,4.871,2.85,0.75,41.1
105436,Carrascal,FLA,Meia,6,11.38,1.42,4.83,8,10.6,True,False,FLU,0.092,neutro,4.55,3.58,1.0,40.2
37656,Fábio,FLU,Goleiro,7,9.83,-0.23,4.69,10,2.9,True,True,FLA,0.328,neutro,4.441,3.19,1.0,55.5
85425,João Paulo,BAH,Goleiro,6,6.19,0.0,1.7,1,0.0,False,False,MIR,0.886,valor_bom,3.86,1.7,0.125,71.2
90768,Fabrício Bruno,CRU,Zagueiro,7,6.78,-1.26,2.38,10,0.0,True,True,RBB,-0.085,neutro,3.104,1.78,1.0,59.8
101727,Matheuzinho,COR,Lateral,7,9.83,-0.28,4.2,8,3.0,True,True,PAL,-0.343,neutro,4.957,3.45,1.0,26.0
109401,Erick Pulga,BAH,Atacante,7,7.96,0.89,3.24,9,7.2,True,False,MIR,0.253,neutro,3.956,3.24,1.0,70.6
91772,David Duarte,BAH,Zagueiro,7,7.32,1.64,5.08,4,10.2,True,False,MIR,1.067,valor_bom,4.366,2.83,0.5,71.7
113397,Cristian Olivera,BAH,Atacante,7,8.26,-0.92,5.54,9,3.1,True,False,MIR,1.342,valor_bom,5.174,4.1,1.0,70.6
91101,Ronaldo,BAH,Goleiro,5,7.57,0.0,5.03,7,0.0,False,False,MIR,1.061,valor_bom,4.55,2.89,0.875,71.2
104783,Acevedo,BAH,Meia,7,6.48,-0.41,4.09,8,3.1,True,False,MIR,1.261,valor_bom,4.18,4.09,1.0,71.2
98484,Kanu,BAH,Zagueiro,6,4.67,0.0,3.4,1,0.0,False,False,MIR,0.378,neutro,2.599,0.4,0.125,71.7
98517,Jean Lucas,BAH,Meia,7,9.58,-0.46,5.61,9,2.7,True,False,MIR,1.044,valor_bom,4.98,3.39,1.0,71.2
80196,Yago Pikachu,REM,Meia,3,4.93,-0.29,1.86,10,0.1,True,True,VAS,-0.526,armadilha_leve,1.85,1.36,1.0,57.2
123717,Zé Guilherme,BAH,Lateral,6,3.0,0.0,0.0,0,0.0,False,False,MIR,-1.581,armadilha_forte,0.0,0.0,0.0,71.6
105373,Gabriel Xavier,BAH,Zagueiro,6,7.1,-0.16,4.5,5,-1.0,False,False,MIR,0.971,valor_bom,4.198,2.7,0.625,71.7
