atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,prob_vitoria,prob_gols
141344,Vitor Tissi,CFC,Meia,7,1.65,0.64,1.3,3,3.2,True,True,COR,0.908,valor_bom,1.08,1.3,0.375,0.307,0.384
127871,Vargas,CAP,Atacante,6,8.98,1.75,4.65,2,9.3,True,False,BOT,0.346,neutro,4.794,0.65,0.25,0.281,0.461
114801,Danilo Pereira,BOT,Atacante,6,5.33,0.35,2.35,2,3.5,True,True,CAP,-0.962,armadilha_leve,2.393,2.35,0.25,0.414,0.461
106313,Domingos Duarte,SAO,Zagueiro,7,6.72,1.72,5.9,1,5.9,True,False,CHA,1.069,valor_bom,4.168,5.9,0.125,0.27,0.458
151292,Felipe Morais,CRU,Meia,6,2.26,0.3,2.4,2,2.1,True,True,FLA,0.456,neutro,1.278,2.4,0.25,0.311,0.469
123795,Lucho Rodríguez,CRU,Atacante,6,8.92,1.92,7.0,1,7.0,True,True,FLA,0.732,valor_bom,5.071,2.0,0.125,0.311,0.469
147201,João Kempes,INT,Meia,6,2.0,0.0,0.0,0,0.0,False,True,CAM,-0.833,armadilha_leve,0.0,0.0,0.0,0.442,0.479
130121,João Costa,CRU,Atacante,6,4.45,0.05,0.9,2,2.1,True,True,FLA,-0.74,armadilha_leve,2.103,0.9,0.25,0.311,0.469
147878,Alejandro,VIT,Meia,6,2.0,0.0,0.0,0,0.0,False,True,BAH,-0.833,armadilha_leve,0.0,0.0,0.0,0.377,0.479
117909,Wesley,CRU,Atacante,7,10.9,0.0,9.5,1,0.0,False,True,FLA,0.365,neutro,5.349,1.5,0.125,0.311,0.469
142764,Franco Rossi,CHA,Atacante,7,3.69,0.52,2.25,2,3.3,True,True,SAO,0.216,neutro,2.373,2.25,0.25,0.264,0.458
102255,Santiago Sosa,VAS,Meia,7,8.06,0.06,2.4,1,2.4,True,False,PAL,0.247,neutro,3.902,2.4,0.125,0.351,0.504
73476,Marcão,FLU,Técnico,7,12.13,2.06,8.23,1,8.23,True,True,REM,0.283,neutro,6.332,8.23,0.125,0.666,0.527
114323,Colidio,VAS,Atacante,7,7.51,0.51,3.3,1,3.3,True,False,PAL,0.811,valor_bom,4.66,3.3,0.125,0.351,0.504
151492,Marquinhos,RBB,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.265,neutro,0.0,0.0,0.0,0.539,0.504
104649,Heitor,CHA,Lateral,6,4.91,0.91,3.5,1,3.5,True,True,SAO,0.312,neutro,3.483,3.5,0.125,0.264,0.458
101237,Eliasson,INT,Atacante,6,5.0,0.0,0.0,0,0.0,False,True,CAM,-3.873,armadilha_forte,0.0,0.0,0.0,0.442,0.479
87747,Yago Felipe,CHA,Meia,6,7.94,2.94,9.1,1,9.1,True,True,SAO,1.204,valor_bom,4.646,4.1,0.125,0.264,0.458
130444,Rodrigo,CHA,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.539,valor_bom,0.0,0.0,0.0,0.264,0.458
77510,Fred,CAM,Meia,6,9.0,0.0,0.0,0,0.0,False,False,INT,-4.87,armadilha_forte,0.0,0.0,0.0,0.174,0.479
86777,Danilo Barbosa,GRE,Meia,6,6.0,0.0,0.0,0,0.0,False,False,RBB,-3.674,armadilha_forte,0.0,0.0,0.0,0.145,0.504
82407,Chico Kim,MIR,Meia,6,2.91,0.0,0.43,4,0.0,False,False,SAN,-0.73,armadilha_leve,0.808,0.43,0.5,0.477,0.5
141594,Pedro Gabriel,GRE,Lateral,6,5.09,0.39,3.54,11,3.7,True,False,RBB,0.237,neutro,3.515,1.99,1.0,0.145,0.504
86864,Marlon,REM,Lateral,7,4.54,-0.46,0.2,1,0.2,True,False,FLU,0.121,neutro,3.116,0.2,0.125,0.313,0.527
147736,Pepê Fermino,SAN,Meia,5,1.0,0.0,0.0,0,0.0,False,True,MIR,0.526,valor_bom,0.0,0.0,0.0,0.499,0.5
124961,Castaño,CAM,Meia,6,6.02,-0.98,-0.6,1,-0.6,True,False,INT,0.693,valor_bom,3.568,0.0,0.125,0.174,0.479
106593,Villalba,CRU,Zagueiro,7,6.1,-0.91,2.43,12,-0.4,True,True,FLA,-0.092,neutro,3.039,1.26,1.0,0.311,0.469
68685,Alan Patrick,INT,Meia,7,7.04,-0.24,3.73,18,1.5,True,True,CAM,0.572,valor_bom,3.841,2.9,1.0,0.442,0.479
104758,Enzo Díaz,SAO,Lateral,6,9.04,0.0,3.9,13,0.0,False,False,CHA,-0.601,armadilha_leve,4.396,3.28,1.0,0.27,0.458
144424,Vitor Lamounier,CRU,Goleiro,6,2.0,0.0,0.0,0,0.0,False,True,FLA,-0.796,armadilha_leve,0.0,0.0,0.0,0.311,0.469
92171,Arthur Cabral,BOT,Atacante,3,9.89,-0.34,6.16,17,3.5,True,True,CAP,1.224,valor_bom,5.734,2.57,1.0,0.414,0.461
101254,Alef Manga,REM,Atacante,6,7.72,-0.63,4.62,23,0.7,True,False,FLU,0.731,valor_bom,4.674,2.23,1.0,0.313,0.527
97810,Erick,VIT,Atacante,7,8.28,0.3,4.3,18,4.5,True,True,BAH,0.206,neutro,4.463,2.3,1.0,0.377,0.479
68928,Rafael,SAO,Goleiro,7,6.81,-0.58,3.19,22,-1.0,True,False,CHA,-0.093,neutro,3.438,2.28,1.0,0.27,0.458
103056,Gabriel Brazão,SAN,Goleiro,7,6.34,1.23,2.77,18,9.4,True,True,MIR,-0.167,neutro,3.185,1.66,1.0,0.499,0.5
63007,Neymar,SAN,Meia,7,19.51,-2.34,9.86,10,8.4,True,True,MIR,1.669,valor_oculto,7.295,6.36,1.0,0.499,0.5
72294,Everson,CAM,Goleiro,7,9.36,0.5,4.4,22,6.3,True,False,INT,-0.007,neutro,4.325,3.04,1.0,0.174,0.479
69012,Santos,CAP,Goleiro,6,8.38,-0.84,4.25,20,4.2,True,False,BOT,0.152,neutro,4.213,2.5,1.0,0.281,0.461
105949,Rochet,INT,Goleiro,5,6.28,0.0,3.33,11,0.0,False,True,CAM,0.305,neutro,3.662,1.97,1.0,0.442,0.479
87008,Léo Jardim,VAS,Goleiro,7,5.79,-1.18,2.79,21,-0.4,True,False,PAL,0.013,neutro,3.157,2.31,1.0,0.351,0.504
105531,Matheus Bidu,COR,Lateral,7,12.32,-0.6,7.6,17,4.2,True,False,CFC,1.221,valor_bom,6.833,5.36,1.0,0.211,0.384
100898,Vitinho,BOT,Lateral,7,9.06,-0.74,4.96,17,1.2,True,True,CAP,0.151,neutro,5.037,4.02,1.0,0.414,0.461
101727,Matheuzinho,COR,Lateral,7,11.15,-1.47,6.49,18,7.4,True,False,CFC,0.692,valor_bom,6.094,4.43,1.0,0.211,0.384
42234,Cássio,CRU,Goleiro,5,6.89,0.0,1.32,5,0.0,False,True,FLA,-0.493,neutro,3.043,1.32,0.625,0.311,0.469
99274,Alexander Barboza,PAL,Zagueiro,7,10.94,0.0,5.1,14,0.0,False,True,VAS,0.217,neutro,4.682,3.31,1.0,0.575,0.504
90768,Fabrício Bruno,CRU,Zagueiro,7,6.89,0.0,2.29,20,0.0,False,True,FLA,-0.811,armadilha_leve,2.765,1.69,1.0,0.311,0.469
61987,Alex Sandro,FLA,Lateral,5,8.2,0.0,3.53,15,0.0,False,False,CRU,-0.61,armadilha_leve,4.111,2.33,1.0,0.157,0.469
37656,Fábio,FLU,Goleiro,7,9.01,-1.2,4.54,22,1.9,True,True,REM,0.182,neutro,4.428,3.63,1.0,0.666,0.527
85425,João Paulo,SAN,Goleiro,6,6.94,1.74,-0.35,2,-1.0,False,True,MIR,-0.338,neutro,3.225,0.0,0.25,0.499,0.5
91101,Ronaldo,BAH,Goleiro,7,6.92,-1.89,5.01,13,-3.0,True,False,VIT,1.033,valor_bom,4.671,3.09,1.0,0.239,0.479
68996,Willian José,BAH,Atacante,7,7.29,0.0,2.45,20,0.0,False,False,VIT,-1.082,armadilha_leve,3.13,0.75,1.0,0.239,0.479
80313,Gilberto,CAP,Lateral,7,7.82,-0.09,4.84,12,6.9,True,False,BOT,0.584,valor_bom,4.985,3.67,1.0,0.281,0.461
80196,Yago Pikachu,REM,Meia,7,4.76,-0.01,2.11,22,1.2,True,False,FLU,-0.455,neutro,2.092,1.43,1.0,0.313,0.527
123717,Zé Guilherme,BAH,Lateral,6,4.29,-0.45,2.88,5,2.8,True,False,VIT,0.453,neutro,3.25,2.28,0.625,0.239,0.479
105436,Carrascal,FLA,Meia,6,13.34,1.89,6.26,15,24.9,True,False,CRU,0.673,valor_bom,5.505,3.93,1.0,0.157,0.469
109401,Erick Pulga,BAH,Atacante,7,7.31,0.08,3.64,21,3.4,True,False,VIT,0.003,neutro,3.968,3.02,1.0,0.239,0.479
97868,Iago,SAO,Lateral,6,4.01,-0.49,1.76,5,0.0,True,False,CHA,-1.025,armadilha_leve,1.829,1.16,0.625,0.27,0.458
106323,Caio Alexandre,BAH,Meia,6,3.58,-0.43,1.08,13,-0.6,True,False,VIT,-0.478,neutro,1.446,1.08,1.0,0.239,0.479
113397,Cristian Olivera,BAH,Atacante,6,7.16,0.0,4.1,16,0.0,False,False,VIT,0.566,valor_bom,4.343,3.29,1.0,0.239,0.479
98517,Jean Lucas,BAH,Meia,7,10.1,0.73,5.34,19,9.3,True,False,VIT,0.875,valor_bom,4.969,4.02,1.0,0.239,0.479
91772,David Duarte,BAH,Zagueiro,7,6.23,-0.8,4.25,15,2.5,True,False,VIT,1.268,valor_bom,4.146,2.65,1.0,0.239,0.479
101314,Ademir,BAH,Atacante,5,5.59,0.0,2.35,21,0.0,False,False,VIT,-1.16,armadilha_leve,2.365,1.73,1.0,0.239,0.479
104783,Acevedo,BAH,Meia,7,8.76,1.74,4.94,20,15.4,True,False,VIT,0.972,valor_bom,4.697,4.69,1.0,0.239,0.479
105990,Santiago Mingo,BAH,Zagueiro,7,4.77,-0.1,2.32,20,4.3,True,False,VIT,-0.129,neutro,2.451,1.42,1.0,0.239,0.479
98022,Erick,BAH,Meia,6,5.84,-0.2,3.56,16,1.3,True,False,VIT,0.986,valor_bom,3.736,2.94,1.0,0.239,0.479
98484,Kanu,BAH,Zagueiro,6,3.68,0.0,0.83,3,0.0,False,False,VIT,-0.995,armadilha_leve,1.212,0.0,0.375,0.239,0.479
106822,Rodrigo Nestor,BAH,Meia,7,5.9,-0.2,3.55,15,5.3,True,False,VIT,0.959,valor_bom,3.738,2.88,1.0,0.239,0.479
107173,Michel Araújo,BAH,Meia,6,2.57,-0.26,0.93,15,0.5,True,False,VIT,-0.248,neutro,0.953,0.93,1.0,0.239,0.479
111829,Kayky,INT,Atacante,5,3.63,0.0,1.27,6,0.0,False,True,CAM,-0.327,neutro,1.918,1.27,0.75,0.442,0.479
123360,Cauly,SAO,Meia,6,6.08,0.0,2.79,13,0.0,False,False,CHA,0.317,neutro,3.285,2.41,1.0,0.27,0.458
129663,Ruan Pablo,BAH,Atacante,6,1.81,0.0,0.0,1,0.0,False,False,VIT,0.26,neutro,0.832,0.0,0.125,0.239,0.479
136955,Sanabria,BAH,Atacante,6,5.44,-0.57,2.69,14,-0.5,True,False,VIT,-0.779,armadilha_leve,2.586,1.19,1.0,0.239,0.479
72493,Alex Telles,BOT,Lateral,7,9.12,-1.15,4.39,17,2.7,True,True,CAP,-0.33,neutro,4.65,2.1,1.0,0.414,0.461
122994,Victor Nascimento,BAH,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,VIT,0.281,neutro,0.0,0.0,0.0,0.239,0.479
97468,Marçal,BOT,Lateral,6,5.85,0.0,2.62,5,0.0,False,True,CAP,-0.638,armadilha_leve,3.15,1.42,0.625,0.414,0.461
124481,Mateo Ponte,BOT,Lateral,6,5.53,0.0,2.8,8,0.0,False,True,CAP,-0.469,neutro,3.14,1.8,1.0,0.414,0.461
141419,Fredi Lippert,BAH,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,False,VIT,-1.011,armadilha_leve,0.0,0.0,0.0,0.239,0.479
145379,Kauê Furquim,BAH,Atacante,6,2.24,0.24,1.28,5,2.7,True,False,VIT,-0.003,neutro,1.068,1.28,0.625,0.239,0.479
97341,Rogério Ceni,BAH,Técnico,7,10.37,-0.24,5.45,22,5.21,True,False,VIT,-0.842,armadilha_leve,5.376,5.45,1.0,0.239,0.479
129930,Cristhian Loor,BOT,Goleiro,6,2.0,0.0,0.0,0,0.0,False,True,CAP,-0.796,armadilha_leve,0.0,0.0,0.0,0.414,0.461
69140,Allan,BOT,Meia,6,4.48,0.0,2.03,10,0.0,False,True,CAP,-0.357,neutro,2.035,2.03,1.0,0.414,0.461
126013,Ythallo,BOT,Zagueiro,6,3.5,0.0,0.2,1,0.0,False,True,CAP,-0.84,armadilha_leve,1.227,0.2,0.125,0.414,0.461
111831,Matheus Martins,BOT,Atacante,7,6.76,-0.25,4.27,17,1.3,True,True,CAP,0.906,valor_bom,4.449,2.39,1.0,0.414,0.461
107231,Danilo,BOT,Meia,7,14.19,-0.81,8.05,15,3.5,True,True,CAP,1.912,valor_oculto,6.672,5.05,1.0,0.414,0.461
105214,Santi Rodríguez,BOT,Meia,6,5.79,0.11,2.14,11,2.2,True,True,CAP,0.06,neutro,2.961,2.14,1.0,0.414,0.461
98672,Savarino,FLU,Meia,5,9.02,0.0,4.67,17,0.0,False,True,REM,0.623,valor_bom,4.484,3.2,1.0,0.666,0.527
95799,Artur,SAO,Atacante,7,8.45,-0.53,5.2,17,0.0,True,False,CHA,0.942,valor_bom,5.082,3.2,1.0,0.27,0.458
146375,Kadir,BOT,Atacante,6,4.15,0.0,2.12,9,0.0,False,True,CAP,-0.315,neutro,2.254,1.56,1.0,0.414,0.461
91158,Kaio,BOT,Zagueiro,5,7.0,0.0,0.0,0,0.0,False,True,CAP,-4.413,armadilha_forte,0.0,0.0,0.0,0.414,0.461
104693,Newton,SAO,Meia,6,4.77,0.59,2.17,8,3.8,True,False,CHA,-0.444,neutro,2.105,2.17,1.0,0.27,0.458
142890,Montoro,BOT,Meia,7,6.5,-0.79,2.67,17,-0.9,True,True,CAP,-0.074,neutro,3.124,1.79,1.0,0.414,0.461
143072,Gabriel Abdias,BOT,Lateral,6,3.0,0.0,0.0,0,0.0,False,True,CAP,-2.344,armadilha_forte,0.0,0.0,0.0,0.414,0.461
70360,Eduardo Sasha,RBB,Atacante,7,3.95,-0.14,0.99,17,0.5,True,True,GRE,-1.217,armadilha_leve,1.442,0.99,1.0,0.539,0.504
87225,Pedro Henrique,RBB,Zagueiro,6,7.72,0.99,3.92,14,10.7,True,True,GRE,0.341,neutro,3.931,2.42,1.0,0.539,0.504
39850,Vagner Mancini,RBB,Técnico,7,8.63,0.29,5.47,21,5.91,True,True,GRE,0.791,valor_bom,5.256,5.47,1.0,0.539,0.504
142877,Villalba,BOT,Atacante,6,4.33,0.0,1.61,10,0.0,False,True,CAP,-0.833,armadilha_leve,1.963,0.81,1.0,0.414,0.461
93882,Cleiton,RBB,Goleiro,6,6.19,0.0,2.56,7,0.0,False,True,GRE,0.083,neutro,3.392,1.13,0.875,0.539,0.504
78605,Gabriel,RBB,Meia,7,5.15,-0.02,3.08,17,1.7,True,True,GRE,0.129,neutro,2.747,2.49,1.0,0.539,0.504
103295,Eric Ramires,RBB,Meia,6,2.18,-0.41,0.54,14,0.0,True,True,GRE,-0.163,neutro,0.706,0.54,1.0,0.539,0.504
104588,Fabrício,RBB,Goleiro,6,2.0,0.0,0.0,0,0.0,False,True,GRE,-0.796,armadilha_leve,0.0,0.0,0.0,0.539,0.504
142484,Barrera,BOT,Meia,5,4.93,0.0,2.46,11,0.0,False,True,CAP,-0.318,neutro,2.283,2.01,1.0,0.414,0.461
94067,Matheus Fernandes,RBB,Meia,6,5.4,0.98,2.88,13,8.0,True,True,GRE,-0.234,neutro,2.56,2.5,1.0,0.539,0.504
94968,Juninho Capixaba,RBB,Lateral,7,13.27,0.06,7.32,19,7.5,True,True,GRE,0.795,valor_bom,6.692,4.74,1.0,0.539,0.504
100695,Fernando,RBB,Atacante,6,5.37,0.0,4.89,9,0.0,False,True,GRE,0.746,valor_bom,3.72,2.56,1.0,0.539,0.504
107908,Hugo,COR,Lateral,6,4.0,0.0,0.0,0,0.0,False,False,CFC,-3.184,armadilha_forte,0.0,0.0,0.0,0.211,0.384
105213,Sant'Anna,RBB,Lateral,7,9.7,0.82,6.65,8,9.6,True,True,GRE,0.972,valor_bom,5.926,3.53,1.0,0.539,0.504
108133,Isidro Pitta,RBB,Atacante,6,5.77,0.37,3.85,20,4.0,True,True,GRE,0.132,neutro,3.437,1.35,1.0,0.539,0.504
111760,Fabinho,RBB,Meia,6,1.83,-0.21,-0.12,6,-0.3,True,True,GRE,-0.002,neutro,0.518,0.0,0.75,0.539,0.504
107744,Praxedes,RBB,Meia,6,4.0,0.0,0.0,0,0.0,False,True,GRE,-2.546,armadilha_forte,0.0,0.0,0.0,0.539,0.504
124239,Henry Mosquera,RBB,Atacante,7,5.62,0.0,3.63,16,0.0,False,True,GRE,-0.06,neutro,3.221,2.69,1.0,0.539,0.504
110750,Gustavo Marques,RBB,Zagueiro,7,7.16,-0.2,4.28,18,3.7,True,True,GRE,0.891,valor_bom,4.179,3.11,1.0,0.539,0.504
106434,Eduardo Santos,RBB,Zagueiro,6,4.6,0.0,1.4,3,0.0,False,True,GRE,-0.088,neutro,2.402,1.4,0.375,0.539,0.504
111246,Alix Vinicius,RBB,Zagueiro,7,5.15,0.0,3.0,17,0.0,False,True,GRE,0.264,neutro,2.929,1.76,1.0,0.539,0.504
112886,Lucas Barbosa,RBB,Atacante,7,9.95,0.42,6.31,19,6.8,True,True,GRE,1.381,valor_bom,5.871,4.1,1.0,0.539,0.504
113157,Nathan Mendes,VIT,Lateral,5,7.52,0.0,5.02,12,0.0,False,True,BAH,0.842,valor_bom,5.093,3.35,1.0,0.377,0.479
107236,Vanderlan,RBB,Lateral,5,4.41,0.0,-0.3,1,0.0,False,True,GRE,0.145,neutro,3.061,0.0,0.125,0.539,0.504
110715,Andrés Hurtado,RBB,Lateral,6,5.43,0.0,3.51,14,0.0,False,True,GRE,0.014,neutro,3.499,2.22,1.0,0.539,0.504
122755,Lucas Cunha,RBB,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,GRE,-2.009,armadilha_forte,0.0,0.0,0.0,0.539,0.504
122394,Gustavinho,RBB,Meia,6,5.55,0.0,2.59,15,0.0,False,True,GRE,-0.509,armadilha_leve,2.399,1.92,1.0,0.539,0.504
122897,Guzmán Rodríguez,RBB,Zagueiro,6,5.54,0.0,-1.0,0,0.0,False,True,GRE,-3.714,armadilha_forte,0.0,0.0,0.0,0.539,0.504
132274,Ignacio Sosa,RBB,Meia,6,3.41,0.0,1.5,15,0.0,False,True,GRE,-0.055,neutro,1.688,1.5,1.0,0.539,0.504
39656,Alan Franco,CAM,Meia,7,4.61,-0.27,2.21,17,0.2,True,False,INT,-0.288,neutro,2.156,1.92,1.0,0.174,0.479
68920,Dudu,CAM,Atacante,6,5.92,-0.24,2.39,14,0.0,True,False,INT,-0.165,neutro,3.277,1.25,1.0,0.174,0.479
92087,Lyanco,CAM,Zagueiro,5,7.8,0.0,3.04,9,0.0,False,False,INT,-0.284,neutro,3.469,2.04,1.0,0.174,0.479
87999,Gustavo Scarpa,CAM,Meia,5,7.06,0.0,3.09,10,0.0,False,False,INT,0.188,neutro,3.534,2.09,1.0,0.174,0.479
132580,Vinicinho,RBB,Atacante,6,4.38,0.06,2.38,11,3.4,True,True,GRE,-0.313,neutro,2.39,2.38,1.0,0.539,0.504
91607,R. Rústico,SAN,Atacante,6,5.4,0.25,2.2,16,3.4,True,True,MIR,-1.169,armadilha_leve,2.268,2.2,1.0,0.499,0.5
140906,Davi Gomes,RBB,Atacante,5,5.19,0.0,4.25,2,0.0,False,True,GRE,-0.376,neutro,2.773,4.25,0.25,0.539,0.504
138021,Palacios,RBB,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,GRE,-2.009,armadilha_forte,0.0,0.0,0.0,0.539,0.504
72605,Vitor Hugo,CAM,Zagueiro,7,8.29,2.09,4.34,9,12.7,True,False,INT,0.412,neutro,4.157,2.01,1.0,0.174,0.479
105068,Reinier,CAM,Meia,2,5.39,0.0,2.97,16,0.0,False,False,INT,-0.106,neutro,2.66,2.03,1.0,0.174,0.479
98909,Cuello,CAM,Atacante,7,11.49,2.71,6.45,20,20.5,True,False,INT,1.004,valor_bom,5.987,4.6,1.0,0.174,0.479
100842,Ruan,CAM,Zagueiro,7,6.33,0.89,3.5,19,9.2,True,False,INT,0.562,valor_bom,3.634,2.39,1.0,0.174,0.479
100084,Igor Gomes,CAM,Meia,5,5.13,0.55,1.96,8,5.2,True,False,INT,-0.776,armadilha_leve,2.0,0.71,1.0,0.174,0.479
107554,Natanael,CAM,Lateral,7,8.48,0.0,4.85,13,0.0,False,False,INT,0.311,neutro,4.984,3.62,1.0,0.174,0.479
72460,Bernard,CAM,Meia,7,4.62,-0.98,3.13,19,0.5,True,False,INT,0.505,valor_bom,2.807,1.81,1.0,0.174,0.479
122990,Patrick,CAM,Meia,5,4.0,0.0,0.0,0,0.0,False,False,INT,-2.546,armadilha_forte,0.0,0.0,0.0,0.174,0.479
77485,Carrillo,COR,Meia,7,4.28,0.24,1.42,18,2.0,True,False,CFC,-0.753,armadilha_leve,1.611,1.14,1.0,0.211,0.384
101002,Júnior Santos,BOT,Atacante,7,4.71,0.16,2.28,9,2.6,True,True,CAP,-0.62,armadilha_leve,2.338,1.39,1.0,0.414,0.461
40990,Dorival Júnior,SAO,Técnico,7,9.14,-0.07,4.02,15,3.47,True,False,CHA,-2.316,armadilha_forte,4.421,4.02,1.0,0.27,0.458
103767,Gabriel Menino,SAN,Meia,2,9.92,0.0,5.45,9,0.0,False,True,MIR,0.734,valor_bom,4.81,4.89,1.0,0.499,0.5
118774,Alexsander,CAM,Meia,6,4.85,0.0,0.84,5,0.0,False,False,INT,-1.136,armadilha_leve,1.579,0.84,0.625,0.174,0.479
115674,Gabriel Delfim,CAM,Goleiro,6,2.0,0.0,0.0,0,0.0,False,False,INT,-0.796,armadilha_leve,0.0,0.0,0.0,0.174,0.479
95556,Raniele,COR,Meia,7,7.8,0.0,4.23,18,0.0,False,False,CFC,0.694,valor_bom,4.187,3.95,1.0,0.211,0.384
101574,Hugo Souza,COR,Goleiro,7,8.95,-0.72,4.21,20,3.2,True,False,CFC,-0.032,neutro,4.184,2.21,1.0,0.211,0.384
102340,Cacá,VIT,Zagueiro,7,5.99,1.15,2.79,15,6.2,True,True,BAH,-0.363,neutro,2.786,1.19,1.0,0.377,0.479
78248,Gustavo Henrique,COR,Zagueiro,7,9.27,0.68,4.12,18,10.0,True,False,CFC,-0.05,neutro,4.068,2.62,1.0,0.211,0.384
96342,Charles,COR,Meia,6,3.53,0.0,1.03,3,0.0,False,False,CFC,-0.05,neutro,1.765,1.03,0.375,0.211,0.384
97642,Félix Torres,INT,Zagueiro,6,4.35,-1.2,3.47,17,0.0,True,True,CAM,1.158,valor_bom,3.248,2.41,1.0,0.442,0.479
78435,Vitinho,COR,Atacante,5,5.06,0.0,2.13,7,0.0,False,False,CFC,-0.94,armadilha_leve,2.276,2.13,0.875,0.211,0.384
85048,Memphis Depay,COR,Atacante,6,9.56,0.0,1.99,7,0.0,False,False,CFC,-1.564,armadilha_forte,3.505,0.85,0.875,0.211,0.384
92440,André Ramalho,COR,Zagueiro,6,5.73,0.0,2.55,6,0.0,False,False,CFC,-0.368,neutro,2.68,1.55,0.75,0.211,0.384
93790,Marlon Freitas,PAL,Meia,7,6.15,-0.16,2.83,22,4.2,True,True,VAS,0.138,neutro,3.166,2.15,1.0,0.575,0.504
98225,Pedro Raul,COR,Atacante,7,3.54,-0.89,1.35,10,2.9,True,False,CFC,-0.378,neutro,1.818,0.55,1.0,0.211,0.384
98720,Angileri,COR,Lateral,6,6.1,0.0,3.99,8,0.0,False,False,CFC,-0.08,neutro,3.735,2.12,1.0,0.211,0.384
141995,Dieguinho,COR,Meia,6,3.03,-0.21,1.29,11,0.0,True,False,CFC,-0.391,neutro,1.167,0.84,1.0,0.211,0.384
100848,Luan Cândido,VIT,Lateral,7,6.8,1.65,3.88,12,9.0,True,True,BAH,-0.451,neutro,3.72,2.05,1.0,0.377,0.479
117632,Garro,COR,Meia,3,11.23,0.1,5.29,21,10.2,True,False,CFC,0.537,valor_bom,4.959,3.39,1.0,0.211,0.384
104085,Bruno Fuchs,PAL,Zagueiro,6,8.5,0.0,4.21,7,0.0,False,True,VAS,0.226,neutro,4.072,2.5,0.875,0.575,0.504
127242,Bahia,COR,Meia,6,2.0,0.0,0.0,0,0.0,False,False,CFC,-0.833,armadilha_leve,0.0,0.0,0.0,0.211,0.384
133543,Gui Negão,COR,Atacante,6,3.63,-0.34,1.48,5,2.0,True,False,CFC,-0.155,neutro,2.049,1.48,0.625,0.211,0.384
96591,Renan Lodi,CAM,Lateral,7,11.31,1.79,5.3,20,14.0,True,False,INT,-0.331,neutro,5.272,3.8,1.0,0.174,0.479
117910,Breno Bidon,COR,Meia,7,8.39,-0.19,3.6,21,2.7,True,False,CFC,-0.078,neutro,3.735,2.89,1.0,0.211,0.384
121824,Kayke,COR,Atacante,5,3.64,0.0,1.65,6,0.0,False,False,CFC,-0.122,neutro,2.081,1.65,0.75,0.211,0.384
125488,João Pedro,COR,Zagueiro,6,8.56,-0.28,6.53,3,4.2,True,False,CFC,0.953,valor_bom,4.655,3.53,0.375,0.211,0.384
131753,Felipe Longo,COR,Goleiro,6,2.0,0.0,0.0,0,0.0,False,False,CFC,-0.796,armadilha_leve,0.0,0.0,0.0,0.211,0.384
96610,Matheus Pereira,CRU,Meia,7,13.56,-0.24,6.56,20,2.8,True,True,FLA,1.05,valor_bom,5.854,4.81,1.0,0.311,0.469
84558,Lucas Romero,CRU,Meia,6,8.49,0.04,4.48,16,4.2,True,True,FLA,0.641,valor_bom,4.35,3.23,1.0,0.311,0.469
145744,André,COR,Meia,5,6.15,0.0,4.07,16,0.0,False,False,CFC,1.254,valor_bom,4.076,2.51,1.0,0.211,0.384
105047,João Marcelo,CRU,Zagueiro,6,4.47,-0.95,2.8,8,2.7,True,True,FLA,0.491,neutro,2.789,1.67,1.0,0.311,0.469
42500,Fagner,CRU,Lateral,6,6.44,-0.49,3.75,16,6.7,True,True,FLA,-0.345,neutro,3.66,2.12,1.0,0.311,0.469
79701,Lucas Silva,CRU,Meia,6,3.86,0.0,0.41,15,0.0,False,True,FLA,-1.253,armadilha_leve,0.977,0.41,1.0,0.311,0.469
132264,Arroyo,CRU,Atacante,7,5.38,0.29,3.02,19,3.3,True,True,FLA,-0.413,neutro,2.837,1.91,1.0,0.311,0.469
93478,Wanderson,CRU,Atacante,6,5.27,0.36,2.07,17,9.5,True,True,FLA,-1.206,armadilha_leve,2.177,1.13,1.0,0.311,0.469
100742,Matheus Henrique,CRU,Meia,7,4.54,0.0,1.88,20,0.0,False,True,FLA,-0.528,armadilha_leve,1.926,1.88,1.0,0.311,0.469
111690,Matheus Cunha,INT,Goleiro,7,4.34,-0.68,3.43,12,2.1,True,True,CAM,0.59,valor_bom,3.092,0.93,1.0,0.442,0.479
89275,William,CRU,Lateral,7,9.17,0.0,3.66,11,0.0,False,True,FLA,-0.752,armadilha_leve,4.309,2.84,1.0,0.311,0.469
88479,Walace,VIT,Meia,6,2.87,-0.5,0.55,4,0.2,True,True,BAH,-0.647,armadilha_leve,0.848,0.55,0.5,0.377,0.479
113158,Marquinhos,CRU,Atacante,6,3.54,0.0,0.45,2,0.0,False,True,FLA,-0.124,neutro,2.013,0.45,0.25,0.311,0.469
