atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,prob_vitoria,prob_gols
146430,Justino,BOT,Zagueiro,7,3.24,0.0,2.74,8,0.0,False,True,CAP,0.422,neutro,2.048,1.62,1.0,0.414,0.461
110144,Spinelli,VAS,Atacante,2,5.75,0.14,3.05,15,2.1,True,False,PAL,-0.656,armadilha_leve,2.825,2.52,1.0,0.351,0.504
131964,Jhoan Hernández,BOT,Lateral,6,3.69,0.0,0.0,1,0.0,False,True,CAP,-0.972,armadilha_leve,1.664,0.0,0.125,0.414,0.461
97899,Matheus Bahia,INT,Lateral,3,8.06,0.52,4.72,15,10.3,True,True,CAM,0.368,neutro,4.888,3.25,1.0,0.442,0.479
130393,Luiz Gustavo,BAH,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,VIT,0.395,neutro,0.0,0.0,0.0,0.239,0.479
143465,Keven Samuel,FLU,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,REM,0.539,valor_bom,0.0,0.0,0.0,0.666,0.527
145563,João Ananias,SAN,Zagueiro,6,3.43,0.64,2.5,6,4.7,True,True,MIR,0.01,neutro,1.846,2.0,0.75,0.499,0.5
104666,Moisés,SAN,Atacante,5,4.78,0.0,2.35,13,0.0,False,True,MIR,-0.626,armadilha_leve,2.371,0.73,1.0,0.499,0.5
126189,Tomás Pérez,CAM,Meia,6,4.13,0.0,1.54,12,0.0,False,False,INT,-0.498,neutro,1.74,1.54,1.0,0.174,0.479
141595,Gabriel Mec,GRE,Atacante,6,3.17,-1.28,2.89,15,3.8,True,False,RBB,0.475,neutro,2.21,1.82,1.0,0.145,0.504
139200,Pedro Kauã,INT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.395,neutro,0.0,0.0,0.0,0.442,0.479
104036,Labyad,COR,Meia,5,4.52,0.0,2.05,11,0.0,False,False,CFC,-0.368,neutro,2.046,0.69,1.0,0.211,0.384
147545,Jefinho,GRE,Meia,6,1.46,0.0,1.5,1,0.0,False,False,RBB,1.124,valor_bom,1.053,1.5,0.125,0.145,0.504
109987,Medina,BOT,Meia,7,7.08,0.03,3.86,13,4.2,True,True,CAP,0.686,valor_bom,3.947,3.48,1.0,0.414,0.461
105048,Jajá,REM,Atacante,7,6.23,-1.4,5.32,19,0.4,True,False,FLU,2.138,valor_oculto,5.175,2.53,1.0,0.313,0.527
133671,Gustavo Reis,RBB,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.281,neutro,0.0,0.0,0.0,0.539,0.504
92747,Eduardo Domínguez,CAM,Técnico,7,10.7,0.4,5.4,18,8.21,True,False,INT,-0.475,neutro,5.614,5.4,1.0,0.174,0.479
101807,Oliva,SAN,Meia,7,6.1,-0.07,2.83,14,1.4,True,True,MIR,0.311,neutro,3.288,2.12,1.0,0.499,0.5
142261,Jeferson,GRE,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,RBB,0.539,valor_bom,0.0,0.0,0.0,0.145,0.504
142275,Luiz Felipe,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,False,CRU,0.526,valor_bom,0.0,0.0,0.0,0.157,0.469
93368,Lucas Veríssimo,SAN,Zagueiro,5,8.63,0.0,4.01,12,0.0,False,True,MIR,0.069,neutro,3.987,3.01,1.0,0.499,0.5
141400,Huguinho,BOT,Meia,7,4.48,-1.51,3.74,5,-2.1,True,True,CAP,0.451,neutro,2.694,2.74,0.625,0.414,0.461
147875,Daniel Silva,FLA,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,CRU,0.395,neutro,0.0,0.0,0.0,0.157,0.469
93834,Keiller,CFC,Goleiro,6,4.0,0.0,0.0,0,0.0,False,True,COR,-2.153,armadilha_forte,0.0,0.0,0.0,0.307,0.384
88963,Leonardo Jardim,FLA,Técnico,7,13.84,0.3,7.33,19,11.64,True,False,CRU,0.699,valor_bom,6.964,7.33,1.0,0.157,0.469
81720,Lingard,COR,Atacante,6,3.96,-0.24,1.78,13,0.6,True,False,CFC,-0.472,neutro,2.018,1.4,1.0,0.211,0.384
147268,Anderson Pato,VIT,Atacante,5,3.12,0.0,1.38,4,0.0,False,True,BAH,-0.947,armadilha_leve,1.084,1.38,0.5,0.377,0.479
124219,Millán,FLU,Zagueiro,6,4.11,-0.75,0.75,4,0.0,True,True,REM,-1.376,armadilha_leve,1.153,0.75,0.5,0.666,0.527
100804,Tchamba,REM,Zagueiro,7,4.58,-0.53,2.19,15,3.8,True,False,FLU,-0.086,neutro,2.394,1.79,1.0,0.313,0.527
124424,Rodrigo Castillo,FLU,Atacante,6,7.87,0.0,3.86,13,0.0,False,True,REM,0.082,neutro,4.229,1.63,1.0,0.666,0.527
142260,Bernardo Zortea,GRE,Meia,6,0.77,0.0,0.13,3,0.0,False,False,RBB,1.87,valor_oculto,0.761,0.13,0.375,0.145,0.504
133690,Bruno Lopes,VAS,Atacante,6,1.57,0.0,1.7,1,0.0,False,False,PAL,0.865,valor_bom,1.021,1.7,0.125,0.351,0.504
37457,Léo Condé,REM,Técnico,7,7.83,-0.14,4.67,19,3.8,True,False,FLU,0.108,neutro,4.678,4.67,1.0,0.313,0.527
140726,David Martins,BAH,Meia,6,0.65,0.0,-0.1,3,0.0,False,False,VIT,2.028,valor_oculto,0.698,0.0,0.375,0.239,0.479
110605,Vinícius Balieiro,CHA,Meia,7,3.62,0.0,1.84,5,0.0,False,True,SAO,0.128,neutro,1.964,1.84,0.625,0.264,0.458
121823,Kauê,COR,Goleiro,6,5.52,0.0,8.7,2,0.0,False,False,CFC,1.893,valor_oculto,5.035,6.2,0.25,0.211,0.384
129661,Wendel,BAH,Meia,6,1.0,0.0,0.0,0,0.0,False,False,VIT,0.526,valor_bom,0.0,0.0,0.0,0.239,0.479
84268,Georgemy,MIR,Goleiro,6,3.0,0.0,0.0,0,0.0,False,False,SAN,-1.56,armadilha_forte,0.0,0.0,0.0,0.477,0.5
115537,Marcos Victor,BAH,Zagueiro,6,4.18,0.0,2.67,3,0.0,False,False,VIT,0.627,valor_bom,2.748,1.67,0.375,0.239,0.479
145659,Nicolas,SAO,Lateral,6,2.79,0.0,5.0,1,0.0,False,False,CHA,0.489,neutro,2.22,2.0,0.125,0.27,0.458
130232,Caio Roque,BOT,Lateral,6,5.72,0.0,4.0,3,0.0,False,True,CAP,-0.007,neutro,3.622,2.33,0.375,0.414,0.461
141752,Caio Valle,BOT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,CAP,0.526,valor_bom,0.0,0.0,0.0,0.414,0.461
148125,Ryan Augusto,RBB,Lateral,6,3.78,0.0,3.7,5,0.0,False,True,GRE,0.036,neutro,2.575,3.1,0.625,0.539,0.504
107256,Zé Vitor,VIT,Meia,7,6.21,0.92,4.16,13,7.4,True,True,BAH,1.296,valor_bom,4.133,3.78,1.0,0.377,0.479
141184,Walace Falcão,VAS,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,PAL,0.395,neutro,0.0,0.0,0.0,0.351,0.504
95131,Gabriel Taliari,REM,Atacante,7,8.86,-1.2,5.4,11,2.4,True,False,FLU,0.873,valor_bom,5.16,2.49,1.0,0.313,0.527
107093,Luciano Juba,BAH,Lateral,7,10.35,-0.91,6.92,19,0.0,True,False,VIT,1.324,valor_bom,6.411,3.5,1.0,0.239,0.479
142257,Luis Eduardo,GRE,Zagueiro,6,1.45,0.0,-0.3,2,0.0,False,False,RBB,1.008,valor_bom,1.024,0.0,0.25,0.145,0.504
143153,Tarzia,VIT,Atacante,6,4.67,0.98,3.3,16,8.2,True,True,BAH,0.274,neutro,3.001,1.99,1.0,0.377,0.479
143252,Gean,VIT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.265,neutro,0.0,0.0,0.0,0.377,0.479
147560,Caio Suassuna,BAH,Atacante,6,2.64,0.0,2.0,1,0.0,False,False,VIT,-0.489,neutro,1.054,2.0,0.125,0.239,0.479
147192,Claudinho,CAP,Lateral,5,7.84,0.0,7.52,6,0.0,False,False,BOT,2.009,valor_oculto,6.195,5.19,0.75,0.281,0.461
103347,Matheus Alexandre,REM,Lateral,7,4.19,0.0,1.92,11,0.0,False,False,FLU,-1.074,armadilha_leve,1.9,1.1,1.0,0.313,0.527
127273,Artur Jorge,CRU,Técnico,7,11.92,-0.08,6.43,15,7.23,True,True,FLA,0.419,neutro,6.313,6.43,1.0,0.311,0.469
102877,Gabriel Poveda,REM,Atacante,6,2.68,0.0,0.66,11,0.0,False,False,FLU,-0.896,armadilha_leve,0.776,0.66,1.0,0.313,0.527
123005,Sidney,BAH,Meia,6,1.0,0.0,0.0,0,0.0,False,False,VIT,0.526,valor_bom,0.0,0.0,0.0,0.239,0.479
97905,Matheus Aurélio,CHA,Goleiro,6,2.61,0.0,1.7,2,0.0,False,True,SAO,0.985,valor_bom,2.408,1.7,0.25,0.264,0.458
42411,Cuca,SAN,Técnico,7,10.71,0.89,5.86,14,10.31,True,True,MIR,0.501,valor_bom,5.945,5.86,1.0,0.499,0.5
149715,Rafael Gonzaga,SAN,Lateral,6,2.79,0.0,2.4,1,0.0,False,True,MIR,0.146,neutro,1.931,2.4,0.125,0.499,0.5
141405,Avellar,VAS,Lateral,6,1.49,0.0,1.5,1,0.0,False,False,PAL,1.609,valor_oculto,1.831,1.5,0.125,0.351,0.504
101820,Mayk,REM,Lateral,5,5.75,0.0,3.27,14,0.0,False,False,FLU,-0.349,neutro,3.347,2.27,1.0,0.313,0.527
121811,Da Silva,CHA,Meia,6,3.0,0.0,0.0,0,0.0,False,True,SAO,-1.798,armadilha_forte,0.0,0.0,0.0,0.264,0.458
124264,Kauan Jesus,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.281,neutro,0.0,0.0,0.0,0.442,0.479
130282,Anthony,BOT,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,CAP,-2.009,armadilha_forte,0.0,0.0,0.0,0.414,0.461
148717,Tetê,SAO,Atacante,6,0.65,0.0,-0.4,4,0.0,False,False,CHA,1.952,valor_oculto,0.491,0.0,0.5,0.27,0.458
130209,Renê,VIT,Atacante,7,8.41,-0.03,6.23,14,2.3,True,True,BAH,1.793,valor_oculto,5.721,3.02,1.0,0.377,0.479
147089,Cauã Soares,CAM,Atacante,6,1.24,0.0,0.64,5,0.0,False,False,INT,1.157,valor_bom,0.822,0.64,0.625,0.174,0.479
94034,Kevin Ramírez,CHA,Atacante,6,4.21,-0.62,3.18,5,3.5,True,True,SAO,0.224,neutro,2.702,2.18,0.625,0.264,0.458
123016,David Braga,REM,Meia,6,2.82,-0.21,1.12,9,0.0,True,False,FLU,-0.341,neutro,1.062,1.12,1.0,0.313,0.527
149991,David,CFC,Atacante,6,0.92,0.0,0.0,1,0.0,False,True,COR,1.789,valor_oculto,0.832,0.0,0.125,0.307,0.384
149994,Jhuan Nunes,RBB,Atacante,6,1.83,0.0,2.3,1,0.0,False,True,GRE,0.566,valor_bom,1.088,2.3,0.125,0.539,0.504
149990,Franclim Carvalho,BOT,Técnico,7,10.72,-0.5,5.01,11,2.87,True,True,CAP,-0.934,armadilha_leve,5.467,5.01,1.0,0.414,0.461
141795,Kauan Coutinho,VIT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.395,neutro,0.0,0.0,0.0,0.377,0.479
130309,Rodrigo Falcão,SAN,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,MIR,0.281,neutro,0.0,0.0,0.0,0.499,0.5
132750,João Pedro,SAN,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,MIR,0.281,neutro,0.0,0.0,0.0,0.499,0.5
130399,Igor Felisberto,SAO,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,CHA,0.265,neutro,0.0,0.0,0.0,0.27,0.458
149993,Iago Machado,COR,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,CFC,0.395,neutro,0.0,0.0,0.0,0.211,0.384
150197,Osorio,SAO,Zagueiro,6,2.24,0.0,2.32,5,0.0,False,False,CHA,0.941,valor_bom,1.726,1.32,0.625,0.27,0.458
85465,Alex Santana,COR,Meia,6,4.02,0.0,0.8,1,0.0,False,False,CFC,-0.225,neutro,1.903,0.8,0.125,0.211,0.384
143255,Kauan Vitor,VIT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.265,neutro,0.0,0.0,0.0,0.377,0.479
150826,Nícollas,COR,Atacante,6,1.0,0.0,0.0,0,0.0,False,False,CFC,0.539,valor_bom,0.0,0.0,0.0,0.211,0.384
146701,Benjamin Arhin,INT,Meia,5,1.73,0.0,-0.3,1,0.0,False,True,CAM,0.529,valor_bom,0.853,0.0,0.125,0.442,0.479
150757,Samuel Pierri,SAN,Meia,6,1.88,0.0,0.45,2,0.0,False,True,MIR,0.393,neutro,0.888,0.45,0.25,0.499,0.5
143253,Wendell,VIT,Meia,6,2.0,0.0,0.0,0,0.0,False,True,BAH,-0.833,armadilha_leve,0.0,0.0,0.0,0.377,0.479
150825,Breno,RBB,Zagueiro,6,2.8,0.0,3.35,2,0.0,False,True,GRE,0.424,neutro,1.754,1.85,0.25,0.539,0.504
129665,Pablo,VAS,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,PAL,0.281,neutro,0.0,0.0,0.0,0.351,0.504
147877,Cauan Farias,VIT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.395,neutro,0.0,0.0,0.0,0.377,0.479
150952,Arthur Monteiro,CAP,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.265,neutro,0.0,0.0,0.0,0.281,0.461
142868,Johnny,FLA,Lateral,6,0.89,-0.11,0.0,1,0.0,True,False,CRU,2.449,valor_oculto,1.664,0.0,0.125,0.157,0.469
150180,Ramon Rique,VAS,Meia,6,2.93,0.0,2.83,4,0.0,False,False,PAL,0.234,neutro,1.608,1.58,0.5,0.351,0.504
145660,Luiz Felipe,INT,Lateral,6,1.65,0.0,1.45,2,0.0,False,True,CAM,1.324,valor_bom,1.788,1.45,0.25,0.442,0.479
141606,Hugo Leonardo,SAO,Meia,6,0.91,0.0,0.0,1,0.0,False,False,CHA,1.768,valor_oculto,0.886,0.0,0.125,0.27,0.458
141382,Gustavo Santana,SAO,Atacante,6,1.81,0.0,0.0,1,0.0,False,False,CHA,0.26,neutro,0.832,0.0,0.125,0.27,0.458
148092,Vitor Ramon,GRE,Lateral,6,1.0,0.0,0.2,1,0.0,False,False,RBB,2.263,valor_oculto,1.687,0.2,0.125,0.145,0.504
147792,Koné,PAL,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,True,VAS,-1.011,armadilha_leve,0.0,0.0,0.0,0.575,0.504
144898,Vitinho,CAP,Lateral,6,1.0,0.0,0.0,0,0.0,False,False,BOT,0.265,neutro,0.0,0.0,0.0,0.281,0.461
144255,João Alencar,SAN,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,MIR,0.395,neutro,0.0,0.0,0.0,0.499,0.5
150959,Davizinho,SAN,Lateral,6,0.81,0.0,0.0,2,0.0,False,True,MIR,2.415,valor_oculto,1.498,0.0,0.25,0.499,0.5
130279,Lukas Zuccarello,VAS,Meia,6,2.32,0.0,1.3,1,0.0,False,False,PAL,0.092,neutro,1.031,1.3,0.125,0.351,0.504
145703,Kaio Nóbrega,FLA,Meia,6,1.0,0.0,0.0,0,0.0,False,False,CRU,0.526,valor_bom,0.0,0.0,0.0,0.157,0.469
150995,Sayago,FLA,Meia,6,2.0,0.0,0.0,0,0.0,False,False,CRU,-0.833,armadilha_leve,0.0,0.0,0.0,0.157,0.469
131766,Filipinho,RBB,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.539,valor_bom,0.0,0.0,0.0,0.539,0.504
132553,Jemmes,FLU,Zagueiro,6,6.64,-0.18,3.57,16,2.9,True,True,REM,0.499,neutro,3.697,2.69,1.0,0.666,0.527
148126,Weimar Palacios,RBB,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,GRE,0.395,neutro,0.0,0.0,0.0,0.539,0.504
141125,Robert,CAM,Goleiro,6,1.0,0.0,0.0,0,0.0,False,False,INT,0.281,neutro,0.0,0.0,0.0,0.174,0.479
97101,Gabriel Rojas,CRU,Lateral,7,6.83,0.0,3.85,4,0.0,False,True,FLA,0.755,valor_bom,4.751,3.1,0.5,0.311,0.469
151003,Eduardo,PAL,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.539,valor_bom,0.0,0.0,0.0,0.575,0.504
147544,Gabriel Menegon,GRE,Goleiro,6,1.81,0.0,0.0,1,0.0,False,False,RBB,2.557,valor_oculto,3.369,0.0,0.125,0.145,0.504
144889,Victor Gabriel,PAL,Meia,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.526,valor_bom,0.0,0.0,0.0,0.575,0.504
151120,Jorge Rivaldo,CAP,Atacante,6,3.86,-0.56,-0.15,2,0.0,True,False,BOT,-0.554,armadilha_leve,1.893,0.0,0.25,0.281,0.461
141536,Yuri Alves,RBB,Meia,6,1.41,-0.07,1.0,2,0.5,True,True,GRE,1.125,valor_bom,0.998,1.0,0.25,0.539,0.504
145413,Rafael Coutinho,PAL,Meia,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.526,valor_bom,0.0,0.0,0.0,0.575,0.504
106907,Rafael Lacerda,CHA,Técnico,7,8.13,0.41,4.15,4,6.56,True,True,SAO,-0.781,armadilha_leve,4.514,4.15,0.5,0.264,0.458
37715,Thiago Silva,FLU,Zagueiro,7,7.07,0.0,2.5,2,0.0,False,True,REM,0.263,neutro,3.661,1.0,0.25,0.666,0.527
146663,Kauan Lima,PAL,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.281,neutro,0.0,0.0,0.0,0.575,0.504
130307,Wallace,GRE,Zagueiro,7,5.12,-0.96,4.3,2,-0.1,True,False,RBB,0.478,neutro,3.082,1.3,0.25,0.145,0.504
114208,Alejo Véliz,BAH,Atacante,7,5.8,1.79,2.9,4,9.6,True,False,VIT,-1.02,armadilha_leve,2.569,0.9,0.5,0.239,0.479
98617,Maripán,INT,Zagueiro,7,4.12,-0.62,1.88,5,1.7,True,True,CAM,-0.864,armadilha_leve,1.557,1.28,0.625,0.442,0.479
120681,Marco Moreno,BAH,Zagueiro,6,4.0,0.0,0.0,0,0.0,False,False,VIT,-2.783,armadilha_forte,0.0,0.0,0.0,0.239,0.479
107203,Max,CHA,Meia,5,4.39,0.0,1.85,2,0.0,False,True,SAO,-0.341,neutro,2.003,1.85,0.25,0.264,0.458
141763,Fabiano Souza,VIT,Lateral,7,3.85,0.0,0.23,3,0.0,False,True,BAH,-1.381,armadilha_leve,1.425,0.23,0.375,0.377,0.479
94214,Léo Duarte,CAM,Zagueiro,5,5.0,0.0,0.0,0,0.0,False,False,INT,-3.415,armadilha_forte,0.0,0.0,0.0,0.174,0.479
103626,Ocampo,CFC,Atacante,5,4.51,0.0,1.1,3,0.0,False,True,COR,-0.855,armadilha_leve,2.048,1.1,0.375,0.307,0.384
151294,Juan Ferreira,CHA,Meia,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.526,valor_bom,0.0,0.0,0.0,0.264,0.458
108946,Victor Sá,SAO,Atacante,6,6.08,1.76,2.7,4,9.9,True,False,CHA,0.844,valor_bom,4.12,1.45,0.5,0.27,0.458
102310,Matheus Felipe,REM,Zagueiro,6,4.14,0.0,2.7,2,0.0,False,False,FLU,0.672,valor_bom,2.762,1.2,0.25,0.313,0.527
124369,Léo Aragão,CRU,Goleiro,5,2.0,0.0,0.0,0,0.0,False,True,FLA,-0.796,armadilha_leve,0.0,0.0,0.0,0.311,0.469
130443,Luciano,CHA,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.395,neutro,0.0,0.0,0.0,0.264,0.458
105901,Edson Fernando,REM,Meia,6,2.62,0.0,-0.3,1,0.0,False,False,FLU,-0.417,neutro,0.853,0.0,0.125,0.313,0.527
113558,Bruninho,RBB,Meia,6,4.0,0.0,0.0,0,0.0,False,True,GRE,-2.546,armadilha_forte,0.0,0.0,0.0,0.539,0.504
106199,Gabriel Pec,CRU,Atacante,5,7.94,0.0,4.1,1,0.0,False,True,FLA,0.729,valor_bom,4.749,4.1,0.125,0.311,0.469
123445,Dantas,CAP,Zagueiro,6,5.1,0.0,1.5,1,0.0,False,False,BOT,-0.085,neutro,2.635,1.5,0.125,0.281,0.461
109114,Matheus Nascimento,GRE,Atacante,6,4.0,0.0,0.0,0,0.0,False,False,RBB,-3.141,armadilha_forte,0.0,0.0,0.0,0.145,0.504
117061,Gabriel Knesowitsch,MIR,Zagueiro,6,2.25,0.0,-0.03,3,0.0,False,False,SAN,-0.033,neutro,0.977,0.0,0.375,0.477,0.5
126996,Paulinho,VAS,Lateral,6,4.0,0.0,0.0,0,0.0,False,False,PAL,-3.184,armadilha_forte,0.0,0.0,0.0,0.351,0.504
99267,Pochettino,VIT,Meia,6,4.69,-0.52,1.12,4,0.8,True,True,BAH,-0.853,armadilha_leve,1.734,1.12,0.5,0.377,0.479
112985,Peralta,CRU,Meia,5,4.0,0.0,0.0,0,0.0,False,True,FLA,-2.546,armadilha_forte,0.0,0.0,0.0,0.311,0.469
101995,Brítez,VIT,Zagueiro,6,5.88,0.62,3.3,3,5.7,True,True,BAH,-0.136,neutro,2.92,2.3,0.375,0.377,0.479
91130,Fernandinho,MIR,Atacante,7,4.61,-0.33,3.4,3,1.9,True,False,SAN,-0.107,neutro,2.676,3.4,0.375,0.477,0.5
103967,Bruno Santos,MIR,Atacante,7,3.45,0.13,1.18,4,2.9,True,False,SAN,-1.344,armadilha_leve,1.017,1.18,0.5,0.477,0.5
103562,Guido Herrera,BAH,Goleiro,6,6.0,0.0,0.0,0,0.0,False,False,VIT,-3.047,armadilha_forte,0.0,0.0,0.0,0.239,0.479
128177,Pedro Emanuel,VAS,Técnico,7,10.27,-1.1,4.77,3,2.7,True,False,PAL,-1.669,armadilha_forte,5.063,4.77,0.375,0.351,0.504
99034,Elias,MIR,Lateral,6,3.41,0.0,1.8,1,0.0,False,False,SAN,-0.503,armadilha_leve,1.864,1.8,0.125,0.477,0.5
124483,Lucas Monzón,BOT,Zagueiro,6,3.42,-0.58,-0.4,1,-0.4,True,True,CAP,-0.864,armadilha_leve,1.16,0.0,0.125,0.414,0.461
146833,Cléber Lucas,BOT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,CAP,0.281,neutro,0.0,0.0,0.0,0.414,0.461
151406,Herick,BOT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CAP,0.395,neutro,0.0,0.0,0.0,0.414,0.461
151405,Victor Hugo,BOT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,CAP,0.526,valor_bom,0.0,0.0,0.0,0.414,0.461
101352,Bruno Matias,CHA,Meia,6,2.63,-0.58,1.12,4,0.8,True,True,SAO,-0.199,neutro,1.038,1.12,0.5,0.264,0.458
122121,Túlio Eduardo,CHA,Atacante,7,7.38,1.03,8.2,2,7.0,True,True,SAO,1.975,valor_oculto,5.504,0.2,0.25,0.264,0.458
151404,Lucas Emanuel,BOT,Atacante,6,1.45,0.0,1.4,1,0.0,False,True,CAP,1.014,valor_bom,0.988,1.4,0.125,0.414,0.461
122321,Lorran,FLA,Meia,6,8.0,0.0,5.93,3,0.0,False,False,CRU,1.114,valor_bom,4.591,4.26,0.375,0.157,0.469
98333,Gabriel Batista,BOT,Goleiro,6,3.0,0.0,0.0,0,0.0,False,True,CAP,-1.56,armadilha_forte,0.0,0.0,0.0,0.414,0.461
151436,Miguel Bilong,PAL,Atacante,6,2.0,0.0,0.0,0,0.0,False,True,VAS,-1.09,armadilha_leve,0.0,0.0,0.0,0.575,0.504
91204,Warleson,BOT,Goleiro,7,6.12,-0.2,5.67,3,2.1,True,True,CAP,1.194,valor_bom,4.542,4.0,0.375,0.414,0.461
97450,Gustavo Mosquito,MIR,Atacante,6,4.35,-0.64,1.37,3,0.8,True,False,SAN,-0.64,armadilha_leve,2.122,1.37,0.375,0.477,0.5
146964,Filipe Sirio,INT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.281,neutro,0.0,0.0,0.0,0.442,0.479
91626,Paulinho,BOT,Lateral,5,4.4,0.0,-0.3,1,0.0,False,True,CAP,0.152,neutro,3.061,0.0,0.125,0.414,0.461
118806,Buta,SAO,Lateral,6,5.0,0.0,0.0,0,0.0,False,False,CHA,-3.87,armadilha_forte,0.0,0.0,0.0,0.27,0.458
146624,Heittor,PAL,Atacante,6,1.17,0.0,0.55,2,0.0,False,True,VAS,1.333,valor_bom,0.859,0.55,0.25,0.575,0.504
150841,Fabricio Prado,INT,Atacante,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.539,valor_bom,0.0,0.0,0.0,0.442,0.479
141339,Paulo Roberto,CFC,Atacante,6,3.89,0.35,3.4,3,2.0,True,True,COR,0.444,neutro,2.676,0.73,0.375,0.307,0.384
109097,Jovane Cabral,GRE,Atacante,2,8.34,0.0,4.35,2,0.0,False,False,RBB,0.534,valor_bom,4.734,1.85,0.25,0.145,0.504
115247,Kaique,PAL,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,VAS,0.281,neutro,0.0,0.0,0.0,0.575,0.504
131762,Isac,SAO,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,CHA,0.395,neutro,0.0,0.0,0.0,0.27,0.458
150842,Gabriel Vinicius,INT,Meia,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.526,valor_bom,0.0,0.0,0.0,0.442,0.479
147468,Wellington,CHA,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,SAO,0.281,neutro,0.0,0.0,0.0,0.264,0.458
95541,Gustavo Cazonatti,MIR,Meia,7,3.35,-0.53,2.03,3,1.0,True,False,SAN,0.421,neutro,2.038,2.03,0.375,0.477,0.5
151440,Gutte,CAM,Meia,6,1.0,0.0,0.0,0,0.0,False,False,INT,0.526,valor_bom,0.0,0.0,0.0,0.174,0.479
109573,Martinelli,FLU,Meia,7,5.67,0.4,1.96,15,4.7,True,True,REM,-1.074,armadilha_leve,1.988,1.29,1.0,0.666,0.527
93637,Bruno Tubarão,CHA,Lateral,5,3.17,0.0,1.1,1,0.0,False,True,SAO,-0.384,neutro,1.787,1.1,0.125,0.264,0.458
151412,Kássio,CHA,Atacante,6,1.49,0.0,1.5,1,0.0,False,True,SAO,0.964,valor_bom,0.999,1.5,0.125,0.264,0.458
109461,Calebe,INT,Meia,6,5.41,-0.22,1.15,2,1.8,True,True,CAM,-1.094,armadilha_leve,1.863,1.15,0.25,0.442,0.479
106950,Fernando,CHA,Lateral,7,5.37,0.99,4.03,3,5.9,True,True,SAO,0.205,neutro,3.631,4.03,0.375,0.264,0.458
122670,Diego Caito,GRE,Lateral,7,5.88,0.06,4.47,3,2.7,True,False,RBB,0.058,neutro,3.751,2.47,0.375,0.145,0.504
144976,Domingos Andrade,BOT,Meia,6,5.04,0.04,1.5,1,1.5,True,True,CAP,-0.75,armadilha_leve,1.981,1.5,0.125,0.414,0.461
117314,Thiago Borbas,CAM,Atacante,6,3.5,0.0,-0.3,1,0.0,False,False,INT,0.031,neutro,2.104,0.0,0.125,0.174,0.479
141160,Zé Lucas,CRU,Meia,6,6.15,-0.39,2.3,2,1.7,True,True,FLA,0.831,valor_bom,3.731,2.3,0.25,0.311,0.469
100596,Krovinovic,GRE,Meia,7,5.34,0.34,2.3,1,2.3,True,False,RBB,-0.803,armadilha_leve,2.07,2.3,0.125,0.145,0.504
