atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
89256,Gerson,CRU,Meia,7,8.98,0.47,4.21,17,6.3,True,False,INT,0.39,neutro,4.15,3.92,1.0,48.9,neutro,2.57,0.425,-7.4,1.05,0.9,1.543,1.309,0.65,0.0,
69208,Gabriel Paulista,COR,Zagueiro,7,9.3,-0.76,4.76,13,2.8,True,True,REM,0.642,valor_bom,4.387,3.14,1.0,54.0,neutro,2.83,0.4,22.3,1.8,1.516,1.371,0.745,0.7,0.0,
95362,Cassierra,CAM,Atacante,7,5.4,0.0,2.08,14,0.0,False,True,BAH,-0.841,armadilha_leve,2.055,0.58,1.0,61.3,neutro,1.91,0.625,8.3,1.309,0.626,1.067,1.096,0.675,0.0,
103388,Emmanuel Martínez,VIT,Meia,6,6.16,-0.5,3.48,13,0.3,True,True,VAS,0.871,valor_bom,3.687,3.48,1.0,63.5,favoravel,2.18,0.75,66.7,0.982,1.008,0.345,1.14,0.55,0.0,
70449,Gabriel,VIT,Goleiro,6,5.02,-0.58,0.9,3,-1.7,True,True,VAS,-0.411,neutro,2.092,0.0,0.375,66.5,neutro,3.12,0.4,66.7,0.982,1.008,0.345,1.14,0.55,0.0,
147864,Rafael Monti,REM,Atacante,6,3.56,0.0,0.0,1,0.0,False,False,COR,-0.051,neutro,1.789,0.0,0.125,52.0,neutro,2.89,0.3,-22.3,1.371,0.745,1.8,1.516,0.675,0.0,
100342,Léo Andrade,REM,Zagueiro,6,4.79,0.0,2.95,4,0.0,False,False,COR,0.368,neutro,2.664,2.95,0.5,61.8,neutro,3.16,0.95,-22.3,1.371,0.745,1.8,1.516,0.675,0.0,
141873,Jacaré,COR,Lateral,6,2.0,0.0,0.0,0,0.0,False,True,REM,-0.89,armadilha_leve,0.0,0.0,0.0,53.2,neutro,1.56,0.4,22.3,1.8,1.516,1.371,0.745,0.7,0.0,
105089,Tetê,GRE,Atacante,6,9.01,-1.29,3.83,14,1.2,True,False,MIR,-0.067,neutro,4.242,2.69,1.0,43.6,neutro,2.87,0.65,-36.7,1.086,1.368,0.9,0.864,0.275,0.0,
146374,Gilberto Junior,CAP,Lateral,6,6.76,0.0,5.54,5,0.0,False,False,SAO,0.217,neutro,4.152,4.34,0.625,35.3,desfavoravel,3.52,0.25,-41.6,0.6,0.6,0.939,1.62,0.7,0.0,
106708,Igor Formiga,MIR,Lateral,6,7.89,0.0,4.52,13,0.0,False,True,GRE,0.436,neutro,4.81,3.6,1.0,74.4,favoravel,2.71,0.9,36.7,0.9,0.864,1.086,1.368,0.55,0.0,
141614,Paulinho,SAO,Atacante,6,2.0,0.0,0.0,0,0.0,False,True,CAP,-0.521,armadilha_leve,0.0,0.0,0.0,46.4,neutro,1.36,0.5,41.6,0.939,1.62,0.6,0.6,0.175,0.0,
105157,Villagra,INT,Meia,7,5.18,-0.34,2.08,13,0.5,True,True,CRU,-0.569,armadilha_leve,2.029,2.08,1.0,64.8,neutro,3.07,0.875,7.4,1.543,1.309,1.05,0.9,0.375,0.0,
110633,Gustavo,CFC,Meia,6,3.3,0.12,0.9,4,2.3,True,True,PAL,-0.669,armadilha_leve,0.974,0.9,0.5,35.8,neutro,1.54,0.05,-16.7,1.35,1.65,0.84,0.831,0.525,0.0,
142265,Dell,BAH,Atacante,6,1.82,0.0,0.65,4,0.0,False,False,CAM,0.425,neutro,0.762,0.65,0.5,56.9,neutro,1.94,0.9,-8.3,1.067,1.096,1.309,0.626,0.625,0.0,
113125,Picco,REM,Meia,6,6.03,-0.6,3.28,15,0.0,True,False,COR,0.758,valor_bom,3.539,2.95,1.0,50.5,neutro,2.53,0.3,-22.3,1.371,0.745,1.8,1.516,0.675,0.0,
