atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
141776,Gustavo Henrique,SAN,Meia,7,2.72,0.16,1.63,7,2.0,True,False,GRE,0.22,neutro,1.321,1.63,0.875,23.4,desfavoravel,1.18,0.325,-47.7,1.067,1.152,0.4,0.711,0.425,0.0,
39148,Hulk,FLU,Atacante,6,11.8,0.0,4.55,12,0.0,False,False,MIR,-0.423,neutro,4.678,2.63,1.0,68.9,neutro,2.78,0.85,0.6,1.067,1.219,1.059,0.913,0.675,0.0,
144423,Nicolas Pontes,CRU,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CHA,0.356,neutro,0.0,0.0,0.0,85.1,favoravel,2.39,0.95,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
80287,Luciano,SAO,Atacante,7,14.58,0.0,5.32,13,0.0,False,True,BOT,-0.579,armadilha_leve,5.148,1.86,1.0,66.4,neutro,4.79,0.85,34.5,1.018,1.6,1.138,0.75,0.25,0.0,
146991,Rhuan Gabriel,CRU,Meia,6,1.39,0.0,1.2,1,0.0,False,True,CHA,1.367,valor_bom,1.067,1.2,0.125,76.1,favoravel,2.66,0.65,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
133673,Mateus Xavier,SAN,Atacante,6,2.33,0.0,1.2,1,0.0,False,False,GRE,-0.021,neutro,0.883,1.2,0.125,21.7,desfavoravel,1.27,0.325,-47.7,1.067,1.152,0.4,0.711,0.425,0.0,
51413,Walter,MIR,Goleiro,7,5.33,-0.52,2.83,14,0.9,True,True,FLU,0.568,valor_bom,3.244,2.83,1.0,37.8,neutro,1.79,0.15,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
106104,Enamorado,GRE,Atacante,7,7.63,0.1,3.84,15,4.0,True,True,SAN,0.42,neutro,4.198,3.17,1.0,62.4,favoravel,2.62,0.85,47.7,0.4,0.711,1.067,1.152,0.4,0.0,
147287,Kaiquy Luiz,CRU,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CHA,0.665,valor_bom,0.0,0.0,0.0,83.7,favoravel,2.36,0.95,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
115025,Miguelito,SAN,Meia,7,3.6,0.0,1.5,6,0.0,False,False,GRE,-0.01,neutro,1.712,1.5,0.75,23.4,desfavoravel,1.42,0.325,-47.7,1.067,1.152,0.4,0.711,0.425,0.0,
142049,Bruno Alves,CRU,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,True,CHA,-0.639,armadilha_leve,0.0,0.0,0.0,83.7,neutro,2.36,0.95,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
123649,Janderson,CRU,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,True,CHA,0.665,valor_bom,0.0,0.0,0.0,83.7,favoravel,2.36,0.95,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
100652,Yuri Alberto,COR,Atacante,7,10.17,-0.87,2.69,12,1.5,True,True,CAM,-1.225,armadilha_leve,3.562,2.02,1.0,56.9,neutro,2.4,0.25,20.8,1.371,1.244,1.067,1.309,0.45,0.0,
91639,Igor Cariús,MIR,Lateral,5,2.94,0.0,1.0,1,0.0,False,True,FLU,-0.167,neutro,1.652,1.0,0.125,38.8,neutro,2.07,0.15,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
142130,Marcelo Eráclito,CRU,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,CHA,0.637,valor_bom,0.0,0.0,0.0,84.0,favoravel,2.36,0.95,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
94583,Pedro,FLA,Atacante,7,17.23,1.0,8.47,14,8.8,True,True,PAL,1.18,valor_bom,7.161,2.26,1.0,33.4,neutro,3.61,0.05,15.3,1.071,0.692,0.615,0.738,0.75,0.0,
128433,Johan Rojas,VAS,Meia,7,3.68,0.0,1.57,13,0.0,False,True,RBB,-0.1,neutro,1.684,1.19,1.0,41.6,neutro,1.81,0.25,25.0,0.873,1.024,1.347,1.067,0.45,0.0,
108713,Galeano,MIR,Atacante,6,4.42,-0.23,1.19,10,0.0,True,True,FLU,-0.934,armadilha_leve,1.589,1.19,1.0,55.6,neutro,1.8,0.575,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
86292,Bolasie,CHA,Atacante,7,3.81,0.0,1.81,12,0.0,False,False,CRU,-0.129,neutro,1.921,0.73,1.0,38.8,desfavoravel,1.75,0.75,-38.9,1.125,1.2,1.067,0.615,0.125,0.0,
114802,Vitor Roque,PAL,Atacante,5,17.01,0.0,7.6,7,0.0,False,False,FLA,0.053,neutro,6.143,4.17,0.875,12.2,desfavoravel,3.33,0.125,-15.3,0.615,0.738,1.071,0.692,0.625,0.0,
145400,Cauê,RBB,Lateral,6,4.23,0.0,3.47,3,0.0,False,False,VAS,0.719,valor_bom,3.366,2.47,0.375,49.9,neutro,2.94,0.575,-25.0,1.347,1.067,0.873,1.024,0.6,0.0,
103445,Kaio Jorge,CRU,Atacante,7,11.05,-0.45,4.14,11,1.0,True,True,CHA,-0.475,neutro,4.447,1.96,1.0,74.7,neutro,1.8,0.65,38.9,1.067,0.615,1.125,1.2,0.65,0.0,
101908,Willian Machado,MIR,Zagueiro,7,6.2,0.66,3.38,12,9.2,True,True,FLU,0.707,valor_bom,3.545,2.46,1.0,37.9,neutro,2.29,0.15,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
131516,JP Chermont,CFC,Lateral,7,4.94,0.0,3.37,9,0.0,False,True,BAH,0.269,neutro,3.35,1.81,1.0,39.0,neutro,2.16,0.3,-19.0,1.219,1.179,0.857,1.421,0.525,0.0,
81121,Lucas Mugni,MIR,Meia,6,7.0,0.0,0.0,0,0.0,False,True,FLU,-3.864,armadilha_forte,0.0,0.0,0.0,57.0,neutro,1.71,0.575,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
126182,Paulinho,INT,Meia,5,4.3,0.0,2.42,12,0.0,False,False,VIT,0.107,neutro,2.2,2.42,1.0,46.7,neutro,1.85,0.05,-28.6,1.76,1.318,1.167,1.091,0.7,0.0,
118655,Saldivia,VAS,Zagueiro,7,5.08,0.0,2.1,9,0.0,False,True,RBB,-0.235,neutro,2.28,2.1,1.0,63.4,neutro,2.12,0.75,25.0,0.873,1.024,1.347,1.067,0.45,0.0,
126120,Marcelinho,RBB,Meia,6,3.11,0.0,2.93,3,0.0,False,False,VAS,0.181,neutro,1.563,1.26,0.375,60.5,neutro,2.35,0.625,-25.0,1.347,1.067,0.873,1.024,0.6,0.0,
112367,Thalisson Gabriel,REM,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,CAP,-1.565,armadilha_forte,0.0,0.0,0.0,73.2,neutro,2.1,0.85,14.3,1.347,1.067,0.61,0.753,0.625,0.0,
94514,Lucas Oliveira,MIR,Zagueiro,6,5.39,0.28,3.48,5,3.0,True,True,FLU,0.294,neutro,2.867,2.28,0.625,37.9,neutro,3.27,0.15,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
130280,Phillipe Gabriel,VAS,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,RBB,0.637,valor_bom,0.0,0.0,0.0,63.5,favoravel,1.87,0.75,25.0,0.873,1.024,1.347,1.067,0.45,0.0,
133696,Wallace Davi,BOT,Meia,6,4.0,0.0,0.0,0,0.0,False,False,SAO,-2.324,armadilha_forte,0.0,0.0,0.0,41.4,neutro,1.33,0.2,-34.5,1.138,0.75,1.018,1.6,0.6,0.0,
115986,Denilson,MIR,Meia,6,3.33,-1.0,1.34,8,-1.9,True,True,FLU,-0.428,neutro,1.195,1.34,1.0,57.0,neutro,2.01,0.575,-0.6,1.059,0.913,1.067,1.219,0.425,0.0,
132412,Román Gómez,BAH,Lateral,6,8.47,0.0,7.1,2,0.0,False,False,CFC,1.139,valor_bom,5.627,5.6,0.25,64.9,neutro,4.44,0.925,19.0,0.857,1.421,1.219,1.179,0.325,0.0,
147090,Kauã Pascini,CAM,Lateral,6,2.64,0.0,2.17,3,0.0,False,False,COR,0.319,neutro,1.853,1.17,0.375,56.1,neutro,2.38,0.925,-20.8,1.067,1.309,1.371,1.244,0.625,0.0,
94154,Maycon,CAM,Meia,7,7.15,1.76,3.3,9,10.7,True,False,COR,0.441,neutro,3.664,2.19,1.0,49.8,neutro,2.9,0.45,-20.8,1.067,1.309,1.371,1.244,0.625,0.0,
146894,João Bom,CHA,Atacante,6,2.0,0.0,0.0,0,0.0,False,False,CRU,-0.667,armadilha_leve,0.0,0.0,0.0,38.8,desfavoravel,1.27,0.75,-38.9,1.125,1.2,1.067,0.615,0.125,0.0,
70666,Marllon,REM,Zagueiro,7,5.21,-0.09,2.84,16,0.0,True,True,CAP,0.215,neutro,2.721,2.28,1.0,73.2,favoravel,5.73,0.85,14.3,1.347,1.067,0.61,0.753,0.625,0.0,
90061,Bruno Pacheco,CHA,Lateral,7,7.26,2.37,3.84,7,11.7,True,False,CRU,0.493,neutro,4.597,2.41,0.875,31.7,desfavoravel,2.54,0.4,-38.9,1.125,1.2,1.067,0.615,0.125,0.0,
141139,Mateus Iseppe,CAM,Meia,6,2.0,0.0,0.0,0,0.0,False,False,COR,-0.649,armadilha_leve,0.0,0.0,0.0,49.8,neutro,1.53,0.45,-20.8,1.067,1.309,1.371,1.244,0.625,0.0,
141131,Vitão,CAM,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,COR,0.665,valor_bom,0.0,0.0,0.0,55.0,neutro,1.66,0.925,-20.8,1.067,1.309,1.371,1.244,0.625,0.0,
114040,Minda,CAM,Atacante,7,9.3,2.09,4.54,8,13.1,True,False,COR,0.376,neutro,4.704,2.54,1.0,48.2,neutro,5.68,0.45,-20.8,1.067,1.309,1.371,1.244,0.625,0.0,
