atleta_id,nome,clube_id,clube,posicao_id,pontos,preco,variacao,scout_DS,scout_FC,scout_I,scout_FS,scout_SG,scout_CA,scout_FD,scout_FF,scout_PP,scout_G,scout_DE,scout_GS,scout_A,scout_GC,scout_PC,scout_FT,scout_V,scout_CV,scout_DP,scout_PS
98517,Jean Lucas,265,BAH,4,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
98672,Savarino,266,FLU,4,,,,1.0,,,,,,,,,,,,,,,,,,,
98720,Angileri,264,COR,2,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,
98873,Samuel Lino,262,FLA,5,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
98909,Cuello,282,CAM,5,,,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,
99213,Puma Rodríguez,267,VAS,2,,,,2.0,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,
99228,De la Cruz,262,FLA,4,,,,,,,,,,,,,,,,,,,,,,,
99274,Alexander Barboza,263,BOT,3,,,,3.0,,,,,,1.0,2.0,,,,,,,,,,,,
99366,Luis Zubeldía,266,FLU,6,,,,,,,,,,,,,,,,,,,,,,,
99552,Rossi,262,FLA,1,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
99815,Arias,275,PAL,4,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,
