rodada_atual,status_mercado,esquema_default_id,cartoleta_inicial,max_ligas_free,max_ligas_pro,max_ligas_matamata_free,max_criar_ligas_matamata_free,max_ligas_matamata_pro,max_ligas_patrocinadas_free,max_ligas_patrocinadas_pro_num,max_atletas_favoritos_free,max_atletas_favoritos_pro,max_amigos_free,max_amigos_pro,game_over,temporada,reativar,exibe_sorteio_pro,fechamento,limites_competicao,times_escalados,mercado_pos_rodada,novo_mes_ranking,degustacao_gatomestre,bola_rolando,nome_rodada,limites_competicoes,rodada_final
10,2,4,100,1,10,5,5,10,2,2,5,20,10,20,False,2026,True,False,"{'dia': 4, 'mes': 4, 'ano': 2026, 'hora': 18, 'minuto': 29, 'timestamp': 1775338140}",{},989748,False,False,False,False,Rodada 10,"{'pontos_corridos': {'free': {'criacao': 3, 'participacao': 4}, 'pro': {'criacao': 10, 'participacao': 10}}}",38
