atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,scout_CA,scout_DE,scout_FS,scout_GS,scout_PC,scout_SG,scout_V,scout_DS,scout_FC,scout_FD,scout_G,scout_I,scout_FF,scout_A,scout_PS,scout_GC,scout_CV,scout_FT,scout_PP,scout_DP,mandante,adversario,prob_vitoria,prob_gols,tendencia,min_valorizar,pb_media,resiliencia_pct,confiabilidade,media_bayesiana,residuo_z,armadilha_label,custo_beneficio,cb_rank,status_label,time_pos,adv_pos,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,sequencia_time,forma_score_time,vantagem_mando,oportunidade_confronto,score_confronto,score_confronto_z,score_confronto_100,condicao_mando,pontos_esperados,caro_e_vale,recomendacao
97341,Rogério Ceni,265,BAH,6,Técnico,7,10.23,-0.36,5.72,27,4.16,True,,,,,,0.0,11.0,,,,0.0,,,0.0,,,,,,,False,PAL,0.18,,estavel,4.2,5.72,1.0,1.0,5.924,0.142,neutro,0.579,8,Provável,5.0,2.0,1.433,1.12,0.834,0.533,-1.0,0.7,-24.5,0.05,0.3579,-1.369,29.5,desfavoravel,4.75,False,TITULAR
72493,Alex Telles,263,BOT,2,Lateral,7,8.65,-1.01,4.14,21,2.0,True,4.0,,9.0,,1.0,2.0,,21.0,23.0,,3.0,,11.0,4.0,,,,,,,True,VAS,0.373,,baixa,2.0,2.04,0.493,1.0,4.421,-0.584,armadilha_leve,0.511,67,Provável,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.575,0.5387,0.095,51.4,neutro,3.85,False,WATCH
107231,Danilo,263,BOT,4,Meia,7,13.0,-0.57,7.01,19,0.8,True,1.0,,10.0,,,0.0,,31.0,11.0,6.0,7.0,,12.0,2.0,,,,1.0,,,True,VAS,0.373,,baixa,0.8,4.64,0.662,1.0,6.146,1.362,valor_bom,0.473,99,Provável,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.85,0.5215,0.289,54.3,neutro,4.37,False,TITULAR
95799,Artur,276,SAO,5,Atacante,7,8.65,0.05,5.04,22,3.3,True,1.0,,28.0,,,0.0,,19.0,9.0,15.0,3.0,1.0,18.0,3.0,1.0,,,,,,False,CRU,0.247,,estavel,3.3,3.27,0.649,1.0,5.026,0.602,valor_bom,0.581,36,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.55,0.4227,-0.793,38.1,desfavoravel,3.91,False,TITULAR
142890,Montoro,263,BOT,4,Meia,7,6.52,-0.62,2.67,22,1.5,True,5.0,,26.0,,,0.0,,13.0,17.0,9.0,0.0,,6.0,3.0,,,,2.0,,,True,VAS,0.373,,baixa,1.5,1.99,0.745,1.0,3.049,-0.409,neutro,0.468,101,Provável,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.85,0.5215,0.289,54.3,neutro,3.42,False,TITULAR
94968,Juninho Capixaba,280,RBB,2,Lateral,7,12.69,0.0,7.0,23,0.0,False,12.0,,31.0,,1.0,8.0,,51.0,44.0,5.0,3.0,2.0,12.0,2.0,,,,2.0,,,True,MIR,0.531,,estavel,7.0,4.74,0.677,1.0,6.525,0.603,valor_bom,0.514,65,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.75,0.6159,0.682,60.2,favoravel,4.5,True,TITULAR
100848,Luan Cândido,287,VIT,2,Lateral,7,6.03,0.57,3.52,17,4.6,True,1.0,,6.0,,,5.0,,15.0,13.0,3.0,0.0,6.0,4.0,2.0,1.0,,1.0,,,,True,CHA,0.55,,alta,4.6,2.05,0.582,1.0,3.566,-0.338,neutro,0.591,42,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.825,0.7254,1.514,72.7,neutro,4.04,False,TITULAR
39850,Vagner Mancini,280,RBB,6,Técnico,7,8.24,-0.1,5.33,26,3.75,True,,,,,,0.0,10.0,,,,0.0,,,0.0,,,,,,,True,MIR,0.531,,estavel,3.8,5.33,1.0,1.0,5.199,0.911,valor_bom,0.631,3,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.513,0.146,52.2,neutro,4.0,False,BANCO
93882,Cleiton,280,RBB,1,Goleiro,2,5.9,-0.29,2.24,8,0.0,True,1.0,13.0,,8.0,,2.0,,,,,0.0,,,0.0,,,,,,,True,MIR,0.531,,estavel,2.2,0.99,0.442,1.0,3.31,-0.143,neutro,0.561,17,Dúvida,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.75,0.6159,0.731,61.0,neutro,3.04,False,WATCH
100695,Fernando,280,RBB,5,Atacante,7,5.7,0.13,5.06,13,3.8,True,2.0,,12.0,,,0.0,,15.0,8.0,3.0,3.0,3.0,8.0,1.0,,,,1.0,,,True,MIR,0.531,,estavel,3.8,2.83,0.559,1.0,4.115,0.922,valor_bom,0.722,4,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.5226,0.148,52.2,neutro,3.26,False,TITULAR
110750,Gustavo Marques,280,RBB,3,Zagueiro,7,6.81,-0.57,4.46,23,0.3,True,3.0,,17.0,,,8.0,,28.0,19.0,6.0,1.0,1.0,7.0,0.0,,,,,,,True,MIR,0.531,,baixa,0.3,3.16,0.709,1.0,4.368,1.093,valor_bom,0.641,9,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.75,0.6159,0.728,60.9,favoravel,3.69,False,TITULAR
112886,Lucas Barbosa,280,RBB,5,Atacante,7,9.87,0.16,6.26,24,6.7,True,5.0,,43.0,,,0.0,,32.0,41.0,17.0,5.0,7.0,28.0,2.0,,,,2.0,,,True,MIR,0.531,,estavel,6.7,4.18,0.668,1.0,5.942,1.297,valor_bom,0.602,27,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.5226,0.148,52.2,neutro,5.05,False,TITULAR
108133,Isidro Pitta,280,RBB,5,Atacante,7,4.88,-0.26,3.27,24,-0.3,True,3.0,,13.0,,,0.0,,2.0,27.0,8.0,5.0,12.0,27.0,2.0,1.0,,,1.0,1.0,,True,MIR,0.531,,estavel,3.3,1.19,0.364,1.0,3.097,0.142,neutro,0.635,14,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.5226,0.148,52.2,neutro,2.87,False,WATCH
105213,Sant'Anna,280,RBB,2,Lateral,7,8.56,0.17,5.61,12,3.9,True,4.0,,6.0,,,6.0,,16.0,11.0,4.0,0.0,3.0,4.0,2.0,,,,,,,True,MIR,0.531,,estavel,3.9,3.28,0.585,1.0,5.429,0.723,valor_bom,0.634,20,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.75,0.6159,0.682,60.2,favoravel,3.97,False,TITULAR
39656,Alan Franco,282,CAM,4,Meia,7,4.58,0.0,1.95,20,0.0,False,5.0,,8.0,,,0.0,,25.0,27.0,3.0,0.0,2.0,3.0,1.0,,,,,,,False,CAP,0.247,,estavel,1.9,1.7,0.872,1.0,2.046,-0.603,armadilha_leve,0.447,111,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.2,0.4125,-0.811,37.8,desfavoravel,2.58,False,WATCH
111246,Alix Vinicius,280,RBB,3,Zagueiro,7,5.08,0.17,2.81,19,2.2,True,5.0,,9.0,,,7.0,,17.0,31.0,2.0,0.0,,4.0,0.0,,,1.0,,,,True,MIR,0.531,,estavel,2.2,1.7,0.605,1.0,2.787,-0.046,neutro,0.549,33,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.75,0.6159,0.728,60.9,neutro,3.03,False,WATCH
111760,Fabinho,280,RBB,4,Meia,7,2.85,0.08,1.29,11,4.1,True,,,9.0,,,0.0,,11.0,15.0,,0.0,,1.0,0.0,,,1.0,,,,True,MIR,0.531,,estavel,4.1,1.29,1.0,1.0,1.194,-0.31,neutro,0.419,127,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.513,0.203,53.0,neutro,2.35,False,WATCH
117910,Breno Bidon,264,COR,4,Meia,7,8.23,0.53,3.51,25,3.7,True,4.0,,59.0,,,0.0,,26.0,33.0,2.0,2.0,2.0,8.0,1.0,,,,1.0,,,False,INT,0.261,,alta,3.7,2.91,0.829,1.0,3.651,-0.392,neutro,0.444,114,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.55,0.4191,-0.744,38.8,neutro,2.99,False,TITULAR
98909,Cuello,282,CAM,5,Atacante,7,9.91,-1.13,6.64,23,7.2,True,2.0,,36.0,,,0.0,,35.0,21.0,9.0,5.0,16.0,24.0,2.0,,,,4.0,,,False,CAP,0.247,,baixa,7.2,4.47,0.673,1.0,6.214,1.634,valor_oculto,0.627,17,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.2,0.4125,-0.889,36.7,desfavoravel,4.84,False,TITULAR
72460,Bernard,282,CAM,4,Meia,7,5.51,0.9,3.1,23,8.2,True,,,18.0,,,0.0,,17.0,16.0,2.0,2.0,3.0,5.0,4.0,,,,,,,False,CAP,0.247,,alta,8.2,1.8,0.581,1.0,3.356,0.57,valor_bom,0.609,23,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.2,0.4125,-0.811,37.8,desfavoravel,3.92,False,TITULAR
107554,Natanael,282,CAM,2,Lateral,7,9.54,0.45,5.18,18,11.9,True,,,29.0,,,3.0,,35.0,16.0,4.0,0.0,4.0,6.0,2.0,,,1.0,,,,False,CAP,0.247,,estavel,11.9,4.12,0.795,1.0,5.173,-0.006,neutro,0.542,58,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.05,0.2568,-2.047,19.3,desfavoravel,4.79,False,TITULAR
40990,Dorival Júnior,276,SAO,6,Técnico,7,9.78,0.34,4.66,20,8.15,True,,,,,,0.0,4.0,,,,0.0,,,0.0,,,,,,,False,CRU,0.247,,estavel,8.2,4.66,1.0,1.0,4.85,-0.683,armadilha_leve,0.496,16,Provável,11.0,6.0,0.844,0.72,1.333,1.12,1.0,0.65,-38.1,0.55,0.4227,-0.736,39.0,desfavoravel,3.9,False,WATCH
115674,Gabriel Delfim,282,CAM,1,Goleiro,7,2.09,-0.63,1.15,4,-1.0,True,,7.0,1.0,5.0,,0.0,,,,,0.0,,,0.0,,,,,,,False,CAP,0.247,,baixa,1.1,1.15,1.0,0.5,2.684,1.454,valor_bom,0.642,7,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.05,0.2568,-1.958,20.6,desfavoravel,2.84,False,WATCH
91607,R. Rústico,277,SAN,5,Atacante,7,7.01,1.88,2.72,20,15.6,True,4.0,,30.0,,,0.0,,21.0,25.0,3.0,1.0,9.0,11.0,0.0,,,,,,,True,FLA,0.233,,alta,15.6,2.32,0.853,1.0,3.368,-0.776,armadilha_leve,0.48,81,Provável,8.0,1.0,1.185,0.675,1.018,0.487,6.0,0.95,-11.9,0.1,0.3738,-1.254,31.2,neutro,2.76,False,WATCH
78248,Gustavo Henrique,264,COR,3,Zagueiro,7,9.46,1.04,4.33,22,12.2,True,3.0,,8.0,,1.0,7.0,,19.0,19.0,6.0,2.0,,11.0,1.0,,,,,,,False,INT,0.261,,alta,12.2,2.6,0.6,1.0,4.27,-0.01,neutro,0.451,62,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.9,0.5281,0.062,50.9,neutro,3.38,False,TITULAR
95556,Raniele,264,COR,4,Meia,7,8.19,-0.04,4.57,22,6.7,True,6.0,,32.0,,,0.0,,46.0,33.0,2.0,2.0,1.0,13.0,0.0,,,,1.0,,,False,INT,0.261,,estavel,6.7,4.12,0.902,1.0,4.443,0.697,valor_bom,0.542,58,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.55,0.4191,-0.744,38.8,neutro,3.35,False,TITULAR
85048,Memphis Depay,264,COR,5,Atacante,7,8.73,-0.37,2.3,11,2.6,True,1.0,,14.0,,,0.0,,2.0,5.0,5.0,1.0,2.0,5.0,0.0,,,,,,,False,INT,0.261,,estavel,2.6,1.57,0.683,1.0,3.432,-1.491,armadilha_leve,0.393,111,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.55,0.4191,-0.827,37.6,neutro,2.88,False,WATCH
101574,Hugo Souza,264,COR,1,Goleiro,7,8.41,-0.94,4.09,23,0.9,True,2.0,56.0,1.0,25.0,1.0,8.0,,1.0,,,0.0,,,0.0,,,,,,1.0,False,INT,0.261,,baixa,0.9,2.35,0.575,1.0,4.165,-0.197,neutro,0.495,23,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.9,0.5281,0.073,51.1,neutro,3.33,False,TITULAR
102340,Cacá,287,VIT,3,Zagueiro,7,5.31,0.38,2.5,19,3.1,True,5.0,,4.0,,1.0,6.0,,9.0,10.0,1.0,1.0,,6.0,0.0,,,1.0,,,,True,CHA,0.55,,estavel,3.1,1.24,0.496,1.0,2.569,-0.443,neutro,0.484,48,Provável,13.0,20.0,1.0,1.2,1.117,0.713,-1.0,0.325,50.0,0.825,0.7254,1.558,73.4,neutro,3.69,False,WATCH
105531,Matheus Bidu,264,COR,2,Lateral,7,12.13,0.41,7.22,21,5.4,True,4.0,,55.0,,1.0,7.0,,43.0,27.0,1.0,3.0,7.0,10.0,1.0,,,,,,,False,INT,0.261,,estavel,5.4,5.12,0.709,1.0,6.651,0.936,valor_bom,0.548,54,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.9,0.5281,0.015,50.2,neutro,4.44,False,TITULAR
92087,Lyanco,282,CAM,3,Zagueiro,7,7.8,0.0,3.04,9,0.0,False,2.0,,6.0,,,3.0,,10.0,10.0,,0.0,,3.0,0.0,,,1.0,,,,False,CAP,0.247,,estavel,3.0,2.04,0.671,1.0,3.54,-0.344,neutro,0.454,61,Provável,7.0,3.0,0.9,0.844,1.563,2.1,2.0,0.6,-40.5,0.05,0.2568,-1.995,20.1,desfavoravel,2.73,False,WATCH
106822,Rodrigo Nestor,265,BAH,4,Meia,7,6.04,0.24,3.94,20,4.6,True,5.0,,12.0,,,0.0,,24.0,25.0,9.0,0.0,1.0,23.0,4.0,,,,,,,False,PAL,0.18,,estavel,4.6,2.94,0.746,1.0,3.984,1.115,valor_bom,0.66,9,Provável,5.0,2.0,1.433,1.12,0.834,0.533,-1.0,0.7,-24.5,0.05,0.3579,-1.362,29.6,desfavoravel,4.33,False,TITULAR
42500,Fagner,283,CRU,2,Lateral,7,5.63,-0.63,3.81,20,0.0,True,3.0,,11.0,,,2.0,,30.0,23.0,2.0,0.0,,4.0,4.0,,,,,,,True,SAO,0.486,,baixa,3.8,2.51,0.659,1.0,3.768,0.161,neutro,0.669,11,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.825,0.7459,1.67,75.0,favoravel,3.37,False,TITULAR
96610,Matheus Pereira,283,CRU,4,Meia,7,14.51,-0.79,7.46,25,9.0,True,9.0,,86.0,,,0.0,,23.0,40.0,12.0,9.0,6.0,28.0,4.0,3.0,,,1.0,1.0,,True,SAO,0.486,,baixa,9.0,4.86,0.651,1.0,6.644,1.637,valor_oculto,0.458,108,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5359,0.434,56.5,neutro,4.48,False,TITULAR
45125,Tite,263,BOT,6,Técnico,7,8.52,-0.77,3.72,7,3.18,True,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,True,VAS,0.373,,baixa,3.2,3.72,1.0,0.875,4.282,-0.306,neutro,0.44,17,Provável,12.0,16.0,0.546,0.996,1.747,0.922,-1.0,0.425,29.5,0.85,0.5215,0.229,53.4,neutro,3.55,False,WATCH
105047,João Marcelo,283,CRU,3,Zagueiro,2,3.77,-0.1,2.14,13,0.5,True,2.0,,10.0,,,1.0,,10.0,13.0,,1.0,,1.0,0.0,,,,,,,True,SAO,0.486,,estavel,0.5,1.45,0.678,1.0,2.365,0.24,neutro,0.627,11,Dúvida,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.825,0.7459,1.714,75.7,favoravel,3.17,False,TITULAR
111690,Matheus Cunha,285,INT,1,Goleiro,7,4.12,0.0,3.18,16,0.0,False,2.0,28.0,3.0,20.0,,6.0,,,,,0.0,,,1.0,,,,,,,True,COR,0.453,,estavel,3.2,0.99,0.311,1.0,3.27,0.627,valor_bom,0.794,3,Provável,18.0,14.0,1.12,1.244,0.772,1.75,-1.0,0.3,-2.6,0.45,0.4893,-0.217,46.7,neutro,3.17,False,WATCH
84558,Lucas Romero,283,CRU,4,Meia,7,8.51,0.0,4.89,19,0.0,False,3.0,,22.0,,1.0,0.0,,35.0,23.0,5.0,2.0,,4.0,3.0,,,,,,,True,SAO,0.486,,estavel,4.9,3.57,0.73,1.0,4.654,0.85,valor_bom,0.547,57,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5359,0.434,56.5,neutro,3.67,False,TITULAR
132264,Arroyo,283,CRU,5,Atacante,7,8.42,2.88,4.27,23,22.5,True,4.0,,26.0,,,0.0,,15.0,20.0,14.0,4.0,2.0,15.0,3.0,,,1.0,,,,True,SAO,0.486,,alta,22.5,2.23,0.522,1.0,4.455,-0.037,neutro,0.529,64,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5437,0.347,55.2,neutro,3.38,False,TITULAR
100742,Matheus Henrique,283,CRU,4,Meia,7,4.6,-0.44,2.1,25,0.0,True,3.0,,26.0,,1.0,0.0,,24.0,17.0,1.0,0.0,,8.0,1.0,,,,,,,True,SAO,0.486,,estavel,2.1,1.9,0.905,1.0,2.145,-0.483,neutro,0.466,103,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.325,0.5359,0.434,56.5,neutro,2.48,False,WATCH
124912,Jonathan Jesus,283,CRU,3,Zagueiro,7,7.06,1.03,4.39,17,8.9,True,4.0,,6.0,,,3.0,,39.0,18.0,1.0,0.0,1.0,8.0,0.0,,,,,,,True,SAO,0.486,,alta,8.9,3.86,0.879,1.0,4.298,0.9,valor_bom,0.609,15,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.825,0.7459,1.714,75.7,favoravel,3.88,False,TITULAR
117404,Otávio,283,CRU,1,Goleiro,7,4.46,0.21,3.77,15,8.3,True,2.0,54.0,2.0,19.0,,1.0,,1.0,,,0.0,,,0.0,,,,,,,True,SAO,0.486,,estavel,8.3,3.44,0.912,1.0,3.659,0.81,valor_bom,0.82,2,Provável,6.0,11.0,1.333,1.12,0.844,0.72,1.0,0.6,38.1,0.825,0.7459,1.704,75.6,favoravel,3.33,False,TITULAR
83528,Léo Pereira,262,FLA,3,Zagueiro,7,8.97,-1.1,4.86,21,1.5,True,5.0,,9.0,,,10.0,,16.0,14.0,3.0,2.0,,10.0,1.0,,,,,,,False,SAN,0.506,,baixa,1.5,2.62,0.539,1.0,4.651,0.628,valor_bom,0.519,42,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.6,0.6498,0.985,64.8,neutro,3.61,False,TITULAR
84735,Jorginho,262,FLA,4,Meia,7,9.05,0.83,3.98,21,6.5,True,4.0,,26.0,,,0.0,,33.0,18.0,,2.0,,3.0,3.0,,,1.0,,,,False,SAN,0.506,,alta,6.5,2.79,0.701,1.0,4.011,-0.237,neutro,0.443,117,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.725,0.592,1.0,65.0,neutro,3.62,False,TITULAR
96652,Allan,264,COR,4,Meia,7,3.12,0.0,1.74,20,0.0,False,4.0,,10.0,,,0.0,,21.0,22.0,3.0,0.0,,4.0,1.0,,,1.0,,,,False,INT,0.261,,estavel,1.7,1.49,0.856,1.0,1.547,-0.096,neutro,0.496,84,Provável,14.0,18.0,0.772,1.75,1.12,1.244,-6.0,0.0,2.6,0.55,0.4191,-0.744,38.8,neutro,2.03,False,WATCH
96870,Emerson Royal,262,FLA,2,Lateral,7,7.96,0.0,5.63,12,0.0,False,,,5.0,,,7.0,,18.0,13.0,1.0,0.0,2.0,1.0,1.0,,,,,,,False,SAN,0.506,,estavel,5.6,3.46,0.615,1.0,5.441,1.008,valor_bom,0.684,6,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.6,0.6498,0.94,64.1,neutro,4.03,False,TITULAR
97867,Léo Ortiz,262,FLA,3,Zagueiro,7,8.31,-0.5,4.12,22,1.7,True,,,6.0,,,10.0,,17.0,14.0,,1.0,1.0,3.0,0.0,,,,2.0,,,False,SAN,0.506,,estavel,1.7,2.48,0.602,1.0,4.116,0.188,neutro,0.495,46,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.6,0.6498,0.985,64.8,neutro,3.72,False,TITULAR
98873,Samuel Lino,262,FLA,5,Atacante,7,12.45,0.0,8.64,25,0.0,False,3.0,,44.0,,,0.0,,41.0,23.0,12.0,9.0,4.0,19.0,7.0,,,,2.0,,,False,SAN,0.506,,estavel,8.6,4.36,0.505,1.0,7.755,2.766,valor_oculto,0.623,22,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.725,0.6017,0.893,63.4,neutro,5.59,False,TITULAR
62977,Ganso,266,FLU,4,Meia,7,4.24,0.89,1.61,19,6.2,True,2.0,,11.0,,,0.0,,13.0,11.0,2.0,0.0,1.0,1.0,1.0,,,,1.0,,,True,CFC,0.623,,alta,6.2,1.35,0.839,1.0,1.811,-0.677,armadilha_leve,0.427,125,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.75,0.7567,2.662,89.9,neutro,3.14,False,WATCH
91473,Erick Pulgar,262,FLA,4,Meia,7,6.4,0.0,2.94,16,0.0,False,6.0,,11.0,,,0.0,,29.0,20.0,1.0,1.0,,1.0,0.0,,,1.0,1.0,,,False,SAN,0.506,,estavel,2.9,2.63,0.895,1.0,3.324,0.027,neutro,0.519,75,Provável,1.0,8.0,1.018,0.487,1.185,0.675,5.0,1.0,11.9,0.725,0.592,1.0,65.0,neutro,3.31,False,TITULAR
78445,Renê,266,FLU,2,Lateral,7,9.68,-1.49,6.18,19,4.2,True,1.0,,18.0,,,4.0,,51.0,17.0,4.0,0.0,,4.0,2.0,,,,,,,True,CFC,0.623,,baixa,4.2,5.02,0.812,1.0,5.877,0.824,valor_bom,0.607,32,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.3,0.5413,0.115,51.7,neutro,4.76,False,TITULAR
122573,Wallace Yan,280,RBB,5,Atacante,7,2.92,0.0,1.24,9,0.0,False,1.0,,7.0,,,0.0,,3.0,7.0,3.0,0.0,2.0,1.0,1.0,,,1.0,,,,True,MIR,0.531,,estavel,1.2,0.68,0.548,1.0,1.102,-0.772,armadilha_leve,0.377,116,Provável,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.6,0.5226,0.148,52.2,neutro,2.9,False,WATCH
78855,Thiago Santos,294,CFC,3,Zagueiro,7,4.56,0.26,3.25,19,3.5,True,7.0,,17.0,,,5.0,,25.0,23.0,2.0,0.0,,3.0,0.0,,,,,,,False,FLU,0.15,,estavel,3.5,2.46,0.757,1.0,3.096,0.641,valor_bom,0.679,3,Provável,9.0,4.0,1.362,1.693,1.273,1.244,-1.0,0.375,-33.4,0.25,0.2926,-1.724,24.1,desfavoravel,2.63,False,WATCH
101319,Guga,266,FLU,2,Lateral,7,6.36,0.0,3.47,15,0.0,False,3.0,,9.0,,,3.0,,18.0,12.0,,0.0,1.0,3.0,2.0,,,,,,,True,CFC,0.623,,estavel,3.5,2.2,0.634,1.0,3.538,-0.564,armadilha_leve,0.556,50,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.3,0.5413,0.115,51.7,neutro,3.26,False,WATCH
87258,Soteldo,266,FLU,5,Atacante,7,4.53,0.0,2.12,19,0.0,False,1.0,,16.0,,,0.0,,8.0,3.0,5.0,0.0,1.0,8.0,2.0,,,,,,,True,CFC,0.623,,estavel,2.1,1.59,0.75,1.0,2.256,-0.693,armadilha_leve,0.498,75,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.75,0.7768,2.543,88.1,neutro,3.45,False,WATCH
116447,Hércules,266,FLU,4,Meia,7,6.4,-0.29,3.38,23,0.7,True,3.0,,10.0,,,0.0,,28.0,31.0,8.0,3.0,2.0,12.0,0.0,,,,,,,True,CFC,0.623,,estavel,0.7,2.73,0.808,1.0,3.564,0.352,neutro,0.557,49,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.75,0.7567,2.662,89.9,favoravel,3.99,False,TITULAR
72018,Tiago Volpi,280,RBB,1,Goleiro,2,9.35,-0.58,5.47,19,3.2,True,1.0,61.0,3.0,22.0,,6.0,,,,,2.0,,,0.0,,,,,,,True,MIR,0.531,,baixa,3.2,3.26,0.596,1.0,5.147,0.447,neutro,0.55,18,Dúvida,10.0,15.0,0.982,1.394,1.188,0.8,-1.0,0.225,28.2,0.75,0.6159,0.731,61.0,favoravel,3.69,True,TITULAR
132071,Serna,266,FLU,5,Atacante,7,7.83,0.91,4.12,26,13.9,True,1.0,,25.0,,,0.0,,22.0,23.0,10.0,4.0,7.0,10.0,3.0,,,,1.0,,,True,CFC,0.623,,alta,13.9,2.31,0.561,1.0,4.324,0.059,neutro,0.552,52,Provável,4.0,9.0,1.273,1.244,1.362,1.693,1.0,0.675,33.4,0.75,0.7768,2.543,88.1,favoravel,4.22,False,TITULAR
97145,Villasanti,284,GRE,4,Meia,7,7.11,-1.35,4.46,7,5.6,True,1.0,,6.0,,,0.0,,14.0,10.0,2.0,1.0,,1.0,0.0,,,,,,,False,REM,0.291,,baixa,5.6,3.75,0.841,0.875,4.264,0.942,valor_bom,0.525,66,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5198,0.272,54.1,neutro,5.51,False,TITULAR
105563,Carlos Vinícius,284,GRE,5,Atacante,7,12.04,-0.45,4.46,25,-0.1,True,5.0,,25.0,,,0.0,,6.0,28.0,14.0,9.0,19.0,11.0,1.0,,,,1.0,,,False,REM,0.291,,estavel,4.5,1.38,0.309,1.0,4.588,-1.199,armadilha_leve,0.381,114,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5198,0.122,51.8,neutro,3.75,False,WATCH
89273,João Pedro,284,GRE,2,Lateral,7,3.25,0.52,1.0,7,3.4,True,1.0,,2.0,,,1.0,,3.0,8.0,,0.0,1.0,,0.0,,,,,,,False,REM,0.291,,alta,3.4,0.57,0.57,0.875,1.45,-0.899,armadilha_leve,0.39,82,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5503,0.183,52.7,neutro,2.23,False,WATCH
104994,Wagner Leonardo,284,GRE,3,Zagueiro,7,5.23,0.0,2.5,10,0.0,False,1.0,,2.0,,,2.0,,13.0,10.0,,0.0,1.0,2.0,0.0,,,1.0,,,,False,REM,0.291,,estavel,2.5,1.9,0.76,1.0,2.603,-0.358,neutro,0.498,45,Provável,17.0,19.0,1.12,1.032,0.875,1.191,1.0,0.25,-23.8,0.825,0.5503,0.23,53.4,neutro,2.66,False,WATCH
