atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,scout_DS,scout_I,scout_CA,scout_DE,scout_FS,scout_GS,scout_PC,scout_SG,scout_FC,scout_A,scout_FD,scout_FF,scout_V,scout_G,scout_GC,scout_FT,scout_PP,scout_PS,scout_CV,scout_DP
101995,Brítez,287,VIT,3,Zagueiro,7,4.71,-1.17,2.4,4,-0.3,True,3.0,,1.0,,3.0,,,1.0,4.0,,,1.0,,,,,,,,
105901,Edson Fernando,364,REM,4,Meia,6,2.62,0.0,-0.3,1,0.0,False,,,,,,,,,1.0,,,,,,,,,,,
120681,Marco Moreno,265,BAH,3,Zagueiro,6,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
102310,Matheus Felipe,364,REM,3,Zagueiro,6,4.14,0.0,2.7,2,0.0,False,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,,,
117061,Gabriel Knesowitsch,2305,MIR,3,Zagueiro,7,1.6,-0.65,-0.35,4,-1.3,True,1.0,,2.0,,,,,,3.0,,,,,,,,,,,
128177,Pedro Emanuel,267,VAS,6,Técnico,7,9.96,-0.31,4.68,4,4.4,True,,,,,,,,,,,,,,,,,,,,
103626,Ocampo,294,CFC,5,Atacante,5,4.51,0.0,1.1,3,0.0,False,1.0,,,,1.0,,,,1.0,,,2.0,,,,,,,,
124369,Léo Aragão,283,CRU,1,Goleiro,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
151294,Juan Ferreira,315,CHA,4,Meia,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
106199,Gabriel Pec,283,CRU,5,Atacante,5,7.94,0.0,4.1,1,0.0,False,1.0,1.0,,,2.0,,,,1.0,,1.0,1.0,,,,,,,,
91130,Fernandinho,2305,MIR,5,Atacante,2,4.63,0.02,3.18,4,2.5,True,6.0,1.0,,,6.0,,,,4.0,,1.0,1.0,,,,,,,,
109114,Matheus Nascimento,284,GRE,5,Atacante,6,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
99267,Pochettino,287,VIT,4,Meia,6,5.57,0.88,2.28,5,6.9,True,2.0,,,,1.0,,,,1.0,,3.0,2.0,,,,1.0,,,,
123445,Dantas,293,CAP,3,Zagueiro,6,5.88,0.78,3.35,2,5.2,True,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,
122121,Túlio Eduardo,315,CHA,5,Atacante,7,6.77,-0.61,6.07,3,1.8,True,,2.0,,,3.0,,,,5.0,,,3.0,,2.0,,,,,,
112985,Peralta,283,CRU,4,Meia,5,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
103967,Bruno Santos,2305,MIR,5,Atacante,7,3.15,-0.3,1.28,5,1.7,True,1.0,3.0,,,4.0,,,,8.0,,2.0,4.0,,,,,,,,
99034,Elias,2305,MIR,2,Lateral,6,3.41,0.0,1.8,1,0.0,False,2.0,,1.0,,2.0,,,,4.0,,,,,,,,,,,
91204,Warleson,263,BOT,1,Goleiro,2,6.12,0.0,5.67,3,0.0,False,,,1.0,10.0,4.0,2.0,,1.0,,,,,,,,,,,,
98333,Gabriel Batista,263,BOT,1,Goleiro,2,3.0,0.0,0.9,1,0.9,True,,,,3.0,,3.0,,,,,,,,,,,,,,
107093,Luciano Juba,265,BAH,2,Lateral,7,11.99,1.64,7.19,20,12.4,True,24.0,,2.0,,13.0,,,7.0,15.0,1.0,6.0,7.0,,7.0,,1.0,1.0,,,
103562,Guido Herrera,265,BAH,1,Goleiro,6,6.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
113558,Bruninho,280,RBB,4,Meia,6,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
101352,Bruno Matias,315,CHA,4,Meia,6,2.59,-0.04,1.2,5,1.5,True,4.0,,1.0,,1.0,,1.0,,3.0,,,3.0,,,,,,,,
124483,Lucas Monzón,263,BOT,3,Zagueiro,6,3.42,0.0,-0.4,1,0.0,False,,,1.0,,,,,,2.0,,1.0,,,,,,,,,
151404,Lucas Emanuel,263,BOT,5,Atacante,6,1.45,0.0,1.4,1,0.0,False,,,,,1.0,,,,1.0,,1.0,,,,,,,,,
151405,Victor Hugo,263,BOT,4,Meia,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
126996,Paulinho,267,VAS,2,Lateral,6,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
146833,Cléber Lucas,263,BOT,1,Goleiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
151406,Herick,263,BOT,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
118806,Buta,276,SAO,2,Lateral,6,5.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
97450,Gustavo Mosquito,2305,MIR,5,Atacante,6,4.35,0.0,1.37,3,0.0,False,1.0,1.0,,,2.0,,,,1.0,,1.0,1.0,,,,,,,,
91626,Paulinho,263,BOT,2,Lateral,5,4.4,0.0,-0.3,1,0.0,False,,,,,,,,,1.0,,,,,,,,,,,
141339,Paulo Roberto,294,CFC,5,Atacante,6,5.94,2.05,5.23,4,10.7,True,4.0,,1.0,,1.0,,,,2.0,,,,,2.0,,,,,,
151436,Miguel Bilong,275,PAL,5,Atacante,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
131762,Isac,276,SAO,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
150842,Gabriel Vinicius,285,INT,4,Meia,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
144424,Vitor Lamounier,283,CRU,1,Goleiro,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
115247,Kaique,275,PAL,1,Goleiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
151412,Kássio,315,CHA,5,Atacante,6,1.49,0.0,1.5,1,0.0,False,1.0,,,,,,,,,,,,,,,,,,,
151440,Gutte,282,CAM,4,Meia,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
146624,Heittor,275,PAL,5,Atacante,6,1.17,0.0,0.55,2,0.0,False,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
150841,Fabricio Prado,285,INT,5,Atacante,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
146964,Filipe Sirio,285,INT,1,Goleiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
114801,Danilo Pereira,263,BOT,5,Atacante,7,6.27,0.94,3.93,3,7.1,True,2.0,1.0,,,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,
147468,Wellington,315,CHA,1,Goleiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
122670,Diego Caito,284,GRE,2,Lateral,7,6.07,0.19,4.35,4,4.0,True,4.0,,1.0,,7.0,,,,5.0,,,3.0,,1.0,,,,,,
93637,Bruno Tubarão,315,CHA,2,Lateral,5,3.17,0.0,1.1,1,0.0,False,1.0,,1.0,,,,,,2.0,,1.0,,,,,,,,,
144976,Domingos Andrade,263,BOT,4,Meia,6,5.04,0.0,1.5,1,0.0,False,1.0,,,,,,,,,,,,,,,,,,,
109097,Jovane Cabral,284,GRE,5,Atacante,6,7.61,-0.73,3.47,3,1.7,True,2.0,,,,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,
100596,Krovinovic,284,GRE,4,Meia,7,5.68,0.34,3.0,2,3.7,True,3.0,,,,,,,,3.0,,,3.0,,,,,,,,
106950,Fernando,315,CHA,2,Lateral,6,5.5,0.13,4.2,4,4.7,True,7.0,,,,5.0,,,1.0,4.0,,,,,,,,,,,
151292,Felipe Morais,283,CRU,4,Meia,6,2.26,0.0,2.4,2,0.0,False,3.0,,1.0,,3.0,,,,6.0,,,2.0,,,,,,,,
95541,Gustavo Cazonatti,2305,MIR,4,Meia,6,4.17,0.82,2.82,4,5.2,True,6.0,,1.0,,6.0,,,,3.0,,1.0,,,,,,,,,
127871,Vargas,293,CAP,5,Atacante,6,9.04,0.06,5.37,3,6.8,True,,,,,3.0,,,,,1.0,,2.0,,1.0,,,,,,
109461,Calebe,285,INT,4,Meia,6,5.41,0.0,1.15,2,0.0,False,,,,,3.0,,,,,,,1.0,,,,,,,,
147878,Alejandro,287,VIT,4,Meia,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
117314,Thiago Borbas,282,CAM,5,Atacante,6,4.15,0.65,1.8,2,3.9,True,1.0,,,,5.0,,,,4.0,,,1.0,,,,,,,,
141160,Zé Lucas,283,CRU,4,Meia,6,5.32,-0.83,1.53,3,0.0,True,2.0,,,,5.0,,,,3.0,,,,,,,,,,,
147201,João Kempes,285,INT,4,Meia,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
106313,Domingos Duarte,276,SAO,3,Zagueiro,7,6.25,-0.47,3.8,2,1.7,True,3.0,,,,2.0,,,,1.0,,2.0,,,,,,,,,
142764,Franco Rossi,315,CHA,5,Atacante,6,3.2,-0.49,1.67,3,0.5,True,1.0,,,,5.0,,,,2.0,,,2.0,,,,,,,,
141344,Vitor Tissi,294,CFC,4,Meia,7,0.99,-0.66,0.72,4,-1.0,True,2.0,,1.0,,3.0,,,,2.0,,,,,,,,,,,
114323,Colidio,267,VAS,5,Atacante,7,8.92,1.41,5.9,2,8.5,True,,,,,5.0,,,,1.0,,,2.0,,1.0,,,,,,
117909,Wesley,283,CRU,5,Atacante,7,9.49,-1.41,5.1,2,0.7,True,1.0,,2.0,,1.0,,,,2.0,,1.0,2.0,,1.0,,,,,,
86864,Marlon,364,REM,2,Lateral,7,5.5,0.96,2.8,2,5.4,True,5.0,,1.0,,,,,,3.0,,,,,,,,,,,
73476,Marcão,266,FLU,6,Técnico,7,12.47,0.34,7.67,2,7.12,True,,,,,,,,,,,,,2.0,,,,,,,
151492,Marquinhos,280,RBB,2,Lateral,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
104649,Heitor,315,CHA,2,Lateral,7,6.73,1.82,6.15,2,8.8,True,5.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,
130444,Rodrigo,315,CHA,5,Atacante,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
86777,Danilo Barbosa,284,GRE,4,Meia,7,5.32,-0.68,0.0,1,0.0,True,,,,,,,,,,,,,,,,,,,,
124961,Castaño,282,CAM,4,Meia,6,5.67,-0.35,0.4,2,1.4,True,1.0,,1.0,,,,,,3.0,,1.0,,,,,,,,,
130121,João Costa,283,CRU,5,Atacante,6,3.84,-0.61,0.73,3,0.4,True,,1.0,,,,,,,3.0,,2.0,1.0,,,,,,,,
102255,Santiago Sosa,267,VAS,4,Meia,7,8.25,0.19,3.4,2,4.4,True,5.0,,,,,,,,5.0,,,1.0,,,,,,,,
85035,Sanabria,285,INT,5,Atacante,6,6.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
106843,Borrero,315,CHA,4,Meia,7,4.69,0.69,3.0,1,3.0,True,2.0,,,,,,,,,,,,,,,,,,,
123795,Lucho Rodríguez,283,CRU,5,Atacante,6,8.92,0.0,7.0,1,0.0,False,,,1.0,,,,,,,1.0,,,,,,1.0,,,,
77510,Fred,282,CAM,4,Meia,6,7.94,-1.06,-0.1,1,-0.1,True,,,1.0,,2.0,,,,3.0,,,1.0,,,,,,,,
101237,Eliasson,285,INT,5,Atacante,6,4.43,-0.57,0.0,1,0.0,True,,,,,,,,,,,,,,,,,,,,
87747,Yago Felipe,315,CHA,4,Meia,7,9.11,1.17,8.65,2,8.2,True,8.0,,1.0,,2.0,,,,7.0,1.0,2.0,,,,,,,,,
106593,Villalba,283,CRU,3,Zagueiro,7,7.52,1.42,2.97,13,9.5,True,11.0,1.0,2.0,,4.0,,1.0,3.0,15.0,2.0,1.0,2.0,,,,,,,,
151632,Lemos,282,CAM,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
132553,Jemmes,266,FLU,3,Zagueiro,6,6.64,0.0,3.57,16,0.0,False,25.0,1.0,3.0,,9.0,,,3.0,13.0,1.0,,3.0,,,,,,,,
109573,Martinelli,266,FLU,4,Meia,7,5.95,0.28,2.23,16,6.3,True,12.0,,4.0,,9.0,,,,24.0,2.0,6.0,9.0,,,,,,,,
97810,Erick,287,VIT,5,Atacante,7,7.54,-0.74,4.08,19,0.1,True,4.0,2.0,1.0,,38.0,,,,6.0,4.0,7.0,9.0,,2.0,,1.0,,1.0,,
141606,Hugo Leonardo,276,SAO,4,Meia,6,0.91,0.0,0.0,1,0.0,False,,,,,,,,,,,,,,,,,,,,
151600,Miguel Carvalho,315,CHA,4,Meia,6,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
92171,Arthur Cabral,263,BOT,5,Atacante,7,9.89,0.0,6.16,17,0.0,False,13.0,3.0,2.0,,23.0,,,,29.0,1.0,11.0,17.0,,7.0,,,,,1.0,
69012,Santos,293,CAP,1,Goleiro,7,8.55,0.17,4.32,21,5.8,True,,,2.0,59.0,2.0,20.0,,7.0,,,,,,,,,,,,
101254,Alef Manga,364,REM,5,Atacante,6,7.78,0.06,4.51,24,2.1,True,20.0,20.0,1.0,,19.0,,,,18.0,3.0,10.0,18.0,,5.0,,,1.0,,,
122321,Lorran,262,FLA,4,Meia,6,8.0,0.0,5.93,3,0.0,False,5.0,,,,1.0,,,,6.0,,3.0,,,1.0,,,,,,
68685,Alan Patrick,285,INT,4,Meia,7,6.95,-0.09,3.62,19,1.7,True,15.0,,1.0,,27.0,,,,7.0,,2.0,12.0,,3.0,,,,,,
107300,Alex Bruno,287,VIT,5,Atacante,6,4.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
145781,Bruno André,267,VAS,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
105949,Rochet,285,INT,1,Goleiro,5,6.28,0.0,3.33,11,0.0,False,3.0,,1.0,22.0,1.0,11.0,,3.0,,,,,,,,,,,,
63007,Neymar,277,SAN,4,Meia,7,19.92,0.41,10.09,11,12.4,True,9.0,7.0,7.0,,46.0,,,,17.0,2.0,13.0,17.0,,6.0,,,,,,
42234,Cássio,283,CRU,1,Goleiro,6,6.89,0.0,1.32,5,0.0,False,,,,12.0,2.0,10.0,,,,,,,,,,,,,,
68928,Rafael,276,SAO,1,Goleiro,7,7.4,0.59,3.23,23,4.2,True,,,1.0,62.0,3.0,27.0,,4.0,,,,,,,,,,,,
96591,Renan Lodi,282,CAM,2,Lateral,7,10.19,-1.12,5.31,21,5.5,True,25.0,6.0,4.0,,46.0,,,6.0,35.0,3.0,6.0,16.0,,,,1.0,,1.0,1.0,
72294,Everson,282,CAM,1,Goleiro,7,9.67,0.31,4.58,23,8.6,True,,,,72.0,8.0,27.0,,6.0,1.0,1.0,,,,,,,,,,
103056,Gabriel Brazão,277,SAN,1,Goleiro,7,5.3,-1.04,2.71,19,1.6,True,,,4.0,49.0,3.0,30.0,1.0,4.0,,,1.0,,,,,,,,,
101727,Matheuzinho,264,COR,2,Lateral,7,11.15,0.0,6.49,18,0.0,False,43.0,4.0,3.0,,13.0,,,7.0,21.0,2.0,4.0,5.0,,1.0,1.0,,,,1.0,
85425,João Paulo,277,SAN,1,Goleiro,6,6.94,0.0,-0.35,2,0.0,False,,,2.0,6.0,1.0,7.0,,,,,,,,,,,,,,
61987,Alex Sandro,262,FLA,2,Lateral,6,8.2,0.0,3.53,15,0.0,False,16.0,,3.0,,14.0,,,6.0,20.0,,,1.0,,,,,,,,
105436,Carrascal,262,FLA,4,Meia,6,10.93,-2.41,6.24,16,5.9,True,23.0,,1.0,,18.0,,,,9.0,4.0,6.0,11.0,,3.0,,2.0,,,2.0,
87008,Léo Jardim,267,VAS,1,Goleiro,7,5.11,-0.68,2.48,22,-4.0,True,1.0,,1.0,62.0,2.0,37.0,,2.0,1.0,,,,,,,,,,,
99274,Alexander Barboza,275,PAL,3,Zagueiro,7,10.3,-0.64,5.16,15,6.0,True,33.0,,5.0,,,,,3.0,26.0,2.0,5.0,6.0,,1.0,,,,,1.0,
100898,Vitinho,263,BOT,2,Lateral,7,8.89,-0.17,4.76,18,1.4,True,42.0,1.0,3.0,,14.0,,,2.0,22.0,2.0,,3.0,,,,1.0,,,,
37656,Fábio,266,FLU,1,Goleiro,7,8.43,-0.58,4.3,23,-1.0,True,,,1.0,82.0,5.0,28.0,1.0,4.0,,,,,,,,,,,,
91101,Ronaldo,265,BAH,1,Goleiro,7,8.53,1.61,5.3,14,9.1,True,1.0,,2.0,41.0,1.0,9.0,,6.0,,,,,,,,,,,,
90768,Fabrício Bruno,283,CRU,3,Zagueiro,3,5.87,-1.02,2.19,21,0.2,True,17.0,,6.0,,5.0,,1.0,4.0,10.0,,4.0,4.0,,,,,,,,
109401,Erick Pulga,265,BAH,5,Atacante,7,7.92,0.61,3.83,22,7.9,True,22.0,12.0,5.0,,44.0,,1.0,,23.0,2.0,12.0,6.0,,1.0,,1.0,,3.0,,
91772,David Duarte,265,BAH,3,Zagueiro,7,6.97,0.74,4.47,16,7.7,True,19.0,2.0,3.0,,6.0,,,3.0,10.0,,4.0,3.0,,3.0,1.0,1.0,,,,
104758,Enzo Díaz,276,SAO,2,Lateral,6,9.04,0.0,3.9,13,0.0,False,28.0,2.0,7.0,,16.0,,,1.0,23.0,1.0,2.0,3.0,,,,,,,,
123717,Zé Guilherme,265,BAH,2,Lateral,6,4.29,0.0,2.88,5,0.0,False,6.0,,2.0,,4.0,,,1.0,4.0,,,2.0,,,,,,,,
80196,Yago Pikachu,364,REM,4,Meia,7,5.11,0.35,2.19,23,4.0,True,12.0,1.0,2.0,,17.0,,,,10.0,1.0,5.0,5.0,,2.0,,,,1.0,1.0,
68996,Willian José,265,BAH,5,Atacante,6,7.29,0.0,2.45,20,0.0,False,3.0,,,,5.0,,,,12.0,2.0,5.0,7.0,,3.0,,1.0,1.0,1.0,,
98022,Erick,265,BAH,4,Meia,7,6.81,0.97,3.83,17,8.2,True,26.0,1.0,5.0,,17.0,,,,21.0,,2.0,6.0,,2.0,,2.0,,,,
97868,Iago,276,SAO,2,Lateral,2,4.95,0.94,2.42,6,5.7,True,4.0,,,,1.0,,,1.0,4.0,,1.0,,,,,1.0,,,,
104783,Acevedo,265,BAH,4,Meia,7,7.51,-1.25,4.96,21,5.4,True,57.0,,6.0,,24.0,,,,45.0,,6.0,6.0,,1.0,,2.0,,,,
113397,Cristian Olivera,265,BAH,5,Atacante,7,7.38,0.22,4.06,17,3.5,True,13.0,7.0,1.0,,36.0,,,,12.0,1.0,12.0,8.0,,1.0,,1.0,,,,
80313,Gilberto,293,CAP,2,Lateral,7,7.82,0.0,4.84,12,0.0,False,20.0,1.0,,,3.0,,,3.0,5.0,1.0,3.0,2.0,,,,1.0,,,,
98517,Jean Lucas,265,BAH,4,Meia,3,10.26,0.16,5.57,20,10.0,True,38.0,1.0,3.0,,18.0,,,,30.0,3.0,3.0,11.0,,3.0,,2.0,,,,
106822,Rodrigo Nestor,265,BAH,4,Meia,7,5.28,-0.62,3.4,16,1.1,True,18.0,1.0,4.0,,8.0,,,,18.0,2.0,5.0,21.0,,,,,,,,
105990,Santiago Mingo,265,BAH,3,Zagueiro,7,5.5,0.73,2.64,21,9.0,True,11.0,1.0,3.0,,14.0,,1.0,7.0,13.0,,3.0,2.0,,,1.0,1.0,,,,
98484,Kanu,265,BAH,3,Zagueiro,6,3.68,0.0,0.83,3,0.0,False,,1.0,2.0,,1.0,,,1.0,3.0,,,,,,,,,,,
101314,Ademir,265,BAH,5,Atacante,5,5.59,0.0,2.35,21,0.0,False,12.0,3.0,3.0,,25.0,,,,16.0,1.0,6.0,6.0,,1.0,,,,2.0,,
97341,Rogério Ceni,265,BAH,6,Técnico,7,11.04,0.67,5.66,23,10.25,True,,,,,,,,,,,,,8.0,,,,,,,
111829,Kayky,285,INT,5,Atacante,5,3.63,0.0,1.27,6,0.0,False,2.0,,,,2.0,,,,,,3.0,,,,,,,,,
122994,Victor Nascimento,265,BAH,1,Goleiro,6,1.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
123360,Cauly,276,SAO,4,Meia,6,6.19,0.11,2.83,14,3.3,True,14.0,,,,13.0,,,,14.0,,3.0,6.0,,1.0,,,,,,
72493,Alex Telles,263,BOT,2,Lateral,7,8.76,-0.36,4.22,18,1.3,True,18.0,,4.0,,7.0,,1.0,2.0,22.0,3.0,,10.0,,3.0,,,,,,
107173,Michel Araújo,265,BAH,4,Meia,6,3.37,0.8,1.24,16,5.9,True,8.0,3.0,,,6.0,,,,11.0,1.0,2.0,5.0,,,,,,,1.0,
141419,Fredi Lippert,265,BAH,3,Zagueiro,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
136955,Sanabria,265,BAH,5,Atacante,6,5.44,0.0,2.69,14,0.0,False,5.0,2.0,2.0,,11.0,,,,10.0,1.0,2.0,8.0,,2.0,,,,,,
106323,Caio Alexandre,265,BAH,4,Meia,6,3.58,0.0,1.08,13,0.0,False,8.0,,1.0,,13.0,,,,14.0,,,1.0,,,,,,,,
145379,Kauê Furquim,265,BAH,5,Atacante,6,2.24,0.0,1.28,5,0.0,False,2.0,,,,8.0,,,,2.0,,,,,,,,,,,
129663,Ruan Pablo,265,BAH,5,Atacante,6,1.8,-0.01,0.4,2,0.8,True,,,,,,,,,,,,1.0,,,,,,,,
111831,Matheus Martins,263,BOT,5,Atacante,6,6.69,-0.07,4.13,18,1.7,True,10.0,,1.0,,19.0,,,,10.0,,11.0,7.0,,4.0,,1.0,,,,
107231,Danilo,263,BOT,4,Meia,7,14.19,0.0,8.05,15,0.0,False,25.0,,1.0,,8.0,,,,9.0,2.0,5.0,10.0,,7.0,,1.0,,,,
104693,Newton,276,SAO,4,Meia,7,4.11,-0.66,1.92,9,-0.1,True,10.0,,2.0,,6.0,,,,5.0,,1.0,2.0,,,,,,,,
97468,Marçal,263,BOT,2,Lateral,6,5.85,0.0,2.62,5,0.0,False,4.0,,1.0,,,,,2.0,7.0,,2.0,1.0,,,,,,,1.0,
95799,Artur,276,SAO,5,Atacante,7,8.68,0.23,5.07,18,2.9,True,14.0,1.0,1.0,,22.0,,,,7.0,2.0,13.0,15.0,,3.0,,,,1.0,,
142890,Montoro,263,BOT,4,Meia,7,6.91,0.41,2.69,18,3.0,True,9.0,,4.0,,25.0,,,,15.0,3.0,5.0,5.0,,,,2.0,,,,
102340,Cacá,287,VIT,3,Zagueiro,7,5.18,-0.81,2.65,16,0.6,True,7.0,,5.0,,4.0,,1.0,6.0,9.0,,1.0,3.0,,1.0,,,,,1.0,
126013,Ythallo,263,BOT,3,Zagueiro,6,3.5,0.0,0.2,1,0.0,False,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
124481,Mateo Ponte,263,BOT,2,Lateral,6,5.53,0.0,2.8,8,0.0,False,7.0,1.0,3.0,,7.0,,,1.0,5.0,1.0,,,,,,1.0,,,,
105214,Santi Rodríguez,263,BOT,4,Meia,6,8.12,2.33,3.34,12,16.5,True,11.0,,1.0,,17.0,,,,10.0,,,,,2.0,,1.0,,,,
146375,Kadir,263,BOT,5,Atacante,6,4.21,0.06,2.08,10,1.7,True,5.0,1.0,1.0,,6.0,,,,16.0,1.0,4.0,8.0,,,,,,,,
129930,Cristhian Loor,263,BOT,1,Goleiro,6,2.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
39850,Vagner Mancini,280,RBB,6,Técnico,7,8.76,0.13,5.54,22,7.0,True,,,,,,,,,,,,,10.0,,,,,,,
70360,Eduardo Sasha,280,RBB,5,Atacante,6,3.91,-0.04,0.98,18,0.8,True,6.0,3.0,1.0,,13.0,,,,2.0,,6.0,6.0,,,,,2.0,,,
94968,Juninho Capixaba,280,RBB,2,Lateral,7,13.3,0.03,7.36,20,8.2,True,42.0,2.0,10.0,,27.0,,,8.0,38.0,2.0,3.0,11.0,,3.0,,2.0,,,,
91158,Kaio,263,BOT,3,Zagueiro,5,7.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
98672,Savarino,266,FLU,4,Meia,6,9.02,0.0,4.67,17,0.0,False,7.0,6.0,2.0,,14.0,,,,6.0,2.0,10.0,14.0,,3.0,,3.0,,,,
93882,Cleiton,280,RBB,1,Goleiro,6,6.19,0.0,2.56,7,0.0,False,,,1.0,13.0,,8.0,,2.0,,,,,,,,,,,,
94067,Matheus Fernandes,280,RBB,4,Meia,6,5.4,0.0,2.88,13,0.0,False,18.0,1.0,2.0,,5.0,,,,14.0,1.0,1.0,10.0,,,,,,,,
78605,Gabriel,280,RBB,4,Meia,6,5.15,0.0,3.08,17,0.0,False,23.0,,5.0,,8.0,,1.0,,15.0,,5.0,3.0,,2.0,,,,,,
142877,Villalba,263,BOT,5,Atacante,6,4.33,0.0,1.61,10,0.0,False,6.0,,2.0,,2.0,,,,6.0,,1.0,1.0,,1.0,,,,,,
87225,Pedro Henrique,280,RBB,3,Zagueiro,7,7.02,-0.7,3.99,15,5.0,True,12.0,1.0,3.0,,11.0,,,6.0,7.0,,1.0,3.0,,1.0,,,,,,
100848,Luan Cândido,287,VIT,2,Lateral,7,5.7,-1.1,3.67,13,1.1,True,11.0,4.0,1.0,,5.0,,,4.0,12.0,2.0,2.0,4.0,,,,,,1.0,1.0,
105213,Sant'Anna,280,RBB,2,Lateral,7,8.83,-0.87,6.31,9,3.6,True,9.0,3.0,2.0,,4.0,,,6.0,8.0,2.0,3.0,3.0,,,,,,,,
100695,Fernando,280,RBB,5,Atacante,5,5.37,0.0,4.89,9,0.0,False,8.0,2.0,,,8.0,,,,6.0,1.0,3.0,3.0,,2.0,,1.0,,,,
142484,Barrera,263,BOT,4,Meia,5,4.93,0.0,2.46,11,0.0,False,5.0,,,,5.0,,,,9.0,,6.0,2.0,,1.0,,1.0,,,,
110715,Andrés Hurtado,280,RBB,2,Lateral,6,5.43,0.0,3.51,14,0.0,False,11.0,,2.0,,5.0,,,4.0,9.0,,1.0,7.0,,1.0,,,,,,
110750,Gustavo Marques,280,RBB,3,Zagueiro,7,8.6,1.44,4.77,19,13.5,True,22.0,1.0,3.0,,14.0,,,8.0,13.0,,4.0,6.0,,1.0,,,,,,
103295,Eric Ramires,280,RBB,4,Meia,7,2.36,0.18,0.6,15,1.5,True,6.0,,2.0,,7.0,,,,11.0,,,1.0,,,,,,1.0,,
108133,Isidro Pitta,280,RBB,5,Atacante,7,5.5,-0.27,3.78,21,2.3,True,2.0,10.0,2.0,,12.0,,,,23.0,2.0,7.0,27.0,,5.0,,1.0,1.0,1.0,,
106434,Eduardo Santos,280,RBB,3,Zagueiro,6,4.6,0.0,1.4,3,0.0,False,1.0,,,,,,,,1.0,,,,,,,1.0,,,,
107236,Vanderlan,280,RBB,2,Lateral,5,4.41,0.0,-0.3,1,0.0,False,,,1.0,,,,,,1.0,,,,,,,,,,,
143072,Gabriel Abdias,263,BOT,2,Lateral,6,3.0,0.0,0.0,0,0.0,False,,,,,,,,,,,,,,,,,,,,
132580,Vinicinho,280,RBB,5,Atacante,7,4.55,0.17,2.54,12,4.3,True,11.0,1.0,,,18.0,,,,3.0,,3.0,3.0,,,,,,,,
