atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados,oportunidade_confronto,vantagem_mando,time_momentum_of,time_momentum_def,adv_momentum_of,adv_momentum_def,forma_score_time,prob_vitoria,prob_gols
101729,Fabinho,CFC,Atacante,6,1.43,0.0,-0.03,7,0.0,False,True,COR,0.431,neutro,0.485,0.0,0.875,34.2,neutro,1.0,0.175,3.1,0.657,0.92,1.288,0.627,0.475,0.301,
104134,Fabri,VIT,Atacante,6,4.67,0.0,2.33,8,0.0,False,True,BAH,-0.46,neutro,2.369,1.71,1.0,43.6,neutro,2.23,0.575,27.3,0.2,1.115,0.719,0.821,0.35,0.362,0.475
107075,Yuri Sena,VIT,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,BAH,0.281,neutro,0.0,0.0,0.0,59.2,neutro,1.25,0.2,27.3,0.2,1.115,0.719,0.821,0.35,0.362,0.475
99789,Brenner,VAS,Atacante,5,6.94,0.0,2.9,14,0.0,False,False,PAL,-0.209,neutro,3.616,2.33,1.0,25.0,desfavoravel,1.91,0.15,-56.0,0.191,0.776,1.15,1.453,0.225,0.351,0.506
130608,Riquelme Fillipi,PAL,Atacante,6,1.46,0.0,1.37,3,0.0,False,True,VAS,1.076,valor_bom,1.054,1.37,0.375,72.4,favoravel,2.52,0.775,56.0,1.15,1.453,0.191,0.776,0.425,0.599,0.506
147088,Cissé,CAM,Meia,7,2.34,0.05,1.71,12,1.7,True,False,INT,0.573,valor_bom,1.437,1.29,1.0,58.0,neutro,2.25,0.475,0.0,1.32,0.652,0.575,0.986,0.8,0.174,0.468
146623,Luis Pacheco,PAL,Meia,6,1.98,0.0,0.0,3,0.0,False,True,VAS,0.12,neutro,0.747,0.0,0.375,71.3,favoravel,2.32,0.775,56.0,1.15,1.453,0.191,0.776,0.425,0.599,0.506
130906,Riquelme,CAP,Meia,6,1.53,0.0,1.06,5,0.0,False,False,BOT,1.005,valor_bom,1.04,1.06,0.625,55.6,neutro,1.95,0.85,-10.9,1.039,0.46,0.503,0.388,0.75,0.282,0.468
145404,Arthur,PAL,Lateral,6,4.38,0.16,4.05,15,2.5,True,True,VAS,1.103,valor_bom,3.852,2.85,1.0,79.0,favoravel,3.54,0.575,56.0,1.15,1.453,0.191,0.776,0.425,0.599,0.506
141551,Índio,CAM,Meia,6,1.0,0.0,0.0,0,0.0,False,False,INT,0.528,valor_bom,0.0,0.0,0.0,58.0,neutro,1.21,0.475,0.0,1.32,0.652,0.575,0.986,0.8,0.174,0.468
145436,Belé,PAL,Atacante,6,3.0,0.0,0.0,0,0.0,False,True,VAS,-2.026,armadilha_forte,0.0,0.0,0.0,72.4,neutro,1.77,0.775,56.0,1.15,1.453,0.191,0.776,0.425,0.599,0.506
87552,Vitor Bueno,REM,Meia,6,7.85,0.24,3.86,16,8.4,True,False,FLU,0.382,neutro,3.936,1.98,1.0,39.1,desfavoravel,2.1,0.475,-50.0,1.022,0.995,0.812,0.821,0.425,0.313,0.475
51413,Walter,MIR,Goleiro,7,4.51,-0.66,2.47,18,-2.4,True,False,SAN,-0.047,neutro,2.505,2.19,1.0,26.2,desfavoravel,3.53,0.625,-33.3,1.232,1.383,1.238,0.88,0.375,0.477,0.511
146632,Alisson,INT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CAM,0.265,neutro,0.0,0.0,0.0,39.4,neutro,0.49,0.45,0.0,0.575,0.986,1.32,0.652,0.375,0.466,0.468
142638,João Victor,INT,Atacante,5,1.0,0.0,0.0,0,0.0,False,True,CAM,0.573,valor_bom,0.0,0.0,0.0,34.9,neutro,0.31,0.25,0.0,0.575,0.986,1.32,0.652,0.375,0.466,0.468
124270,Allex,INT,Meia,6,2.2,-0.18,1.38,9,0.0,True,True,CAM,0.446,neutro,1.214,1.38,1.0,33.0,neutro,1.81,0.25,0.0,0.575,0.986,1.32,0.652,0.375,0.466,0.468
147202,João Bezerra,INT,Atacante,6,1.19,0.0,0.6,2,0.0,False,True,CAM,1.288,valor_bom,0.869,0.6,0.25,34.9,neutro,0.99,0.25,0.0,0.575,0.986,1.32,0.652,0.375,0.466,0.468
145036,Fernando Pradella,SAN,Atacante,6,0.82,0.0,0.0,1,0.0,False,True,MIR,1.937,valor_oculto,0.832,0.0,0.125,75.5,favoravel,2.47,0.775,33.3,1.238,0.88,1.232,1.383,0.5,0.507,0.511
141615,Pedro Ferreira,SAO,Meia,6,1.51,0.0,1.2,2,0.0,False,False,CHA,1.057,valor_bom,1.062,1.2,0.25,58.1,neutro,1.97,1.0,0.8,0.652,1.185,1.148,1.243,0.25,0.27,0.458
130698,Kadu,BOT,Lateral,6,1.0,0.0,0.0,0,0.0,False,True,CAP,0.265,neutro,0.0,0.0,0.0,56.5,neutro,1.15,0.575,10.9,0.503,0.388,1.039,0.46,0.5,0.415,0.468
